probe_id	type	location	manufacturer	device_serial_number	electrode_count	width	height	depth	hemisphere	placement_picture	dimension_units	wires_material	wires_diameter	wires_length	wires_units	owner
prob-1025-0503	utah array	M1	Blackrock Microsystems	1025-0503	100	4	4	1.5	right	https://www.nature.com/articles/sdata201855/figures/1	mm	Pt/Au	2.5e-05	0.04	m	RIKEN-BSI, Japan
