onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	-0.119	n/a	n/a	20	5	-13.770	0	-1	0.000
4.000	3.000	parametric gain	-0.069	n/a	n/a	22	17	-92.810	4	0	2.398
8.000	3.000	parametric gain	-0.369	n/a	n/a	10	16	-98.050	4	0	1.351
12.000	3.000	parametric gain	0.331	n/a	n/a	38	18	-83.560	4	0	1.137
16.000	3.000	parametric gain	-0.119	n/a	n/a	20	14	-74.550	4	0	1.391
24.000	3.000	parametric gain	-0.269	n/a	n/a	14	13	-73.790	4	0	1.596
28.000	3.000	parametric gain	0.381	n/a	n/a	40	8	-14.030	1	1	0.991
32.000	3.000	parametric gain	0.181	n/a	n/a	32	18	-89.560	4	0	1.407
36.000	3.000	parametric gain	-0.019	n/a	n/a	24	8	-30.030	2	1	1.464
40.000	3.000	parametric gain	0.281	n/a	n/a	36	14	-58.550	1	1	1.403
44.000	3.000	parametric gain	0.081	n/a	n/a	28	6	-12.520	2	1	1.062
48.000	3.000	parametric gain	-0.219	n/a	n/a	16	14	-78.550	4	0	0.729
56.000	3.000	parametric gain	-0.269	n/a	n/a	14	9	-46.780	3	0	1.712
60.000	3.000	parametric gain	-0.119	n/a	n/a	20	13	-67.790	3	0	1.136
64.000	3.000	parametric gain	0.131	n/a	n/a	30	18	-91.560	4	0	0.952
72.000	3.000	parametric gain	-0.269	n/a	n/a	14	15	-87.300	3	0	1.560
76.000	3.000	parametric gain	-0.319	n/a	n/a	12	12	-69.040	4	0	0.824
84.000	3.000	parametric gain	-0.019	n/a	n/a	24	11	-50.290	4	0	1.098
88.000	3.000	parametric gain	-0.319	n/a	n/a	12	10	-55.530	3	0	1.537
94.000	3.000	parametric gain	-0.219	n/a	n/a	16	6	-24.520	4	0	0.001
98.000	3.000	parametric gain	0.331	n/a	n/a	38	20	-97.070	3	0	1.218
102.000	3.000	parametric gain	0.081	n/a	n/a	28	10	-39.530	3	0	1.184
106.000	3.000	parametric gain	-0.119	n/a	n/a	20	7	-27.270	2	1	1.057
110.000	3.000	parametric gain	0.331	n/a	n/a	38	9	-22.780	2	1	1.329
120.000	3.000	parametric gain	0.031	n/a	n/a	26	12	-55.040	4	0	0.946
132.000	3.000	parametric gain	-0.369	n/a	n/a	10	14	-84.550	3	0	1.091
136.000	3.000	parametric gain	-0.319	n/a	n/a	12	13	-75.790	4	0	1.073
146.000	3.000	parametric gain	-0.019	n/a	n/a	24	15	-77.300	4	0	1.075
150.000	3.000	parametric gain	0.181	n/a	n/a	32	15	-69.300	3	0	0.890
154.000	3.000	parametric gain	0.281	n/a	n/a	36	15	-65.300	3	0	0.834
162.000	3.000	parametric gain	0.281	n/a	n/a	36	18	-85.560	3	0	1.195
166.000	3.000	parametric gain	-0.319	n/a	n/a	12	18	-109.560	4	0	1.081
176.000	3.000	parametric gain	-0.119	n/a	n/a	20	9	-40.780	1	1	1.057
180.000	3.000	parametric gain	-0.219	n/a	n/a	16	8	-38.030	2	1	1.870
184.000	3.000	parametric gain	-0.319	n/a	n/a	12	20	-123.070	4	0	1.123
194.000	3.000	parametric gain	-0.069	n/a	n/a	22	19	-106.310	4	0	1.564
200.000	3.000	parametric gain	0.281	n/a	n/a	36	9	-24.780	3	0	1.101
204.000	3.000	parametric gain	0.031	n/a	n/a	26	6	-14.520	2	1	1.270
208.000	3.000	parametric gain	0.131	n/a	n/a	30	5	-3.770	1	1	1.293
212.000	3.000	parametric gain	0.281	n/a	n/a	36	7	-11.270	2	1	1.050
216.000	3.000	parametric gain	-0.169	n/a	n/a	18	10	-49.530	3	0	1.444
220.000	3.000	parametric gain	0.131	n/a	n/a	30	9	-30.780	2	1	0.909
226.000	3.000	parametric gain	0.131	n/a	n/a	30	12	-51.040	3	0	1.781
236.000	3.000	parametric gain	-0.269	n/a	n/a	14	8	-40.030	2	1	1.996
240.000	3.000	parametric gain	-0.119	n/a	n/a	20	19	-108.310	4	0	1.157
244.000	3.000	parametric gain	0.081	n/a	n/a	28	14	-66.550	3	0	1.253
250.000	3.000	parametric gain	-0.219	n/a	n/a	16	17	-98.810	3	0	0.878
258.000	3.000	parametric gain	0.031	n/a	n/a	26	8	-28.030	2	1	1.382
262.000	3.000	parametric gain	-0.369	n/a	n/a	10	17	-104.810	4	0	1.036
274.000	3.000	parametric gain	-0.319	n/a	n/a	12	5	-21.770	2	1	1.167
282.000	3.000	parametric gain	0.381	n/a	n/a	40	6	-0.520	1	1	1.351
286.000	3.000	parametric gain	0.281	n/a	n/a	36	13	-51.790	3	0	1.549
294.000	3.000	parametric gain	-0.369	n/a	n/a	10	9	-50.780	4	0	1.279
298.000	3.000	parametric gain	0.231	n/a	n/a	34	18	-87.560	3	0	1.014
304.000	3.000	parametric gain	0.131	n/a	n/a	30	15	-71.300	4	0	1.311
316.000	3.000	parametric gain	-0.169	n/a	n/a	18	9	-42.780	3	0	1.016
322.000	3.000	parametric gain	0.031	n/a	n/a	26	20	-109.070	4	0	1.288
326.000	3.000	parametric gain	0.281	n/a	n/a	36	20	-99.070	4	0	0.887
330.000	3.000	parametric gain	-0.069	n/a	n/a	22	15	-79.300	4	0	0.943
334.000	3.000	parametric gain	0.331	n/a	n/a	38	8	-16.030	2	1	1.584
342.000	3.000	parametric gain	0.081	n/a	n/a	28	16	-80.050	3	0	1.399
348.000	3.000	parametric gain	0.231	n/a	n/a	34	12	-47.040	3	0	1.105
358.000	3.000	parametric gain	0.081	n/a	n/a	28	15	-73.300	3	0	1.217
364.000	3.000	parametric gain	-0.019	n/a	n/a	24	17	-90.810	4	0	0.904
368.000	3.000	parametric gain	0.081	n/a	n/a	28	11	-46.290	3	0	1.024
372.000	3.000	parametric gain	-0.219	n/a	n/a	16	9	-44.780	3	0	1.224
378.000	3.000	parametric gain	-0.069	n/a	n/a	22	13	-65.790	3	0	0.849
384.000	3.000	parametric gain	0.381	n/a	n/a	40	11	-34.290	2	1	1.698
390.000	3.000	parametric gain	0.081	n/a	n/a	28	8	-26.030	2	1	1.281
396.000	3.000	parametric gain	0.281	n/a	n/a	36	16	-72.050	4	0	1.063
400.000	3.000	parametric gain	-0.119	n/a	n/a	20	10	-47.530	3	0	1.057
404.000	3.000	parametric gain	-0.369	n/a	n/a	10	18	-111.560	3	0	1.065
408.000	3.000	parametric gain	0.381	n/a	n/a	40	9	-20.780	3	0	1.082
412.000	3.000	parametric gain	0.181	n/a	n/a	32	7	-15.270	1	1	1.441
422.000	3.000	parametric gain	0.381	n/a	n/a	40	16	-68.050	3	0	1.643
426.000	3.000	parametric gain	0.131	n/a	n/a	30	17	-84.810	3	0	1.290
432.000	3.000	parametric gain	-0.019	n/a	n/a	24	5	-9.770	1	1	1.179
436.000	3.000	parametric gain	-0.219	n/a	n/a	16	7	-31.270	2	1	1.346
440.000	3.000	parametric gain	-0.069	n/a	n/a	22	18	-99.560	4	0	1.162
444.000	3.000	parametric gain	0.031	n/a	n/a	26	19	-102.310	4	0	1.058
448.000	3.000	parametric gain	-0.019	n/a	n/a	24	20	-111.070	4	0	0.891
452.000	3.000	parametric gain	0.231	n/a	n/a	34	6	-6.520	1	1	1.114
460.000	3.000	parametric gain	-0.019	n/a	n/a	24	16	-84.050	3	0	0.740
468.000	3.000	parametric gain	-0.069	n/a	n/a	22	6	-18.520	2	1	1.491
474.000	3.000	parametric gain	-0.319	n/a	n/a	12	7	-35.270	4	0	1.243
