onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	0.084	n/a	n/a	28	17	-86.810	4	0	1.204
4.000	3.000	parametric gain	-0.267	n/a	n/a	14	7	-33.270	3	0	1.071
8.000	3.000	parametric gain	0.084	n/a	n/a	28	18	-93.560	3	0	1.627
14.000	3.000	parametric gain	-0.216	n/a	n/a	16	11	-58.290	4	0	0.780
18.000	3.000	parametric gain	0.384	n/a	n/a	40	20	-95.070	4	0	0.942
22.000	3.000	parametric gain	-0.167	n/a	n/a	18	16	-90.050	3	0	0.743
28.000	3.000	parametric gain	0.334	n/a	n/a	38	11	-36.290	3	0	0.965
32.000	3.000	parametric gain	0.283	n/a	n/a	36	10	-31.530	3	0	1.287
40.000	3.000	parametric gain	0.384	n/a	n/a	40	18	-81.560	3	0	1.023
44.000	3.000	parametric gain	-0.366	n/a	n/a	10	10	-57.530	4	0	1.399
50.000	3.000	parametric gain	-0.017	n/a	n/a	24	6	-16.520	2	1	0.800
56.000	3.000	parametric gain	-0.117	n/a	n/a	20	8	-34.030	2	1	1.198
62.000	3.000	parametric gain	0.384	n/a	n/a	40	12	-41.040	3	0	0.872
68.000	3.000	parametric gain	-0.067	n/a	n/a	22	10	-45.530	3	0	1.008
76.000	3.000	parametric gain	-0.167	n/a	n/a	18	6	-22.520	3	0	0.816
80.000	3.000	parametric gain	0.334	n/a	n/a	38	16	-70.050	3	0	1.056
90.000	3.000	parametric gain	0.134	n/a	n/a	30	20	-105.070	3	0	1.105
98.000	3.000	parametric gain	-0.067	n/a	n/a	22	14	-72.550	4	0	1.215
102.000	3.000	parametric gain	-0.167	n/a	n/a	18	18	-103.560	3	0	1.140
106.000	3.000	parametric gain	-0.216	n/a	n/a	16	19	-112.310	4	0	1.305
110.000	3.000	parametric gain	-0.017	n/a	n/a	24	10	-43.530	3	0	1.056
116.000	3.000	parametric gain	-0.317	n/a	n/a	12	19	-116.310	4	0	1.233
120.000	3.000	parametric gain	0.084	n/a	n/a	28	9	-32.780	2	1	0.973
126.000	3.000	parametric gain	0.134	n/a	n/a	30	10	-37.530	3	0	1.425
130.000	3.000	parametric gain	-0.167	n/a	n/a	18	15	-83.300	4	0	1.151
142.000	3.000	parametric gain	0.183	n/a	n/a	32	14	-62.550	3	0	0.928
146.000	3.000	parametric gain	0.234	n/a	n/a	34	11	-40.290	3	0	0.850
152.000	3.000	parametric gain	0.334	n/a	n/a	38	19	-90.310	4	0	1.104
156.000	3.000	parametric gain	-0.267	n/a	n/a	14	10	-53.530	4	0	1.010
160.000	3.000	parametric gain	0.234	n/a	n/a	34	8	-20.030	2	1	1.170
164.000	3.000	parametric gain	0.134	n/a	n/a	30	11	-44.290	3	0	1.137
168.000	3.000	parametric gain	0.183	n/a	n/a	32	13	-55.790	3	0	1.075
174.000	3.000	parametric gain	-0.167	n/a	n/a	18	11	-56.290	3	0	0.819
178.000	3.000	parametric gain	0.134	n/a	n/a	30	7	-17.270	2	1	1.227
186.000	3.000	parametric gain	-0.167	n/a	n/a	18	13	-69.790	4	0	0.955
190.000	3.000	parametric gain	-0.267	n/a	n/a	14	19	-114.310	3	0	0.865
198.000	3.000	parametric gain	-0.317	n/a	n/a	12	11	-62.290	4	0	1.195
202.000	3.000	parametric gain	-0.366	n/a	n/a	10	13	-77.790	3	0	0.778
206.000	3.000	parametric gain	-0.067	n/a	n/a	22	16	-86.050	4	0	1.012
212.000	3.000	parametric gain	-0.317	n/a	n/a	12	16	-96.050	3	0	0.684
218.000	3.000	parametric gain	0.334	n/a	n/a	38	17	-76.810	3	0	1.419
226.000	3.000	parametric gain	0.384	n/a	n/a	40	14	-54.550	4	0	1.276
230.000	3.000	parametric gain	-0.067	n/a	n/a	22	5	-11.770	2	1	1.373
234.000	3.000	parametric gain	-0.216	n/a	n/a	16	16	-92.050	4	0	0.977
240.000	3.000	parametric gain	0.234	n/a	n/a	34	5	0.230	1	1	1.332
250.000	3.000	parametric gain	-0.366	n/a	n/a	10	19	-118.310	4	0	0.997
254.000	3.000	parametric gain	-0.267	n/a	n/a	14	16	-94.050	4	0	1.125
258.000	3.000	parametric gain	0.134	n/a	n/a	30	8	-24.030	3	0	1.125
262.000	3.000	parametric gain	0.234	n/a	n/a	34	14	-60.550	3	0	1.084
266.000	3.000	parametric gain	0.134	n/a	n/a	30	14	-64.550	3	0	1.035
274.000	3.000	parametric gain	0.034	n/a	n/a	26	15	-75.300	3	0	0.910
282.000	3.000	parametric gain	-0.366	n/a	n/a	10	20	-125.070	4	0	0.990
286.000	3.000	parametric gain	0.234	n/a	n/a	34	7	-13.270	2	1	1.178
292.000	3.000	parametric gain	-0.366	n/a	n/a	10	5	-23.770	2	1	2.150
296.000	3.000	parametric gain	-0.117	n/a	n/a	20	20	-115.070	3	0	1.590
300.000	3.000	parametric gain	0.084	n/a	n/a	28	20	-107.070	4	0	1.323
304.000	3.000	parametric gain	0.283	n/a	n/a	36	5	2.230	2	1	1.054
308.000	3.000	parametric gain	0.034	n/a	n/a	26	7	-21.270	2	1	1.340
316.000	3.000	parametric gain	0.034	n/a	n/a	26	17	-88.810	4	0	1.351
326.000	3.000	parametric gain	-0.216	n/a	n/a	16	15	-85.300	3	0	1.506
330.000	3.000	parametric gain	0.034	n/a	n/a	26	10	-41.530	3	0	1.007
338.000	3.000	parametric gain	0.334	n/a	n/a	38	15	-63.300	3	0	1.655
346.000	3.000	parametric gain	0.034	n/a	n/a	26	11	-48.290	3	0	1.030
356.000	3.000	parametric gain	0.084	n/a	n/a	28	5	-5.770	2	1	1.152
362.000	3.000	parametric gain	-0.267	n/a	n/a	14	18	-107.560	4	0	1.159
368.000	3.000	parametric gain	-0.067	n/a	n/a	22	12	-59.040	3	0	1.224
372.000	3.000	parametric gain	0.234	n/a	n/a	34	15	-67.300	3	0	1.106
376.000	3.000	parametric gain	0.334	n/a	n/a	38	13	-49.790	3	0	1.036
380.000	3.000	parametric gain	-0.366	n/a	n/a	10	8	-44.030	3	0	1.808
394.000	3.000	parametric gain	-0.317	n/a	n/a	12	9	-48.780	3	0	1.489
398.000	3.000	parametric gain	0.283	n/a	n/a	36	11	-38.290	3	0	0.765
404.000	3.000	parametric gain	-0.267	n/a	n/a	14	5	-19.770	2	1	1.506
408.000	3.000	parametric gain	-0.067	n/a	n/a	22	11	-52.290	3	0	0.999
412.000	3.000	parametric gain	-0.167	n/a	n/a	18	19	-110.310	4	0	1.199
418.000	3.000	parametric gain	-0.067	n/a	n/a	22	8	-32.030	2	1	1.025
428.000	3.000	parametric gain	0.334	n/a	n/a	38	6	-2.520	2	1	1.433
