onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	-0.139	n/a	n/a	20	15	-81.300	3	0	1.104
4.000	3.000	parametric gain	-0.189	n/a	n/a	18	12	-63.040	3	0	0.706
8.000	3.000	parametric gain	-0.389	n/a	n/a	10	15	-91.300	3	0	0.565
18.000	3.000	parametric gain	0.211	n/a	n/a	34	16	-74.050	3	0	0.902
24.000	3.000	parametric gain	-0.189	n/a	n/a	18	5	-15.770	2	1	1.246
28.000	3.000	parametric gain	0.011	n/a	n/a	26	13	-61.790	3	0	0.668
38.000	3.000	parametric gain	0.161	n/a	n/a	32	17	-82.810	3	0	1.206
42.000	3.000	parametric gain	-0.239	n/a	n/a	16	5	-17.770	2	1	1.067
46.000	3.000	parametric gain	-0.089	n/a	n/a	22	7	-25.270	2	1	0.884
52.000	3.000	parametric gain	0.261	n/a	n/a	36	8	-18.030	2	1	1.455
56.000	3.000	parametric gain	-0.239	n/a	n/a	16	10	-51.530	3	0	1.934
62.000	3.000	parametric gain	0.111	n/a	n/a	30	13	-57.790	3	0	0.798
74.000	3.000	parametric gain	-0.289	n/a	n/a	14	17	-100.810	3	0	0.919
78.000	3.000	parametric gain	0.061	n/a	n/a	28	19	-100.310	3	0	0.767
82.000	3.000	parametric gain	-0.289	n/a	n/a	14	20	-121.070	3	0	0.694
86.000	3.000	parametric gain	0.011	n/a	n/a	26	16	-82.050	3	0	1.192
90.000	3.000	parametric gain	0.361	n/a	n/a	40	5	6.230	1	1	1.200
94.000	3.000	parametric gain	0.061	n/a	n/a	28	12	-53.040	3	0	1.358
98.000	3.000	parametric gain	-0.139	n/a	n/a	20	16	-88.050	3	0	1.135
102.000	3.000	parametric gain	0.011	n/a	n/a	26	5	-7.770	2	1	1.046
106.000	3.000	parametric gain	0.161	n/a	n/a	32	20	-103.070	4	0	1.102
110.000	3.000	parametric gain	-0.189	n/a	n/a	18	17	-96.810	4	0	1.016
116.000	3.000	parametric gain	-0.139	n/a	n/a	20	6	-20.520	2	1	1.128
120.000	3.000	parametric gain	-0.139	n/a	n/a	20	18	-101.560	4	0	1.135
126.000	3.000	parametric gain	0.361	n/a	n/a	40	7	-7.270	2	1	1.161
130.000	3.000	parametric gain	0.261	n/a	n/a	36	6	-4.520	2	1	1.015
134.000	3.000	parametric gain	-0.239	n/a	n/a	16	20	-119.070	4	0	0.887
140.000	3.000	parametric gain	0.361	n/a	n/a	40	15	-61.300	3	0	1.569
148.000	3.000	parametric gain	-0.389	n/a	n/a	10	6	-30.520	4	0	1.409
156.000	3.000	parametric gain	-0.339	n/a	n/a	12	15	-89.300	3	0	1.080
160.000	3.000	parametric gain	0.211	n/a	n/a	34	17	-80.810	3	0	1.234
164.000	3.000	parametric gain	-0.189	n/a	n/a	18	14	-76.550	3	0	0.695
170.000	3.000	parametric gain	0.361	n/a	n/a	40	13	-47.790	3	0	1.290
174.000	3.000	parametric gain	0.161	n/a	n/a	32	19	-96.310	3	0	0.698
178.000	3.000	parametric gain	-0.289	n/a	n/a	14	12	-67.040	3	0	0.888
182.000	3.000	parametric gain	0.161	n/a	n/a	32	10	-35.530	3	0	0.792
192.000	3.000	parametric gain	0.261	n/a	n/a	36	17	-78.810	3	0	2.154
202.000	3.000	parametric gain	0.061	n/a	n/a	28	13	-59.790	3	0	0.826
208.000	3.000	parametric gain	0.211	n/a	n/a	34	13	-53.790	3	0	0.723
212.000	3.000	parametric gain	0.311	n/a	n/a	38	14	-56.550	3	0	0.809
220.000	3.000	parametric gain	0.161	n/a	n/a	32	11	-42.290	3	0	0.723
224.000	3.000	parametric gain	0.161	n/a	n/a	32	9	-28.780	2	1	0.977
234.000	3.000	parametric gain	0.111	n/a	n/a	30	16	-78.050	3	0	1.155
238.000	3.000	parametric gain	0.211	n/a	n/a	34	10	-33.530	3	0	1.274
246.000	3.000	parametric gain	-0.189	n/a	n/a	18	8	-36.030	2	1	1.235
250.000	3.000	parametric gain	0.211	n/a	n/a	34	20	-101.070	4	0	1.745
256.000	3.000	parametric gain	0.161	n/a	n/a	32	16	-76.050	3	0	1.179
260.000	3.000	parametric gain	-0.039	n/a	n/a	24	12	-57.040	3	0	0.811
266.000	3.000	parametric gain	0.311	n/a	n/a	38	12	-43.040	3	0	2.708
272.000	3.000	parametric gain	0.311	n/a	n/a	38	10	-29.530	3	0	0.767
280.000	3.000	parametric gain	-0.039	n/a	n/a	24	7	-23.270	2	1	1.020
284.000	3.000	parametric gain	-0.239	n/a	n/a	16	13	-71.790	3	0	0.779
296.000	3.000	parametric gain	0.261	n/a	n/a	36	19	-92.310	3	0	0.693
310.000	3.000	parametric gain	0.161	n/a	n/a	32	5	-1.770	1	1	1.221
316.000	3.000	parametric gain	0.211	n/a	n/a	34	9	-26.780	2	1	1.173
320.000	3.000	parametric gain	0.061	n/a	n/a	28	7	-19.270	2	1	1.171
324.000	3.000	parametric gain	-0.039	n/a	n/a	24	13	-63.790	3	0	0.772
330.000	3.000	parametric gain	0.311	n/a	n/a	38	5	4.230	1	1	1.126
336.000	3.000	parametric gain	-0.089	n/a	n/a	22	9	-38.780	3	0	1.990
342.000	3.000	parametric gain	-0.389	n/a	n/a	10	11	-64.290	3	0	0.598
346.000	3.000	parametric gain	-0.339	n/a	n/a	12	14	-82.550	3	0	0.541
350.000	3.000	parametric gain	0.211	n/a	n/a	34	19	-94.310	3	0	0.533
360.000	3.000	parametric gain	0.311	n/a	n/a	38	7	-9.270	1	1	1.206
364.000	3.000	parametric gain	0.111	n/a	n/a	30	6	-10.520	1	1	1.148
368.000	3.000	parametric gain	0.011	n/a	n/a	26	18	-95.560	4	0	1.029
374.000	3.000	parametric gain	-0.289	n/a	n/a	14	6	-26.520	3	0	1.060
378.000	3.000	parametric gain	-0.239	n/a	n/a	16	12	-65.040	3	0	0.742
382.000	3.000	parametric gain	-0.089	n/a	n/a	22	20	-113.070	3	0	1.342
386.000	3.000	parametric gain	-0.339	n/a	n/a	12	17	-102.810	3	0	0.829
398.000	3.000	parametric gain	-0.389	n/a	n/a	10	7	-37.270	3	0	1.088
402.000	3.000	parametric gain	-0.189	n/a	n/a	18	20	-117.070	4	0	0.833
408.000	3.000	parametric gain	-0.339	n/a	n/a	12	6	-28.520	3	0	1.224
412.000	3.000	parametric gain	0.161	n/a	n/a	32	6	-8.520	1	1	1.446
416.000	3.000	parametric gain	-0.189	n/a	n/a	18	7	-29.270	3	0	1.287
420.000	3.000	parametric gain	0.361	n/a	n/a	40	10	-27.530	1	1	0.888
424.000	3.000	parametric gain	-0.289	n/a	n/a	14	14	-80.550	4	0	1.015
428.000	3.000	parametric gain	0.111	n/a	n/a	30	19	-98.310	4	0	1.318
436.000	3.000	parametric gain	-0.039	n/a	n/a	24	18	-97.560	4	0	1.345
440.000	3.000	parametric gain	-0.389	n/a	n/a	10	12	-71.040	4	0	0.633
444.000	3.000	parametric gain	0.361	n/a	n/a	40	19	-88.310	4	0	1.537
448.000	3.000	parametric gain	-0.039	n/a	n/a	24	9	-36.780	3	0	1.439
458.000	3.000	parametric gain	-0.239	n/a	n/a	16	18	-105.560	4	0	0.961
462.000	3.000	parametric gain	0.261	n/a	n/a	36	12	-45.040	3	0	0.912
466.000	3.000	parametric gain	0.011	n/a	n/a	26	9	-34.780	3	0	1.672
470.000	3.000	parametric gain	-0.139	n/a	n/a	20	12	-61.040	4	0	0.968
474.000	3.000	parametric gain	-0.039	n/a	n/a	24	14	-70.550	3	0	0.700
