onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.02	6.0	country	1	5	0	0	country_003.wav	country	8	1	0.018599999999992182	622.0683
14.0	6.0	metal	1	5	7	7	metal_004.wav	metal	6	0	0.004500000000007276	636.0674
26.0	6.0	ambient	1	5	13	13	ambient_004.wav	ambient	6	0	0.002600000000029468	648.0674
38.0	6.0	symphonic	1	5	19	19	symphonic_002.wav	symphonic	6	0	0.0025000000000545697	660.0675
50.0	6.0	country	1	5	25	25	country_002.wav	country	6	0	0.0023999999999659853	672.0679
62.0	6.0	rocknroll	1	5	31	31	rocknroll_001.wav	rocknroll	4	0	0.002499999999940883	684.0683
72.0	6.0	symphonic	1	5	36	36	symphonic_004.wav	symphonic	4	0	0.0035000000000309233	694.0675
82.01	6.0	symphonic	1	5	41	41	symphonic_001.wav	symphonic	8	1	0.010099999999965805	704.0683
96.0	6.0	rocknroll	1	5	48	48	rocknroll_003.wav	rocknroll	6	0	0.0039000000000442014	718.0675
108.01	6.0	metal	1	5	54	54	metal_000.wav	metal	8	1	0.008500000000026375	730.0676
122.0	6.0	rocknroll	1	5	61	61	rocknroll_000.wav	rocknroll	6	0	0.0029999999999290594	744.0683
134.0	6.0	rocknroll	1	5	67	67	rocknroll_004.wav	rocknroll	6	0	0.002499999999940883	756.0683
146.0	6.0	ambient	1	5	73	73	ambient_003.wav	ambient	6	0	0.002499999999940883	768.0682
158.0	6.0	ambient	1	5	79	79	ambient_000.wav	ambient	4	0	0.0025000000000545697	780.0684
168.0	6.0	metal	1	5	84	84	metal_003.wav	metal	6	0	0.0023999999999659853	790.0682
180.0	6.0	country	1	5	90	90	country_001.wav	country	6	0	0.0037000000000944056	802.0677
192.0	6.0	symphonic	1	5	96	96	symphonic_003.wav	symphonic	6	0	0.0025000000000545697	814.0677
204.0	6.0	metal	1	5	102	102	metal_001.wav	metal	6	0	0.002499999999940883	826.0679
216.0	6.0	metal	1	5	108	108	metal_002.wav	metal	4	0	0.003800000000069304	838.0676
226.0	6.0	symphonic	1	5	113	113	symphonic_000.wav	symphonic	6	0	0.002499999999940883	848.0688
238.01	6.0	ambient	1	5	119	119	ambient_002.wav	ambient	8	1	0.0072999999999865395	860.0679
252.01	6.0	rocknroll	1	5	126	126	rocknroll_002.wav	rocknroll	8	1	0.011199999999917054	874.0678
266.0	6.0	country	1	5	133	133	country_000.wav	country	4	0	0.002600000000029468	888.068
276.0	6.0	ambient	1	5	138	138	ambient_001.wav	ambient	6	0	0.0024000000000796717	898.0676
288.0	6.0	country	1	5	144	144	country_004.wav	country	6	0	0.003600000000005821	910.0675
