name	x	y	z
EEG001	-0.0388786	-0.0773174	0.0478908
EEG002	0.000607267	0.0974187	0.0390852
EEG003	0.0435101	-0.0773828	0.0446039
EEG004	-0.0504074	0.0704472	0.0425405
EEG005	-0.0303174	0.0788108	0.0692246
EEG006	0.00172654	0.0878687	0.07182
EEG007	0.0354347	0.0818515	0.065177
EEG008	0.0529777	0.0741693	0.0359044
EEG009	-0.0615018	0.0504893	0.0465021
EEG010	-0.0520147	0.0593133	0.0662528
EEG011	-0.0374303	0.0629866	0.0814008
EEG012	-0.019244	0.0662118	0.0929362
EEG013	0.00518585	0.069524	0.0933179
EEG014	0.0280636	0.06742	0.0876221
EEG015	0.0479063	0.0634704	0.0751379
EEG016	0.0570639	0.0612624	0.0566892
EEG017	0.0630792	0.0525712	0.0367378
EEG018	-0.0743685	0.0179644	0.0206275
EEG019	-0.0686862	0.0242127	0.0489676
EEG020	-0.0611069	0.0316422	0.0758615
EEG021	-0.0443591	0.0373271	0.0936097
EEG022	-0.0216999	0.0428019	0.106458
EEG023	0.00777182	0.0444832	0.108394
EEG024	0.0336085	0.0430268	0.10084
EEG025	0.0525261	0.0352638	0.0918694
EEG026	0.0663277	0.0317599	0.0679702
EEG027	0.0711175	0.0232072	0.042532
EEG028	0.0710961	0.0197976	0.0189888
EEG029	-0.0712724	0.00492354	0.0246334
EEG030	-0.0703725	-0.00137185	0.0521897
EEG031	-0.0654023	0.00546324	0.0804464
EEG032	-0.0475312	0.0128245	0.102085
EEG033	-0.0229729	0.0157627	0.118141
EEG034	0.00492146	0.0163525	0.120813
EEG035	0.0317959	0.013667	0.116286
EEG036	0.05619	0.00762972	0.0988435
EEG037	0.0696308	0.00136951	0.0740699
EEG038	0.0733026	-0.00794983	0.0462763
EEG039	0.0725443	0.000829309	0.0193037
EEG040	-0.0641987	-0.0354776	0.0311534
EEG041	-0.0646	-0.0287087	0.0606749
EEG042	-0.0598645	-0.0204044	0.0873608
EEG043	-0.0442616	-0.0134084	0.107783
EEG044	-0.022659	-0.0115334	0.121736
EEG045	0.00478406	-0.0111815	0.123947
EEG046	0.029114	-0.0126781	0.12078
EEG047	0.0518345	-0.0190922	0.104528
EEG048	0.0644471	-0.0244791	0.0814056
EEG049	0.0666048	-0.0311485	0.0531233
EEG050	0.0663779	-0.0394475	0.0247603
EEG051	-0.0554267	-0.0567437	0.0404645
EEG052	-0.0566116	-0.0491171	0.0687508
EEG053	-0.0507852	-0.0439129	0.0872549
EEG054	-0.038464	-0.0381451	0.105709
EEG055	-0.0192857	-0.0381563	0.11473
EEG056	0.00690034	-0.0371573	0.117668
EEG057	0.029175	-0.0373973	0.115102
EEG058	0.0426885	-0.0422215	0.10188
EEG059	0.0540476	-0.0467071	0.082675
EEG060	0.059248	-0.0501098	0.0620701
EEG065	0.0564983	-0.0590295	0.0342442
EEG066	-0.0411216	-0.0669613	0.0744802
EEG067	-0.0264364	-0.0599404	0.095444
EEG068	0.00153393	-0.0605479	0.102624
EEG069	0.0328773	-0.0589873	0.0953264
EEG070	0.0463138	-0.0664242	0.0698229
EEG071	-0.023468	-0.075845	0.0795931
EEG072	0.00139082	-0.0799252	0.0790407
EEG073	0.0269043	-0.0758253	0.0772198
EEG074	0.00140551	-0.0896022	0.0510112
