global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	std_dvars	dvars	framewise_displacement	rmsd	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
619.6171774315495	n/a	383925.4465682403	n/a	1005.9575198409608	n/a	n/a	1011950.5317245772	433.6255861129681	n/a	n/a	188031.1489318151	427.4930853374141	n/a	n/a	n/a	n/a	-0.9792646113860144	n/a	0.9589591791130018	n/a	0.7007279395300259	n/a	n/a	0.4910196452379956	0.1103782006032076	n/a	0.0121833471684019	n/a	-0.00996832790829	n/a	9.936756128719328e-05	n/a	-0.007324406616799	n/a	5.3646932288208975e-05	n/a	-0.0257049525632882	n/a	0.0006607445862808	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5747.225139236525	5127.607961804975	33030596.801072296	26292363.40996577	8502.982548175567	7497.025028334606	56205384.275475495	72300712.21457826	4017.233431676594	3583.607845563626	12842245.190785171	16138164.444580104	3933.042866370197	1.13528	594.895386	0.0	6.669797822813526e-16	-0.9792646113860144	0.0	0.9589591791130018	0.0	0.7007279395300259	0.0	0.0	0.4910196452379956	0.1103782006032076	0.0	0.0121833471684019	0.0	-0.00996832790829	0.0	9.936756128719328e-05	0.0	-0.007324406616799	0.0	5.3646932288208975e-05	0.0	-0.0257049525632882	0.0	0.0006607445862808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12359.331696637635	6612.10655740111	152753079.98751172	43719953.12642676	17554.765994101774	9051.783445926209	81934783.55194372	308169809.10767204	9312.295887191278	5295.062455514684	28037686.4078012	86718854.69059959	9097.320745192172	1.466325	768.3654169999999	0.0	6.669797822813526e-16	-0.9792646113860144	0.0	0.9589591791130018	0.0	0.7007279395300259	0.0	0.0	0.4910196452379956	0.1103782006032076	0.0	0.0121833471684019	0.0	-0.00996832790829	0.0	9.936756128719328e-05	0.0	-0.007324406616799	0.0	5.3646932288208975e-05	0.0	-0.0257049525632882	0.0	0.0006607445862808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18739.777554087177	6380.445857449542	351179262.7766696	40710089.339845024	26203.23781765648	8648.471823554708	74796064.8828197	686609672.1286628	14107.737102301962	4795.441215110684	22996256.44758224	199028246.14766735	13775.583757136752	1.512822	792.7297969999998	0.0	6.669797822813526e-16	-0.9792646113860144	0.0	0.9589591791130018	0.0	0.7007279395300259	0.0	0.0	0.4910196452379956	0.1103782006032076	0.0	0.0121833471684019	0.0	-0.00996832790829	0.0	9.936756128719328e-05	0.0	-0.007324406616799	0.0	5.3646932288208975e-05	0.0	-0.0257049525632882	0.0	0.0006607445862808	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22871.8714042458	4132.093850158624	523122501.5323568	17074199.586518724	30651.473626876654	4448.235809220172	19786801.81442864	939512835.499115	17754.751780063292	3647.01467776133	13300716.059806578	315231210.7716606	17292.676372854894	1.237389	648.401184	0.0	6.669797822813526e-16	-0.9792646113860144	0.0	0.9589591791130018	0.0	0.7007279395300259	0.0	0.0	0.4910196452379956	0.1103782006032076	0.0	0.0121833471684019	0.0	-0.00996832790829	0.0	9.936756128719328e-05	0.0	-0.007324406616799	0.0	5.3646932288208975e-05	0.0	-0.0257049525632882	0.0	0.0006607445862808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22952.82226216913	80.95085792332975	526832049.79872686	6553.041398523119	30083.42815913497	-568.0454677416819	322675.6534218662	905012649.805835	17957.94297119443	203.1911911311363	41286.66015328996	322487715.75667137	17509.66296851046	0.925835	485.144623	0.5813802463215786	0.4457929864138742	-0.984798620618534	-0.0055340092325195	0.9698283231721672	3.062525818561179e-05	0.6991247453221376	-0.0016031942078882	2.5702316682063907e-06	0.4887754095217438	-0.2473198233977882	-0.3576980240009958	0.0611670950455131	0.1279478763742169	-0.0073708051075869	0.0025975228007031	5.432876793402913e-05	6.747124700172476e-06	-0.0081794117607627	-0.0008550051439637	6.690277675210318e-05	7.310337962043876e-07	-0.0265833249962249	-0.0008783724329366	0.0007066731678549	7.715381309431361e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22320.354772015893	-632.467490153238	498198237.1486527	400015.12610073626	28707.451185327016	-1375.9769738079558	1893312.6324497	824117753.5579334	17495.4375726822	-462.50539851222857	213911.24365295537	306090335.85962003	17039.254973204417	0.809606	424.239746	0.5648456854455244	0.2926977179729585	-0.8728237912977477	0.1119748293207862	0.7618213706553741	0.0125383624014192	0.7955860090983435	0.0964612637762059	0.0093047754093027	0.6329570978730296	-0.3286097205593705	-0.0812898971615822	0.1079843484461075	0.0066080473805406	-0.0098462979839761	-0.0024754928763892	9.694958398925182e-05	6.12806498105368e-06	-0.008367940387445	-0.0001885286266823	7.002242632783319e-05	3.5543043078714083e-08	-0.0237449525955574	0.0028383724006674	0.0005638227737652	8.056357884870975e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21635.621585505403	-684.7331865104898	468100121.39118737	468859.53670880914	27168.707480794063	-1538.7437045329534	2367732.188239797	738138666.1769552	17448.126387374934	-47.31118530726599	2238.348255178461	304437114.42980945	16967.81548935571	0.677256	354.886932	0.4958711553996565	0.2135031100880421	-0.8246244057292245	0.0481993855685232	0.6800054105242767	0.0023231807691831	0.7374700332983934	-0.05811597579995	0.0033774666431803	0.5438620500131336	-0.2082925954450871	0.1203171251142833	0.0433858053172507	0.0144762105957661	-0.0062460800005724	0.0036002179834037	3.901351537355051e-05	1.2961569528023409e-05	-0.0100829788546621	-0.001715038467217	0.0001016664625835	2.941356944034375e-06	-0.0238144695232746	-6.951692771719684e-05	0.0005671289586749	4.832603239237969e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21122.6606065964	-512.9609789090027	446166791.1014594	263128.9658832824	26016.471850246748	-1152.235630547315	1327646.9483027684	676856807.5346814	17422.374741987485	-25.75164538744866	663.1472401609059	303539141.6502435	16952.66827481538	0.660026	345.858795	0.2326513764075692	0.0914176837148253	-0.8359803091983338	-0.0113559034691093	0.6988630773673418	0.0001289565435997	0.664656344722232	-0.0728136885761614	0.0053018332440662	0.4417680565795185	-0.1835390107438286	0.0247535847012584	0.0336865684648232	0.0006127399555623	-0.0050899421244775	0.0011561378760948	2.590751083053053e-05	1.3366547885412252e-06	-0.0104900020105089	-0.0004070231558468	0.0001100401421804	1.6566784939548858e-07	-0.0229030665619955	0.0009114029612791	0.0005245504579431	8.306553578283129e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20541.18400053056	-581.4766060658403	421940240.1436527	338115.04340184847	24619.786864463487	-1396.6849857832603	1950728.9495123865	606133905.2516088	17631.190179854057	208.8154378665713	43603.8870914079	310858867.15818214	17116.846610038425	0.594902	311.732819	0.4021318683779261	0.2083818465065346	-0.8074932299282409	0.0284870792700928	0.6520453163799429	0.0008115136853405	0.5960278105785051	-0.0686285341437269	0.0047098756987166	0.3552491509830063	-0.2832604924133051	-0.0997214816694764	0.080236506562228	0.0099443739063557	-0.0042243616075654	0.0008655805169121	1.784523099147253e-05	7.492296312578187e-07	-0.011858369648297	-0.0013683676377881	0.0001406209307156	1.8724299921457869e-06	-0.0210311192508031	0.0018719473111923	0.0004423079769415	3.504186735880445e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
