onset	duration	onset_sample	stim_type	trigger	stim_file
28.179	0	28729	Scrambled	17	meg/s080.bmp
31.67	0	32220	Unfamiliar	13	meg/u053.bmp
34.978	0	35528	Unfamiliar	14	meg/u053.bmp
38.359	0	38909	Scrambled	17	meg/s035.bmp
41.961	0	42511	Scrambled	17	meg/s104.bmp
45.618	0	46168	Scrambled	18	meg/s104.bmp
49.311	0	49861	Unfamiliar	13	meg/u121.bmp
52.839	0	53389	Famous	5	meg/f100.bmp
56.533	0	57083	Scrambled	19	meg/s080.bmp
60.098	0	60648	Famous	5	meg/f140.bmp
63.644	0	64194	Unfamiliar	13	meg/u126.bmp
67.117	0	67667	Scrambled	19	meg/s035.bmp
70.535	0	71085	Scrambled	17	meg/s023.bmp
74.045	0	74595	Scrambled	18	meg/s023.bmp
77.683	0	78233	Scrambled	17	meg/s088.bmp
81.211	0	81761	Scrambled	18	meg/s088.bmp
84.647	0	85197	Unfamiliar	15	meg/u121.bmp
88.212	0	88762	Unfamiliar	13	meg/u045.bmp
91.759	0	92309	Unfamiliar	14	meg/u045.bmp
95.158	0	95708	Famous	7	meg/f100.bmp
98.761	0	99311	Scrambled	17	meg/s090.bmp
102.288	0	102838	Famous	7	meg/f140.bmp
105.743	0	106293	Unfamiliar	13	meg/u038.bmp
109.271	0	109821	Unfamiliar	14	meg/u038.bmp
112.762	0	113312	Unfamiliar	15	meg/u126.bmp
116.272	0	116822	Famous	5	meg/f088.bmp
119.856	0	120406	Famous	6	meg/f088.bmp
123.218	0	123768	Unfamiliar	13	meg/u104.bmp
126.618	0	127168	Unfamiliar	14	meg/u104.bmp
130.127	0	130677	Scrambled	17	meg/s007.bmp
133.766	0	134316	Unfamiliar	13	meg/u031.bmp
137.202	0	137752	Unfamiliar	14	meg/u031.bmp
140.675	0	141225	Scrambled	19	meg/s090.bmp
144.221	0	144771	Unfamiliar	13	meg/u005.bmp
147.639	0	148189	Famous	5	meg/f035.bmp
151.094	0	151644	Unfamiliar	13	meg/u067.bmp
154.64	0	155190	Unfamiliar	13	meg/u024.bmp
158.132	0	158682	Scrambled	19	meg/s007.bmp
161.623	0	162173	Scrambled	17	meg/s124.bmp
165.06	0	165610	Scrambled	17	meg/s142.bmp
168.624	0	169174	Scrambled	18	meg/s142.bmp
172.171	0	172721	Unfamiliar	15	meg/u005.bmp
175.754	0	176304	Scrambled	17	meg/s008.bmp
179.099	0	179649	Scrambled	18	meg/s008.bmp
182.645	0	183195	Famous	7	meg/f035.bmp
186.283	0	186833	Scrambled	17	meg/s005.bmp
189.701	0	190251	Scrambled	18	meg/s005.bmp
193.248	0	193798	Unfamiliar	15	meg/u067.bmp
196.758	0	197308	Scrambled	17	meg/s100.bmp
200.322	0	200872	Unfamiliar	15	meg/u024.bmp
203.851	0	204401	Famous	5	meg/f079.bmp
207.452	0	208002	Scrambled	19	meg/s124.bmp
210.87	0	211420	Unfamiliar	13	meg/u007.bmp
214.325	0	214875	Unfamiliar	14	meg/u007.bmp
217.89	0	218440	Famous	5	meg/f123.bmp
221.473	0	222023	Famous	6	meg/f123.bmp
224.964	0	225514	Famous	5	meg/f102.bmp
228.382	0	228932	Famous	5	meg/f076.bmp
232.002	0	232552	Scrambled	19	meg/s100.bmp
235.494	0	236044	Scrambled	17	meg/s040.bmp
239.003	0	239553	Scrambled	18	meg/s040.bmp
242.421	0	242971	Famous	7	meg/f079.bmp
245.913	0	246463	Scrambled	17	meg/s108.bmp
249.533	0	250083	Scrambled	17	meg/s137.bmp
252.987	0	253537	Scrambled	18	meg/s137.bmp
256.442	0	256992	Famous	5	meg/f098.bmp
259.841	0	260391	Famous	6	meg/f098.bmp
263.443	0	263993	Famous	7	meg/f102.bmp
266.806	0	267356	Famous	5	meg/f073.bmp
270.334	0	270884	Famous	6	meg/f073.bmp
273.825	0	274375	Famous	7	meg/f076.bmp
277.427	0	277977	Scrambled	17	meg/s022.bmp
280.808	0	281358	Famous	5	meg/f127.bmp
284.411	0	284961	Famous	6	meg/f127.bmp
287.828	0	288378	Scrambled	19	meg/s108.bmp
291.319	0	291869	Famous	5	meg/f085.bmp
294.884	0	295434	Famous	5	meg/f067.bmp
298.449	0	298999	Famous	6	meg/f067.bmp
302.032	0	302582	Unfamiliar	13	meg/u073.bmp
305.523	0	306073	Unfamiliar	14	meg/u073.bmp
308.868	0	309418	Famous	5	meg/f111.bmp
312.359	0	312909	Scrambled	19	meg/s022.bmp
315.759	0	316309	Famous	5	meg/f081.bmp
319.268	0	319818	Famous	5	meg/f075.bmp
322.613	0	323163	Famous	7	meg/f085.bmp
326.178	0	326728	Scrambled	17	meg/s009.bmp
329.687	0	330237	Scrambled	18	meg/s009.bmp
333.105	0	333655	Famous	5	meg/f003.bmp
336.578	0	337128	Famous	5	meg/f019.bmp
340.18	0	340730	Famous	6	meg/f019.bmp
343.726	0	344276	Famous	7	meg/f111.bmp
347.218	0	347768	Famous	5	meg/f043.bmp
350.838	0	351388	Famous	7	meg/f081.bmp
354.348	0	354898	Unfamiliar	13	meg/u086.bmp
357.729	0	358279	Famous	7	meg/f075.bmp
361.202	0	361752	Unfamiliar	13	meg/u036.bmp
