onset	duration	onset_sample	stim_type	trigger	stim_file
23.4664	0	25813	Scrambled	17	meg/s062.bmp
26.69	0	29359	Famous	5	meg/f131.bmp
29.8645	0	32851	Unfamiliar	13	meg/u079.bmp
33.1055	0	36416	Unfamiliar	14	meg/u079.bmp
36.2455	0	39870	Famous	5	meg/f066.bmp
39.4527	0	43398	Famous	6	meg/f066.bmp
42.56	0	46816	Unfamiliar	13	meg/u074.bmp
45.7673	0	50344	Scrambled	17	meg/s065.bmp
48.8745	0	53762	Scrambled	19	meg/s062.bmp
52.1327	0	57346	Scrambled	17	meg/s025.bmp
55.2727	0	60800	Scrambled	18	meg/s025.bmp
58.5973	0	64457	Famous	7	meg/f131.bmp
61.7709	0	67948	Famous	5	meg/f034.bmp
64.8955	0	71385	Famous	6	meg/f034.bmp
68.1691	0	74986	Scrambled	17	meg/s022.bmp
71.2764	0	78404	Scrambled	17	meg/s029.bmp
74.5009	0	81951	Unfamiliar	15	meg/u074.bmp
77.5909	0	85350	Famous	5	meg/f142.bmp
80.7818	0	88860	Scrambled	19	meg/s065.bmp
83.8218	0	92204	Scrambled	17	meg/s036.bmp
86.9791	0	95677	Famous	5	meg/f094.bmp
90.07	0	99077	Unfamiliar	13	meg/u009.bmp
93.3109	0	102642	Unfamiliar	14	meg/u009.bmp
96.4845	0	106133	Scrambled	19	meg/s022.bmp
99.6255	0	109588	Scrambled	17	meg/s070.bmp
102.765	0	113042	Scrambled	18	meg/s070.bmp
105.823	0	116405	Scrambled	19	meg/s029.bmp
109.03	0	119933	Famous	5	meg/f007.bmp
112.371	0	123608	Famous	6	meg/f007.bmp
115.462	0	127008	Famous	7	meg/f142.bmp
118.703	0	130573	Famous	5	meg/f001.bmp
121.826	0	134009	Scrambled	19	meg/s036.bmp
125.017	0	137519	Famous	5	meg/f074.bmp
128.341	0	141175	Famous	6	meg/f074.bmp
131.465	0	144612	Famous	7	meg/f094.bmp
134.505	0	147956	Scrambled	17	meg/s090.bmp
137.563	0	151319	Scrambled	18	meg/s090.bmp
140.754	0	154829	Famous	5	meg/f123.bmp
143.877	0	158265	Famous	6	meg/f123.bmp
147.135	0	161848	Famous	5	meg/f053.bmp
150.325	0	165358	Scrambled	17	meg/s105.bmp
153.399	0	168739	Scrambled	18	meg/s105.bmp
156.54	0	172194	Famous	7	meg/f001.bmp
159.697	0	175667	Unfamiliar	13	meg/u105.bmp
162.754	0	179029	Scrambled	17	meg/s016.bmp
166.028	0	182631	Unfamiliar	13	meg/u040.bmp
169.185	0	186104	Unfamiliar	14	meg/u040.bmp
172.41	0	189651	Famous	5	meg/f097.bmp
175.501	0	193051	Famous	7	meg/f053.bmp
178.591	0	196450	Famous	5	meg/f079.bmp
181.631	0	199794	Famous	6	meg/f079.bmp
184.688	0	203157	Unfamiliar	13	meg/u123.bmp
187.862	0	206648	Unfamiliar	14	meg/u123.bmp
191.136	0	210250	Unfamiliar	15	meg/u105.bmp
194.276	0	213704	Unfamiliar	13	meg/u064.bmp
197.467	0	217214	Unfamiliar	14	meg/u064.bmp
200.591	0	220650	Scrambled	19	meg/s016.bmp
203.882	0	224270	Unfamiliar	13	meg/u118.bmp
207.106	0	227817	Unfamiliar	14	meg/u118.bmp
210.28	0	231308	Famous	5	meg/f118.bmp
213.487	0	234836	Famous	7	meg/f097.bmp
216.762	0	238438	Unfamiliar	13	meg/u052.bmp
219.935	0	241929	Unfamiliar	14	meg/u052.bmp
223.009	0	245310	Unfamiliar	13	meg/u070.bmp
226.134	0	248747	Unfamiliar	14	meg/u070.bmp
229.391	0	252330	Scrambled	17	meg/s102.bmp
232.549	0	255804	Scrambled	18	meg/s102.bmp
235.739	0	259313	Unfamiliar	13	meg/u140.bmp
239.013	0	262914	Scrambled	17	meg/s106.bmp
242.204	0	266424	Famous	7	meg/f118.bmp
245.361	0	269897	Unfamiliar	13	meg/u003.bmp
248.468	0	273315	Unfamiliar	14	meg/u003.bmp
251.525	0	276678	Scrambled	17	meg/s127.bmp
254.783	0	280261	Famous	5	meg/f084.bmp
257.79	0	283569	Famous	6	meg/f084.bmp
260.947	0	287042	Scrambled	17	meg/s113.bmp
263.971	0	290368	Unfamiliar	15	meg/u140.bmp
267.195	0	293914	Unfamiliar	13	meg/u061.bmp
270.335	0	297369	Scrambled	19	meg/s106.bmp
273.526	0	300879	Scrambled	17	meg/s132.bmp
276.55	0	304205	Scrambled	17	meg/s066.bmp
279.79	0	307769	Scrambled	19	meg/s127.bmp
282.865	0	311151	Famous	5	meg/f038.bmp
285.955	0	314550	Famous	6	meg/f038.bmp
289.112	0	318023	Famous	5	meg/f109.bmp
292.285	0	321514	Scrambled	19	meg/s113.bmp
295.476	0	325024	Famous	5	meg/f028.bmp
298.667	0	328534	Unfamiliar	15	meg/u061.bmp
301.925	0	332117	Famous	5	meg/f114.bmp
305.165	0	335682	Famous	6	meg/f114.bmp
308.456	0	339302	Scrambled	19	meg/s132.bmp
311.63	0	342793	Scrambled	17	meg/s035.bmp
314.855	0	346340	Scrambled	19	meg/s066.bmp
317.978	0	349776	Famous	5	meg/f027.bmp
321.035	0	353139	Scrambled	17	meg/s039.bmp
324.125	0	356538	Scrambled	18	meg/s039.bmp
327.233	0	359956	Famous	7	meg/f109.bmp
330.575	0	363632	Unfamiliar	13	meg/u001.bmp
333.698	0	367068	Famous	7	meg/f028.bmp
336.872	0	370559	Scrambled	17	meg/s104.bmp
340.063	0	374069	Scrambled	18	meg/s104.bmp
343.27	0	377597	Famous	5	meg/f068.bmp
346.344	0	380978	Famous	6	meg/f068.bmp
349.551	0	384506	Scrambled	19	meg/s035.bmp
352.642	0	387906	Unfamiliar	13	meg/u044.bmp
355.834	0	391417	Famous	7	meg/f027.bmp
358.956	0	394852	Unfamiliar	13	meg/u081.bmp
362.214	0	398435	Unfamiliar	14	meg/u081.bmp
365.438	0	401982	Scrambled	17	meg/s003.bmp
368.595	0	405455	Scrambled	18	meg/s003.bmp
371.735	0	408909	Unfamiliar	15	meg/u001.bmp
374.91	0	412401	Unfamiliar	13	meg/u041.bmp
377.916	0	415708	Scrambled	17	meg/s010.bmp
381.225	0	419347	Unfamiliar	13	meg/u127.bmp
384.365	0	422801	Unfamiliar	15	meg/u044.bmp
387.522	0	426274	Famous	5	meg/f069.bmp
390.729	0	429802	Unfamiliar	13	meg/u102.bmp
393.854	0	433239	Unfamiliar	14	meg/u102.bmp
396.977	0	436675	Unfamiliar	13	meg/u066.bmp
400.201	0	440221	Unfamiliar	15	meg/u041.bmp
403.392	0	443731	Famous	5	meg/f010.bmp
406.666	0	447333	Scrambled	19	meg/s010.bmp
409.724	0	450696	Unfamiliar	13	meg/u011.bmp
412.931	0	454224	Unfamiliar	14	meg/u011.bmp
416.088	0	457697	Unfamiliar	15	meg/u127.bmp
419.145	0	461059	Unfamiliar	13	meg/u086.bmp
422.335	0	464569	Unfamiliar	14	meg/u086.bmp
425.56	0	468116	Famous	7	meg/f069.bmp
428.65	0	471515	Famous	5	meg/f023.bmp
431.841	0	475025	Famous	6	meg/f023.bmp
435.065	0	478571	Unfamiliar	13	meg/u122.bmp
438.122	0	481934	Unfamiliar	15	meg/u066.bmp
441.279	0	485407	Scrambled	17	meg/s094.bmp
444.571	0	489028	Famous	7	meg/f010.bmp
447.694	0	492463	Unfamiliar	13	meg/u146.bmp
451.035	0	496139	Famous	5	meg/f099.bmp
454.109	0	499520	Scrambled	17	meg/s031.bmp
457.351	0	503086	Scrambled	18	meg/s031.bmp
460.49	0	506539	Famous	5	meg/f067.bmp
463.597	0	509957	Unfamiliar	15	meg/u122.bmp
466.655	0	513320	Unfamiliar	13	meg/u082.bmp
469.828	0	516811	Unfamiliar	14	meg/u082.bmp
473.069	0	520376	Scrambled	19	meg/s094.bmp
476.143	0	523757	Scrambled	17	meg/s018.bmp
479.384	0	527322	Scrambled	18	meg/s018.bmp
482.342	0	530576	Unfamiliar	15	meg/u146.bmp
485.465	0	534011	Scrambled	17	meg/s058.bmp
488.588	0	537447	Scrambled	18	meg/s058.bmp
491.763	0	540939	Famous	7	meg/f099.bmp
