onset	duration	label	channels
n/a	n/a	chan_manual	["EEG025","EEG026","EEG042","EEG048","EEG049","EEG059","EEG060","EEG097","EEG098","EEG101","EEG102","EEG106","EEG107","EEG125","EEG126","EEG127","EEG128"]
n/a	n/a	chan_ch_sd	["EEG042"]
n/a	n/a	chan_bridge	["EEG025","EEG026","EEG048","EEG049","EEG059","EEG060","EEG097","EEG098","EEG101","EEG102","EEG106","EEG107","EEG125","EEG126","EEG127","EEG128"]
n/a	n/a	chan_rank	["EEG096"]
n/a	n/a	comp_manual	["ICA001","ICA041","ICA042","ICA043","ICA065","ICA082","ICA092","ICA103"]
n/a	n/a	comp_ic_rt	["ICA017","ICA027","ICA031","ICA033","ICA034","ICA035","ICA039","ICA046","ICA048","ICA070","ICA071","ICA072","ICA075","ICA079","ICA080","ICA083","ICA084","ICA091","ICA095","ICA097","ICA100","ICA104","ICA105","ICA108"]
n/a	n/a	comp_brain	["ICA002","ICA003","ICA004","ICA005","ICA006","ICA007","ICA008","ICA009","ICA010","ICA011","ICA012","ICA013","ICA014","ICA015","ICA016","ICA017","ICA018","ICA019","ICA020","ICA021","ICA022","ICA023","ICA024","ICA025","ICA026","ICA027","ICA029","ICA030","ICA032","ICA033","ICA036","ICA037","ICA039","ICA053"]
n/a	n/a	comp_muscle	["ICA041"]
n/a	n/a	comp_eye	["ICA001"]
n/a	n/a	comp_chan_noise	["ICA043","ICA082","ICA092","ICA103"]
n/a	n/a	comp_other	["ICA028","ICA031","ICA034","ICA035","ICA038","ICA040","ICA042","ICA044","ICA045","ICA046","ICA047","ICA048","ICA049","ICA050","ICA051","ICA052","ICA054","ICA055","ICA056","ICA057","ICA058","ICA059","ICA060","ICA061","ICA062","ICA063","ICA064","ICA065","ICA066","ICA067","ICA068","ICA069","ICA070","ICA071","ICA072","ICA073","ICA074","ICA075","ICA076","ICA077","ICA078","ICA079","ICA080","ICA081","ICA083","ICA084","ICA085","ICA086","ICA087","ICA088","ICA089","ICA090","ICA091","ICA093","ICA094","ICA095","ICA096","ICA097","ICA098","ICA099","ICA100","ICA101","ICA102","ICA104","ICA105","ICA106","ICA107","ICA108","ICA109","ICA110"]
0.0039062	25.8477	out_task	n/a
24.8477	8.0039	in_leadup_fhbc_onset	n/a
25.8516	270.5039	in_task_fhbc_onset	n/a
296.3555	58.75	out_task	n/a
354.1016	8.0039	in_leadup_fhbc_onset	n/a
355.1055	270.2539	in_task_fhbc_onset	n/a
625.3594	46.6914	out_task	n/a
671.043	8.0078	in_leadup_fhbc_onset	n/a
672.0508	270.7852	in_task_fhbc_onset	n/a
942.8359	53.8945	out_task	n/a
995.7227	8.0078	in_leadup_fhbc_onset	n/a
996.7305	269.4883	in_task_fhbc_onset	n/a
1266.2188	14.7852	out_task	n/a
