onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
0.0	1.5	failed stop	1	1	0.113	50	0.374	1	0
3.25	1.5	go	0	0	0.0	49	0.446	1	0
7.25	1.5	go	0	0	0.0	49	0.373	1	0
9.625	1.5	go	0	1	0.0	50	0.45299999999999996	1	0
12.125	1.5	go	0	0	0.0	49	0.385	1	0
14.5	1.5	go	0	1	0.0	50	0.337	1	0
19.0	1.5	successful stop	1	1	0.153	0	0.0	0	1
24.5	1.5	go	0	0	0.0	49	0.368	1	0
26.625	1.5	go	0	0	0.0	49	0.426	1	0
28.75	1.5	go	0	1	0.0	50	0.35700000000000004	1	0
31.75	1.5	go	0	0	0.0	49	0.42	1	0
34.5	1.5	failed stop	1	1	0.153	50	0.318	1	0
37.375	1.5	go	0	1	0.0	50	0.514	1	0
40.875	1.5	failed stop	1	1	0.113	50	0.31	1	0
46.0	1.5	go	0	0	0.0	49	0.35200000000000004	1	0
48.875	1.5	go	0	0	0.0	49	0.37200000000000005	1	0
51.25	1.5	go	0	1	0.0	50	0.349	1	0
53.375	1.5	go	0	1	0.0	50	0.32799999999999996	1	0
55.5	1.5	successful stop	1	0	0.153	0	0.0	0	1
57.75	1.5	go	0	0	0.0	49	0.424	1	0
60.5	1.5	go	0	1	0.0	50	0.657	1	0
64.0	1.5	successful stop	1	0	0.113	0	0.0	0	1
66.75	1.5	go	0	0	0.0	49	0.43799999999999994	1	0
69.125	1.5	go	0	1	0.0	50	0.34299999999999997	1	0
71.125	1.5	go	0	0	0.0	49	0.35100000000000003	1	0
73.375	1.5	successful stop	1	0	0.153	0	0.0	0	1
75.375	1.5	go	0	1	0.0	50	0.324	1	0
78.125	1.5	go	0	1	0.0	50	0.446	1	0
80.625	1.5	failed stop	1	0	0.193	49	0.266	1	0
82.875	1.5	go	0	1	0.0	50	0.415	1	0
87.375	1.5	go	0	1	0.0	50	0.418	1	0
90.0	1.5	go	0	0	0.0	49	0.401	1	0
92.5	1.5	go	0	0	0.0	49	0.38799999999999996	1	0
95.0	1.5	go	0	1	0.0	50	0.32799999999999996	1	0
97.0	1.5	go	0	0	0.0	49	0.43200000000000005	1	0
99.625	1.5	successful stop	1	1	0.113	0	0.0	0	1
104.375	1.5	go	0	0	0.0	49	0.375	1	0
107.0	1.5	go	0	1	0.0	50	0.366	1	0
109.625	1.5	failed stop	1	1	0.193	50	0.389	1	0
112.375	1.5	go	0	0	0.0	49	0.318	1	0
115.25	1.5	go	0	0	0.0	49	0.642	1	0
118.0	1.5	failed stop	1	1	0.193	50	0.34	1	0
121.625	1.5	go	0	1	0.0	50	0.37799999999999995	1	0
123.625	1.5	go	0	0	0.0	49	0.6579999999999999	1	0
125.75	1.5	go	0	0	0.0	49	0.405	1	0
128.5	1.5	go	0	0	0.0	49	0.39	1	0
130.625	1.5	go	0	1	0.0	50	0.409	1	0
133.375	1.5	failed stop	1	1	0.113	50	0.29100000000000004	1	0
135.875	1.5	go	0	1	0.0	50	0.518	1	0
138.5	1.5	go	0	0	0.0	49	0.5329999999999999	1	0
142.375	1.5	go	0	0	0.0	49	0.41700000000000004	1	0
144.375	1.5	successful stop	1	1	0.073	0	0.0	0	1
147.625	1.5	successful stop	1	1	0.073	0	0.0	0	1
149.875	1.5	go	0	0	0.0	49	0.364	1	0
152.0	1.5	go	0	0	0.0	49	0.39	1	0
155.5	1.5	go	0	1	0.0	50	0.354	1	0
158.0	1.5	go	0	1	0.0	50	0.382	1	0
162.125	1.5	go	0	0	0.0	49	0.455	1	0
165.75	1.5	successful stop	1	1	0.193	0	0.0	0	1
168.0	1.5	go	0	0	0.0	49	0.324	1	0
170.5	1.5	failed stop	1	1	0.153	50	0.35200000000000004	1	0
173.0	1.5	go	0	0	0.0	49	0.32299999999999995	1	0
175.875	1.5	go	0	1	0.0	50	0.632	1	0
178.0	1.5	go	0	0	0.0	49	0.325	1	0
181.875	1.5	go	0	1	0.0	50	0.294	1	0
185.125	1.5	failed stop	1	0	0.113	49	0.324	1	0
190.5	1.5	go	0	1	0.0	50	0.37200000000000005	1	0
192.75	1.5	go	0	0	0.0	49	0.5770000000000001	1	0
195.375	1.5	go	0	1	0.0	50	0.35200000000000004	1	0
198.25	1.5	go	0	1	0.0	50	0.5329999999999999	1	0
200.5	1.5	go	0	0	0.0	49	0.282	1	0
202.75	1.5	successful stop	1	0	0.193	0	0.0	0	1
204.75	1.5	successful stop	1	0	0.193	0	0.0	0	1
206.875	1.5	go	0	1	0.0	50	0.34600000000000003	1	0
209.0	1.5	go	0	0	0.0	49	0.33299999999999996	1	0
212.0	1.5	go	0	1	0.0	50	0.324	1	0
214.0	1.5	go	0	0	0.0	49	0.452	1	0
216.875	1.5	go	0	1	0.0	50	0.36	1	0
219.5	1.5	go	0	1	0.0	50	0.48700000000000004	1	0
223.5	1.5	successful stop	1	0	0.073	0	0.0	0	1
226.0	1.5	failed stop	1	1	0.153	50	0.34600000000000003	1	0
228.375	1.5	go	0	1	0.0	50	0.442	1	0
231.375	1.5	go	0	0	0.0	49	0.5539999999999999	1	0
234.125	1.5	go	0	0	0.0	49	0.42	1	0
236.75	1.5	go	0	0	0.0	49	0.402	1	0
238.875	1.5	go	0	0	0.0	49	0.325	1	0
242.875	1.5	failed stop	1	1	0.193	50	0.364	1	0
246.375	1.5	go	0	1	0.0	50	0.52	1	0
248.875	1.5	go	0	1	0.0	50	0.364	1	0
251.875	1.5	go	0	0	0.0	49	0.42700000000000005	1	0
255.125	1.5	failed stop	1	1	0.073	50	0.32799999999999996	1	0
258.5	1.5	go	0	0	0.0	49	0.433	1	0
263.0	1.5	failed stop	1	1	0.153	50	0.39399999999999996	1	0
265.375	1.5	go	0	0	0.0	49	0.381	1	0
267.5	1.5	go	0	1	0.0	50	0.423	1	0
271.25	1.5	go	0	0	0.0	49	0.41600000000000004	1	0
273.25	1.5	go	0	0	0.0	49	0.44	1	0
275.625	1.5	go	0	0	0.0	49	0.401	1	0
280.375	1.5	successful stop	1	1	0.153	0	0.0	0	1
282.875	1.5	go	0	1	0.0	50	0.5329999999999999	1	0
285.0	1.5	successful stop	1	1	0.073	0	0.0	0	1
287.875	1.5	go	0	0	0.0	49	0.517	1	0
290.0	1.5	go	0	0	0.0	49	0.319	1	0
292.25	1.5	go	0	1	0.0	50	0.413	1	0
295.625	1.5	go	0	0	0.0	49	0.373	1	0
297.75	1.5	go	0	1	0.0	50	0.44799999999999995	1	0
300.125	1.5	go	0	0	0.0	49	0.32799999999999996	1	0
302.125	1.5	successful stop	1	1	0.073	0	0.0	0	1
304.875	1.5	go	0	1	0.0	50	0.45	1	0
307.875	1.5	go	0	0	0.0	49	0.369	1	0
311.625	1.5	failed stop	1	1	0.193	50	0.29100000000000004	1	0
313.625	1.5	go	0	0	0.0	49	0.36200000000000004	1	0
315.875	1.5	go	0	1	0.0	50	0.6559999999999999	1	0
318.25	1.5	go	0	0	0.0	49	0.297	1	0
322.75	1.5	successful stop	1	0	0.113	0	0.0	0	1
325.0	1.5	go	0	1	0.0	50	0.441	1	0
328.0	1.5	go	0	1	0.0	50	0.32899999999999996	1	0
331.875	1.5	go	0	1	0.0	50	0.45299999999999996	1	0
