onset	duration	event_sample	trial_type	event_value	stim_file
23.9691	0	26366	Famous	5	f140.bmp
27.1773	0	29895	Famous	6	f140.bmp
30.3845	0	33423	Scrambled	17	s064.bmp
33.5418	0	36896	Scrambled	18	s064.bmp
36.7155	0	40387	Scrambled	17	s092.bmp
39.8727	0	43860	Scrambled	18	s092.bmp
43.03	0	47333	Unfamiliar	13	u041.bmp
46.1873	0	50806	Unfamiliar	14	u041.bmp
49.4282	0	54371	Unfamiliar	13	u099.bmp
52.7027	0	57973	Unfamiliar	13	u031.bmp
55.8764	0	61464	Famous	5	f071.bmp
58.9	0	64790	Famous	5	f018.bmp
62.1573	0	68373	Famous	6	f018.bmp
65.4655	0	72012	Unfamiliar	13	u035.bmp
68.7564	0	75632	Unfamiliar	14	u035.bmp
71.98	0	79178	Unfamiliar	13	u039.bmp
75.2709	0	82798	Unfamiliar	15	u099.bmp
78.5618	0	86418	Scrambled	17	s013.bmp
81.7691	0	89946	Scrambled	18	s013.bmp
85.06	0	93566	Unfamiliar	15	u031.bmp
88.1173	0	96929	Famous	5	f079.bmp
91.3082	0	100439	Famous	7	f071.bmp
94.5155	0	103967	Unfamiliar	13	u045.bmp
97.6391	0	107403	Scrambled	17	s112.bmp
100.83	0	110913	Unfamiliar	13	u087.bmp
104.004	0	114404	Unfamiliar	15	u039.bmp
107.128	0	117841	Famous	5	f008.bmp
110.369	0	121406	Famous	6	f008.bmp
113.493	0	124842	Famous	5	f129.bmp
116.716	0	128388	Famous	6	f129.bmp
119.79	0	131769	Famous	7	f079.bmp
122.948	0	135243	Famous	5	f088.bmp
126.038	0	138642	Unfamiliar	15	u045.bmp
129.179	0	142097	Unfamiliar	13	u085.bmp
132.336	0	145570	Scrambled	19	s112.bmp
135.51	0	149061	Unfamiliar	13	u027.bmp
138.734	0	152607	Unfamiliar	15	u087.bmp
141.992	0	156191	Famous	5	f050.bmp
145.115	0	159627	Famous	6	f050.bmp
148.239	0	163063	Unfamiliar	13	u129.bmp
151.514	0	166665	Scrambled	17	s117.bmp
154.604	0	170064	Famous	7	f088.bmp
157.778	0	173556	Famous	5	f021.bmp
160.918	0	177010	Famous	6	f021.bmp
164.26	0	180686	Unfamiliar	15	u085.bmp
167.601	0	184361	Unfamiliar	13	u088.bmp
170.675	0	187742	Unfamiliar	14	u088.bmp
173.832	0	191215	Unfamiliar	15	u027.bmp
177.039	0	194743	Scrambled	17	s037.bmp
180.28	0	198308	Famous	5	f060.bmp
183.37	0	201707	Unfamiliar	15	u129.bmp
186.645	0	205309	Famous	5	f019.bmp
189.768	0	208745	Famous	6	f019.bmp
192.993	0	212292	Scrambled	19	s117.bmp
196.083	0	215691	Unfamiliar	13	u060.bmp
199.257	0	219183	Scrambled	17	s065.bmp
202.447	0	222692	Scrambled	18	s065.bmp
205.705	0	226276	Scrambled	17	s136.bmp
208.946	0	229841	Scrambled	19	s037.bmp
212.104	0	233314	Famous	5	f094.bmp
215.094	0	236603	Famous	6	f094.bmp
218.1	0	239910	Famous	7	f060.bmp
221.225	0	243347	Unfamiliar	13	u018.bmp
224.515	0	246967	Unfamiliar	14	u018.bmp
227.756	0	250532	Scrambled	17	s034.bmp
230.78	0	253858	Unfamiliar	15	u060.bmp
233.87	0	257257	Scrambled	17	s110.bmp
237.127	0	260840	Famous	5	f122.bmp
240.302	0	264332	Scrambled	19	s136.bmp
243.292	0	267621	Famous	5	f007.bmp
246.633	0	271296	Famous	6	f007.bmp
