onset	duration	sample	type	value
12.3819423382657	0	12383	Markers	BASE-START
109.631489454753	0	109633	Markers	BASE-END
236.794897264737	0	236797	Markers	START-walkWarning , Sub-No.-24
236.815897166942	0	236818	Markers	Trial Start: No.0-angle:40-left-left-kongruent-yellow-FA:no
246.964849904065	0	246967	Markers	PAUSE
247.912845489324	0	247915	Markers	END-walkWarning
261.864780516257	0	261867	Markers	START-walkWarning , Sub-No.-24
261.867780502286	0	261870	Markers	Trial Start: No.0-angle:60-left-left-kongruent-yellow-FA:no
263.277773936057	0	263280	Markers	left
263.2787739314	0	263281	Markers	WARN-left
263.280773922087	0	263283	Markers	Start Vibro left
263.580772525017	0	263583	Markers	Stop Vibro left
263.779771598294	0	263782	Markers	Time between Warning and LED: 0.502
263.779771598294	0	263782	Markers	Stim-60-L-walkWarning-172-yellow--1-kongruent
264.270769311756	0	264273	Markers	WiimoteButtonB pressed
264.271769307099	0	264274	Markers	BUT-LEFT-ButtonB-Press
264.469768385033	0	264472	Markers	WiimoteButtonB released
265.331764370785	0	265334	Markers	Reaction: 0.492-left-yellow-correct
265.332764366128	0	265335	Markers	End-Trial-3.466
265.367764203137	0	265370	Markers	Trial Start: No.1-angle:40-left-left-kongruent-blue-FA:no
266.909757022197	0	266912	Markers	left
266.91075701754	0	266913	Markers	WARN-left
266.921756966314	0	266924	Markers	Start Vibro left
267.222755564587	0	267225	Markers	Stop Vibro left
267.412754679776	0	267415	Markers	Time between Warning and LED: 0.502
267.412754679776	0	267415	Markers	Stim-40-L-walkWarning-010-blue--1-kongruent
267.993751974117	0	267996	Markers	WiimoteButtonB pressed
267.994751969461	0	267997	Markers	BUT-LEFT-ButtonB-Press
268.135751312838	0	268138	Markers	WiimoteButtonB released
268.217750930972	0	268220	Markers	WiimoteButtonB pressed
268.218750926315	0	268221	Markers	BUT-LEFT-ButtonB-Press
268.373750204496	0	268376	Markers	WiimoteButtonB released
268.963747456925	0	268966	Markers	Reaction: 0.582-left-blue-correct
268.964747452268	0	268967	Markers	End-Trial-3.598
