onset	duration	trial_type	0	1	2	3
0.120	2.000	Spanish-English-Abstract-Novel	desesperaci�n	SEAn_07	1984	10
2.120	2.000	Spanish-English-Concrete-Novel	tortuga	SECn_07	1984	11
4.120	2.000	English-English-Abstract-Novel	empty	EEAn_07	3984	26
8.120	2.000	English-Spanish-Abstract-Novel	manner	ESAn_07	1984	48
10.120	2.000	Spanish-English-Abstract-Repeat	despair	SEAr_07	2984	10
13.120	2.000	Spanish-English-Concrete-Repeat	turtle	SECr_07	1984	11
15.120	2.000	Spanish-English-Abstract-Novel	tenencia	SEAn_08	4984	9
20.120	2.000	English-Spanish-Concrete-Novel	bandage	ESCn_07	3984	19
24.120	2.000	Spanish-English-Abstract-Repeat	tenure	SEAr_08	5984	9
30.120	2.000	English-English-Abstract-Repeat	empty	EEAr_07	4984	26
35.120	2.000	English-English-Concrete-Novel	ivory	EECn_07	3984	14
39.120	2.000	English-Spanish-Concrete-Repeat	venda	ESCr_07	4984	19
44.120	2.000	Spanish-English-Abstract-Novel	tregua	SEAn_09	2984	78
47.120	2.000	Spanish-Spanish-Concrete-Novel	calle	SSCn_07	1984	54
49.120	2.000	English-English-Concrete-Repeat	ivory	EECr_07	2984	14
52.120	2.000	Spanish-English-Concrete-Novel	vaca	SECn_08	3984	34
56.120	2.000	English-Spanish-Abstract-Repeat	modo	ESAr_07	4984	48
61.120	2.000	Spanish-Spanish-Abstract-Novel	travesura	SSAn_07	3984	23
65.120	2.000	English-English-Concrete-Novel	furniture	EECn_08	3984	64
69.120	2.000	English-Spanish-Abstract-Novel	harm	ESAn_08	2984	84
72.120	2.000	English-English-Abstract-Novel	patience	EEAn_08	7984	34
80.120	2.000	English-Spanish-Concrete-Novel	horn	ESCn_08	3984	30
84.120	2.000	Spanish-Spanish-Abstract-Repeat	travesura	SSAr_07	1984	23
86.120	2.000	Spanish-English-Concrete-Repeat	cow	SECr_08	2984	34
89.120	2.000	Spanish-English-Concrete-Novel	campe�n	SECn_09	11984	51
101.120	2.000	Spanish-Spanish-Concrete-Repeat	calle	SSCr_07	4984	54
106.120	2.000	English-English-Abstract-Repeat	patience	EEAr_08	3984	34
110.120	2.000	English-Spanish-Concrete-Repeat	cuerno	ESCr_08	3984	30
114.120	2.000	English-English-Abstract-Novel	bid	EEAn_09	3984	18
118.120	2.000	Spanish-Spanish-Abstract-Novel	culpa	SSAn_08	3984	20
122.120	2.000	Spanish-English-Abstract-Repeat	truce	SEAr_09	1984	78
