onset	duration	trial_type	0	1	2	3
0.120	2.000	Spanish-English-Abstract-Novel	crecimiento	SEAn_13	2984	39
3.120	2.000	Spanish-Spanish-Concrete-Novel	batalla	SSCn_13	9984	25
13.120	2.000	English-Spanish-Concrete-Novel	umbrella	ESCn_13	2984	69
16.120	2.000	English-English-Abstract-Novel	ghost	EEAn_13	2984	18
19.120	2.000	English-English-Concrete-Novel	nursery	EECn_13	3984	33
23.120	2.000	Spanish-Spanish-Abstract-Novel	finta	SSAn_13	1984	2
25.120	2.000	Spanish-Spanish-Abstract-Repeat	finta	SSAr_13	2984	2
28.120	2.000	Spanish-Spanish-Concrete-Repeat	batalla	SSCr_13	2984	25
31.120	2.000	Spanish-Spanish-Abstract-Novel	despido	SSAn_14	2984	98
34.120	2.000	English-English-Abstract-Repeat	ghost	EEAr_13	4984	18
39.120	2.000	Spanish-English-Abstract-Repeat	growth	SEAr_13	2984	39
42.120	2.000	English-Spanish-Abstract-Novel	greed	ESAn_13	1984	21
44.120	2.000	Spanish-Spanish-Concrete-Novel	abogado	SSCn_14	3984	4
48.120	2.000	Spanish-Spanish-Concrete-Repeat	abogado	SSCr_14	3984	4
52.120	2.000	English-English-Concrete-Repeat	nursery	EECr_13	3984	33
56.120	2.000	English-English-Concrete-Novel	copper	EECn_14	1984	20
58.120	2.000	English-English-Abstract-Novel	treaty	EEAn_14	4984	38
63.120	2.000	English-Spanish-Abstract-Repeat	codicia	ESAr_13	2984	21
66.120	2.000	Spanish-English-Concrete-Novel	jefe	SECn_13	5984	53
72.120	2.000	English-Spanish-Abstract-Novel	age	ESAn_14	3984	12
76.120	2.000	English-English-Concrete-Repeat	copper	EECr_14	5984	20
82.120	2.000	English-Spanish-Concrete-Repeat	paraguas	ESCr_13	1984	69
84.120	2.000	English-Spanish-Abstract-Repeat	edad	ESAr_14	7984	12
92.120	2.000	Spanish-Spanish-Concrete-Novel	cabeza	SSCn_15	1984	53
94.120	2.000	Spanish-English-Abstract-Novel	jerga	SEAn_14	1984	19
96.120	2.000	English-English-Abstract-Repeat	treaty	EEAr_14	2984	38
99.120	2.000	English-English-Concrete-Novel	snow	EECn_15	4984	5
104.120	2.000	English-English-Concrete-Repeat	snow	EECr_15	2984	5
107.120	2.000	English-Spanish-Abstract-Novel	event	ESAn_15	5984	41
113.120	2.000	Spanish-English-Abstract-Repeat	jargon	SEAr_14	5984	19
119.120	2.000	Spanish-English-Concrete-Repeat	boss	SECr_13	2984	53
122.120	2.000	Spanish-English-Concrete-Novel	piel	SECn_14	1984	10
124.120	2.000	English-Spanish-Concrete-Novel	butter	ESCn_14	4984	60
129.120	2.000	Spanish-Spanish-Abstract-Repeat	despido	SSAr_14	2984	98
132.120	2.000	Spanish-English-Concrete-Repeat	skin	SECr_14	2984	10
135.120	2.000	Spanish-English-Concrete-Novel	semilla	SECn_15	6984	16
142.120	2.000	English-English-Abstract-Novel	oath	EEAn_15	2984	25
145.120	2.000	Spanish-Spanish-Concrete-Repeat	cabeza	SSCr_15	2984	53
148.120	2.000	English-Spanish-Abstract-Repeat	suceso	ESAr_15	2984	41
151.120	2.000	Spanish-English-Concrete-Repeat	seed	SECr_15	4984	16
156.120	2.000	Spanish-Spanish-Abstract-Novel	molestia	SSAn_15	2984	20
159.120	2.000	English-Spanish-Abstract-Novel	forecast	ESAn_16	1984	28
161.120	2.000	Spanish-English-Concrete-Novel	pasillo	SECn_16	2984	149
164.120	2.000	English-English-Concrete-Novel	chin	EECn_16	2984	10
167.120	2.000	English-English-Abstract-Repeat	oath	EEAr_15	4984	25
172.120	2.000	English-English-Abstract-Novel	strength	EEAn_16	1984	20
174.120	2.000	English-English-Concrete-Repeat	chin	EECr_16	1984	10
176.120	2.000	Spanish-Spanish-Abstract-Repeat	molestia	SSAr_15	7984	20
184.120	2.000	English-Spanish-Concrete-Repeat	mantequilla	ESCr_14	2984	60
187.120	2.000	English-Spanish-Abstract-Repeat	pron�stico	ESAr_16	1984	28
189.120	2.000	Spanish-English-Abstract-Novel	desaf�o	SEAn_15	2984	6
192.120	2.000	English-English-Abstract-Repeat	strength	EEAr_16	2984	20
195.120	2.000	Spanish-English-Abstract-Repeat	challenge	SEAr_15	6984	6
202.120	2.000	English-Spanish-Concrete-Novel	blister	ESCn_15	1984	16
204.120	2.000	English-English-Concrete-Novel	onion	EECn_17	4984	32
209.120	2.000	Spanish-Spanish-Concrete-Novel	oruga	SSCn_16	2984	38
212.120	2.000	Spanish-Spanish-Abstract-Novel	misericordia	SSAn_16	5984	40
218.120	2.000	English-Spanish-Concrete-Repeat	ampolla	ESCr_15	5984	16
224.120	2.000	Spanish-English-Abstract-Novel	fingimiento	SEAn_16	11984	47
236.120	2.000	English-English-Concrete-Repeat	onion	EECr_17	1984	32
238.120	2.000	English-Spanish-Abstract-Novel	subtraction	ESAn_17	1984	20
240.120	2.000	English-English-Concrete-Novel	clothing	EECn_18	1984	129
242.120	2.000	English-English-Abstract-Novel	work	EEAn_17	4984	18
247.120	2.000	Spanish-Spanish-Concrete-Repeat	oruga	SSCr_16	4984	38
252.120	2.000	Spanish-Spanish-Abstract-Repeat	misericordia	SSAr_16	5984	40
258.120	2.000	English-Spanish-Abstract-Repeat	resta	ESAr_17	1984	20
260.120	2.000	English-English-Abstract-Repeat	work	EEAr_17	10984	18
271.120	2.000	Spanish-English-Abstract-Repeat	pretence	SEAr_16	5984	47
277.120	2.000	English-Spanish-Abstract-Novel	balance	ESAn_18	4984	31
282.120	2.000	Spanish-Spanish-Abstract-Novel	ventaja	SSAn_17	3984	11
286.120	2.000	English-Spanish-Concrete-Novel	money	ESCn_16	4984	53
291.120	2.000	Spanish-English-Abstract-Novel	verg�enza	SEAn_17	1984	51
293.120	2.000	Spanish-Spanish-Abstract-Repeat	ventaja	SSAr_17	7984	11
301.120	2.000	Spanish-Spanish-Concrete-Novel	langosta	SSCn_17	1984	2
303.120	2.000	Spanish-Spanish-Concrete-Repeat	langosta	SSCr_17	4984	2
308.120	2.000	English-Spanish-Abstract-Repeat	equilibrio	ESAr_18	1984	31
310.120	2.000	Spanish-English-Concrete-Repeat	corridor	SECr_16	5984	149
316.120	2.000	Spanish-English-Concrete-Novel	escoba	SECn_17	4984	15
321.120	2.000	Spanish-Spanish-Concrete-Novel	pasajero	SSCn_18	3984	4
325.120	2.000	Spanish-Spanish-Concrete-Repeat	pasajero	SSCr_18	5984	4
331.120	2.000	Spanish-English-Concrete-Repeat	broom	SECr_17	3984	15
335.120	2.000	English-English-Abstract-Novel	blessing	EEAn_18	3984	26
339.120	2.000	English-Spanish-Concrete-Repeat	dinero	ESCr_16	2984	53
342.120	2.000	Spanish-English-Abstract-Repeat	shame	SEAr_17	3984	51
346.120	2.000	Spanish-Spanish-Abstract-Novel	desarollo	SSAn_18	1984	5
348.120	2.000	English-Spanish-Concrete-Novel	library	ESCn_17	2984	7
351.120	2.000	Spanish-Spanish-Abstract-Repeat	desarollo	SSAr_18	3984	5
355.120	2.000	English-Spanish-Concrete-Repeat	biblioteca	ESCr_17	2984	7
358.120	2.000	Spanish-English-Abstract-Novel	presupuesto	SEAn_18	2984	28
361.120	2.000	English-English-Abstract-Repeat	blessing	EEAr_18	7984	26
369.120	2.000	English-English-Concrete-Repeat	clothing	EECr_18	4984	129
374.120	2.000	English-Spanish-Concrete-Novel	molasses	ESCn_18	11984	18
386.120	2.000	Spanish-English-Abstract-Repeat	budget	SEAr_18	2984	28
389.120	2.000	Spanish-English-Concrete-Novel	zapato	SECn_18	2984	7
392.120	2.000	English-Spanish-Concrete-Repeat	melaza	ESCr_18	3984	18
396.120	2.000	Spanish-English-Concrete-Repeat	shoe	SECr_18	3984	7
