name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	51.31569571	47.95661545	124.8647053	n/a	n/a	n/a
Rx1	detector	38.08857576	69.81812277	106.3567225	n/a	n/a	n/a
Rx4	detector	30.60164009	21.62614769	150.8467999	n/a	n/a	n/a
Rx3	detector	-2.62470977	48.47229946	146.1469565	n/a	n/a	n/a
Rx6	detector	-46.89943712	78.05200431	92.09201745	n/a	n/a	n/a
Rx5	detector	67.01958677	71.20420782	60.51436363	n/a	n/a	n/a
Rx8	detector	-60.28763883	51.12860913	125.0668553	n/a	n/a	n/a
Rx7	detector	40.56058677	81.63603239	77.29235856	n/a	n/a	n/a
Rx9	detector	79.38564777	-60.96648819	59.49648227	n/a	n/a	n/a
Rx11	detector	50.44954771	-74.16004833	80.09970831	n/a	n/a	n/a
Rx10	detector	-38.26441408	-75.33352344	92.57880111	n/a	n/a	n/a
Rx12	detector	-55.32281394	-49.79609908	124.6503143	n/a	n/a	n/a
Tx1a	source	61.41913506	46.78322734	120.4665748	n/a	n/a	n/a
Tx4	source	53.83931068	21.0353839	138.5346803	n/a	n/a	n/a
Tx1b	source	46.48095317	68.9545381	103.0993638	n/a	n/a	n/a
Tx3	source	27.46486341	50.8785973	138.5631643	n/a	n/a	n/a
Tx1c	source	31.13693744	10.86905078	151.3615183	n/a	n/a	n/a
Tx2	source	12.37950963	72.00846894	119.0741298	n/a	n/a	n/a
Tx5	source	6.277888775	17.98208083	155.9391292	n/a	n/a	n/a
Tx1d	source	-11.88655624	45.81915832	147.7474425	n/a	n/a	n/a
Tx6a	source	-42.41203338	80.32162997	86.26706634	n/a	n/a	n/a
Tx9	source	-71.29967119	61.69450501	98.66366037	n/a	n/a	n/a
Tx6b	source	74.31295906	66.08174109	54.42653181	n/a	n/a	n/a
Tx8	source	38.33411069	83.53024424	47.01309065	n/a	n/a	n/a
Tx6c	source	-61.13635873	42.55491797	129.5976242	n/a	n/a	n/a
Tx7	source	67.51220439	68.01888724	87.4475692	n/a	n/a	n/a
Tx10	source	-34.36971692	67.93355595	122.3709098	n/a	n/a	n/a
Tx6d	source	32.64838952	81.2188236	82.97966072	n/a	n/a	n/a
Tx12	source	51.31654591	-77.03702433	50.9413694	n/a	n/a	n/a
Tx13	source	74.68239913	-57.13277966	92.13478387	n/a	n/a	n/a
Tx14	source	-66.39106305	-58.63098218	99.18044366	n/a	n/a	n/a
Tx15	source	-25.0031503	-65.30825198	120.8827046	n/a	n/a	n/a
Tx11a	source	85.26162828	-56.24004524	55.31723013	n/a	n/a	n/a
Tx11b	source	-33.79457613	-76.40395771	82.2970698	n/a	n/a	n/a
Tx11c	source	40.97790569	-75.11676266	84.17707076	n/a	n/a	n/a
Tx11d	source	-55.88650544	-42.69632264	130.7242297	n/a	n/a	n/a
