name	x	y	z
g1	11.195	88.93	-18.862
g2	12.688	88.647	6.519
g3	11.503	89.915	33.692
g4	16.267	87.901	61.201
g5	37.797	82.328	-22.574
g6	36.002	84.077	2.298
g7	36.187	84.93	30.196
g8	45.709	82.542	54.951
g9	59.486	75.53	-2.597
g10	70.562	61.422	27.615
g11	75.317	69.134	50.023
g12	94.103	46.781	29.062
g13	101.328	43.536	50.744
g14	106.318	16.625	16.072
g15	112.379	17.794	49.065
g16	74.685	40.852	-38.629
g17	113.682	-14.334	44.023
g18	105.892	-11.823	18.671
g19	106.657	-39.297	40.829
g20	96.808	-36.965	18.117
g21	83.9	-65.005	36.727
g22	77.273	-56.523	19.026
g23	64.721	-63.31	-19.281
g24	54.644	-79.279	35.11
g25	43.294	-77.621	9.667
g26	42.468	-71.432	-17.699
g27	47.906	-62.748	-44.393
g28	25.071	-86.271	38.793
g29	18.676	-83.674	13.315
g30	22.677	-77.328	-15.24
g31	20.331	-69.487	-40.946
g32	78.16	-23.308	-42.244
y1	8.47	83.06	88.694
y2	28.975	67.327	109.693
y3	15.703	45.668	132.321
y4	1.434	13.305	147.153
y5	34.858	79.575	82.344
y6	53.102	56.063	105.945
y7	39.376	39.221	127.452
y8	30.358	15.857	140.514
y9	62.199	67.797	80.063
y10	85.379	50.05	79.165
y11	72.384	41.239	105.365
y12	61.111	20.197	124.233
y13	100.745	27.175	77.97
y14	89.47	11.908	103.315
y15	108.621	-2.215	74.693
y16	71.039	-5.817	121.781
y17	91.276	-22.598	99.111
y18	102.728	-35.546	70.25
y19	46.126	-7.698	136.328
y20	61.55	-35.816	119.025
y21	77.948	-50.637	93.275
y22	87.069	-58.415	67.586
y23	65.58	-75.352	63.783
y24	32.145	-35.201	134.184
y25	44.3	-54.126	115.387
y26	56.388	-67.141	92.189
y27	41.305	-84.77	64.861
y28	-12.702	-9.725	146.998
y29	3.82	-36.153	141.526
y30	19.329	-62.593	119.275
y31	31.866	-78.32	92.187
y32	15.088	-88.852	66.584
r1	-30.963	84.782	43.107
r2	-12.937	85.706	64.16
r3	-36.491	78.205	70.238
r4	-61.577	64.167	76.608
r5	-76.257	45.079	80.903
r6	-18.837	77.224	93.409
r7	-42.425	65.576	99.706
r8	-61.567	48.297	102.302
r9	-76.503	21.097	101.834
r10	-0.449	67.287	116.586
r11	-27.784	56.351	120.709
r12	-47.832	40.199	123.082
r13	-60.231	7.355	123.818
r14	-9.039	41.596	136.769
r15	-29.468	17.871	140.899
r16	-39.167	-10.102	138.652
r17	-27.719	-37.845	136.012
r18	-7.305	-56.27	130.746
r19	-59.68	-19.323	121.616
r20	-42.846	-52.867	117.247
r21	-24.23	-68.901	110.676
r22	4.259	-78.007	102.634
r23	-76.919	-5.728	104.082
r24	-72.21	-32.778	98.108
r25	-57.037	-58.737	92.753
r26	-35.933	-75.788	84.647
r27	-12.275	-84.895	74.892
r28	-71.963	-53.328	72.147
r29	-54.583	-69.279	64.484
r30	-33.587	-78.779	56.134
r31	-5.588	-86.622	45.887
r32	-18.745	-82.977	27.596
w1	-39.833	76.733	-4.198
w2	-60.066	66.094	4.108
w3	-76.528	49.2	10.055
w4	-88.91	23.727	8.759
w5	-39.704	82.845	22.859
w6	-53.437	73.157	28.329
w7	-70.046	59.123	30.052
w8	-87.14	38.215	30.338
w9	-92.832	19.176	27.472
w10	-49.468	74.753	51.973
w11	-66.737	62.465	54.33
w12	-81.36	46.753	56.085
w13	-94.059	19.134	57.114
w14	-87.496	18.033	84.161
w15	-88.85	-8.212	78.358
w16	-83.212	-33.518	75.375
w17	-94.169	-7.186	53.331
w18	-87.38	-31.9	49.536
w19	-75.032	-51.841	45.366
w20	-59.297	-65.584	38.777
w21	-40.226	-75.345	32.787
w22	-94.977	0.395	30.535
w23	-90.641	-19.233	29.13
w24	-82.445	-38.932	22.395
w25	-66.947	-56.854	18.521
w26	-49.477	-69.247	10.339
w27	-38.206	-78.984	2.962
w28	-93.531	-1.297	8.279
w29	-86.347	-26.219	6.15
w30	-70.704	-47.74	-0.905
w31	-58.06	-59.472	-10.846
w32	-37.655	-72.45	-24.419
n1	-23.24	67.742	-74.735
n2	-43.033	71.567	-47.353
n3	-71.192	57.831	-23.416
n4	-91.112	27.429	-11.927
n5	-93.392	-5.118	-14.405
n6	-75.262	-32.843	-28.12
n7	-50.487	-48.031	-51.043
n8	-26.693	-40.851	-78.005
n9	-46.654	72.629	-68.766
n10	-68.279	66.651	-41.727
n11	-89.156	46.875	-27.203
n12	-103.512	10.071	-23.676
n13	-94.015	-22.255	-33.514
n14	-75.71	-41.157	-46.222
n15	-46.059	-46.187	-75.358
n16	-64.403	74.743	-67.538
n17	-93.913	57.809	-42.281
n18	-110.015	27.294	-35.316
n19	-112.292	-7.814	-38.946
n20	-91.956	-35.606	-52.771
n21	-67.604	-50.71	-75.844
n22	-70.447	75.738	-83.311
n23	-92.233	74.655	-61.143
n24	-112.572	48.369	-48.028
n25	-123.653	6.425	-49.529
n26	-115.08	-24.575	-57.704
n27	-95.156	-48.536	-68.991
n28	-65.995	-47.764	-96.301
n32	18.414	-5.778	144.943
