name	x	y	z
EEG001	-0.0473836	-0.0717614	0.00397703
EEG002	0.000563037	0.100753	0.0488045
EEG003	0.0395814	-0.0728356	-0.00347357
EEG004	-0.0503817	0.0778638	0.0411898
EEG005	-0.0298595	0.0847923	0.0680646
EEG006	0.00351461	0.0858908	0.0803256
EEG007	0.0339783	0.0820278	0.068894
EEG008	0.051806	0.0771597	0.0403646
EEG009	-0.0633276	0.0591623	0.03927
EEG010	-0.0544034	0.0609615	0.061194
EEG011	-0.0404892	0.0612927	0.0818239
EEG012	-0.0194704	0.0597129	0.0962573
EEG013	0.00241248	0.0599718	0.101522
EEG014	0.0273746	0.0525265	0.0974108
EEG015	0.0462426	0.0544433	0.0818672
EEG016	0.0582836	0.0550564	0.0607202
EEG017	0.0675161	0.0519165	0.0363194
EEG018	-0.0718973	0.0301243	0.0080608
EEG019	-0.0728559	0.0321087	0.0369889
EEG020	-0.064888	0.0321313	0.0664554
EEG021	-0.0489209	0.0296739	0.089948
EEG022	-0.0270238	0.0281494	0.104721
EEG023	0.00317473	0.0207856	0.112764
EEG024	0.0305829	0.0191875	0.103955
EEG025	0.0539584	0.0212785	0.0866983
EEG026	0.0697596	0.024282	0.0597942
EEG027	0.0755995	0.0245037	0.0350435
EEG028	0.070795	0.0295889	0.00479113
EEG029	-0.0725013	0.0125098	0.00759107
EEG030	-0.0758399	0.00173479	0.0356558
EEG031	-0.0699661	3.6001e-05	0.0686629
EEG032	-0.0565264	-0.00358084	0.0930911
EEG033	-0.0243538	-0.00541037	0.10701
EEG034	0.00259206	-0.0124136	0.116005
EEG035	0.0310905	-0.0117748	0.106562
EEG036	0.0557767	-0.00951073	0.0896904
EEG037	0.0711163	-0.0059182	0.0605765
EEG038	0.0765636	-0.00120082	0.028964
EEG039	0.0733773	0.010961	0.00206987
EEG040	-0.0727312	-0.0294704	0.00220597
EEG041	-0.072146	-0.0282514	0.0335559
EEG042	-0.0646828	-0.0295526	0.0649539
EEG043	-0.0503157	-0.0318832	0.0895093
EEG044	-0.0279242	-0.0382197	0.10286
EEG045	0.00384138	-0.0449618	0.106897
EEG046	0.0309845	-0.0419697	0.0980743
EEG047	0.0537179	-0.0387551	0.0818623
EEG048	0.0647703	-0.0336508	0.0573948
EEG049	0.0693399	-0.0338922	0.0242709
EEG050	0.0698082	-0.0326715	-0.00459859
EEG051	-0.0615688	-0.0530924	0.00232811
EEG052	-0.0624633	-0.0535521	0.0351396
EEG053	-0.0544812	-0.0555929	0.057658
EEG054	-0.0405457	-0.0594905	0.0753962
EEG055	-0.0214694	-0.0613258	0.0891867
EEG056	0.00183464	-0.0657063	0.085733
EEG057	0.0254607	-0.0626328	0.0820985
EEG058	0.0416749	-0.0623483	0.068997
EEG059	0.0543697	-0.0574718	0.047376
EEG060	0.0591151	-0.0553107	0.0258362
EEG065	0.0567468	-0.0536089	-0.00197197
EEG066	-0.0464634	-0.0724229	0.0342865
EEG067	-0.0288802	-0.0761938	0.0574249
EEG068	0.000968819	-0.0798611	0.0579104
EEG069	0.0286989	-0.0792778	0.049857
EEG070	0.0416559	-0.0750496	0.0265477
EEG071	-0.0267421	-0.0833198	0.0337255
EEG072	-0.00112731	-0.0881692	0.0297952
EEG073	0.0255834	-0.0855936	0.0271486
EEG074	-0.00283771	-0.0862051	-0.00379065
