onset	trial_type	eventcode
26083	unfamiliar_new	13
26947	response	0
29593	unfamiliar_second_early	14
30348	response	0
33250	famous_new	5
34284	response	0
36870	unfamiliar_new	13
37755	response	0
40343	unfamiliar_second_early	14
41328	response	0
43871	unfamiliar_new	13
45234	response	0
47473	unfamiliar_second_early	14
48279	response	0
51093	famous_new	5
51856	response	0
54529	scrambled_new	17
55384	response	0
58112	scrambled_second_early	18
58932	response	0
61622	famous_new	5
62539	response	0
65077	famous_second_late	7
66198	response	0
68531	unfamiliar_new	13
69538	response	0
72023	unfamiliar_second_early	14
72693	response	0
75643	unfamiliar_new	13
76563	response	0
79226	scrambled_new	17
79960	response	0
82717	famous_second_late	7
83488	response	0
86153	scrambled_new	17
87256	response	0
89626	scrambled_second_early	18
90394	response	0
93136	scrambled_new	17
94145	response	0
96591	scrambled_second_early	18
97344	response	0
100174	famous_second_late	7
100996	response	0
103647	famous_new	5
104477	response	0
107065	famous_new	5
107832	response	0
110648	unfamiliar_second_late	15
111579	response	0
114084	unfamiliar_new	13
115603	response	0
117686	unfamiliar_second_early	14
118571	response	0
121196	scrambled_second_late	19
122189	response	0
124779	unfamiliar_new	13
125671	response	0
128344	unfamiliar_second_early	14
129035	response	0
131835	famous_new	5
132629	response	0
135327	famous_new	5
136075	response	0
138745	famous_second_late	7
139524	response	0
142199	scrambled_new	17
143103	response	0
145764	scrambled_second_early	18
146477	response	0
149220	famous_second_late	7
150039	response	0
152747	scrambled_new	17
153527	response	0
156165	scrambled_second_early	18
156908	response	0
159601	famous_new	5
161324	response	0
163184	scrambled_new	17
164025	response	0
166731	famous_second_late	7
167608	response	0
170424	unfamiliar_new	13
171213	response	0
173750	famous_second_late	7
174502	response	0
177187	scrambled_new	17
177917	response	0
180623	scrambled_second_early	18
181270	response	0
183986	unfamiliar_new	13
184729	response	0
187569	scrambled_new	17
188384	response	0
191244	scrambled_second_early	18
191932	response	0
194790	famous_second_late	7
195541	response	0
198245	scrambled_new	17
199133	response	0
201736	scrambled_second_early	18
203609	response	0
205228	scrambled_second_late	19
206129	response	0
208609	scrambled_new	17
209426	response	0
211972	unfamiliar_second_late	15
212686	response	0
215573	famous_new	5
216355	response	0
219102	famous_second_early	6
219743	response	0
222593	famous_new	5
223531	response	0
226084	famous_second_early	6
226761	response	0
229447	unfamiliar_second_late	15
230283	response	0
232975	scrambled_new	17
233890	response	0
236393	famous_new	5
237265	response	0
239811	unfamiliar_new	13
240768	response	0
243431	scrambled_second_late	19
244094	response	0
246849	unfamiliar_new	13
247603	response	0
250414	unfamiliar_second_early	14
251297	response	0
253832	famous_new	5
254598	response	0
257452	unfamiliar_new	13
258307	response	0
260833	scrambled_second_late	19
261570	response	0
264379	famous_new	5
265279	response	0
267907	famous_second_early	6
268632	response	0
271270	famous_second_late	7
272283	response	0
274890	unfamiliar_new	13
275506	response	0
278308	unfamiliar_second_early	14
278817	response	0
281891	unfamiliar_second_late	15
283054	response	0
285438	unfamiliar_new	13
286282	response	0
288929	famous_new	5
290241	response	0
292402	famous_second_early	6
293074	response	0
295875	famous_second_late	7
296542	response	0
299422	unfamiliar_new	13
300357	response	0
302913	unfamiliar_second_early	14
303470	response	0
306368	unfamiliar_second_late	15
306969	response	0
309841	unfamiliar_new	13
310510	response	0
313240	scrambled_new	17
313916	response	0
316787	scrambled_second_early	18
317291	response	0
320296	famous_new	5
321036	response	0
323880	unfamiliar_second_late	15
324512	response	0
327279	unfamiliar_new	13
327926	response	0
330715	famous_new	5
331543	response	0
334335	scrambled_new	17
334949	response	0
337772	scrambled_second_early	18
338264	response	0
341061	unfamiliar_second_late	15
341760	response	0
344626	famous_new	5
345244	response	0
348246	scrambled_new	17
348854	response	0
351756	scrambled_second_early	18
352299	response	0
355137	famous_second_late	7
355741	response	0
358481	famous_new	5
359605	response	0
361917	unfamiliar_second_late	15
362567	response	0
365354	scrambled_new	17
366599	response	0
368716	famous_second_late	7
369394	response	0
372300	scrambled_new	17
373230	response	0
375791	scrambled_second_early	18
376452	response	0
379190	scrambled_new	17
381226	response	0
382608	famous_second_late	7
383221	response	0
386100	famous_new	5
386941	response	0
389628	unfamiliar_new	13
390365	response	0
393156	unfamiliar_second_early	14
394004	response	0
396592	famous_second_late	7
397655	response	0
400047	famous_new	5
400758	response	0
403685	famous_second_early	6
404322	response	0
407177	scrambled_second_late	19
408058	response	0
410797	famous_new	5
411507	response	0
414490	famous_second_early	6
414985	response	0
418055	famous_new	5
419003	response	0
421473	famous_second_early	6
422338	response	0
425038	scrambled_second_late	19
425891	response	0
428639	famous_new	5
429308	response	0
432076	famous_second_late	7
432804	response	0
435383	famous_new	5
436033	response	0
438875	unfamiliar_new	13
439486	response	0
442366	unfamiliar_second_early	14
442918	response	0
445674	scrambled_new	17
446924	response	0
449257	scrambled_second_early	18
449820	response	0
452767	unfamiliar_new	13
453676	response	0
456368	scrambled_new	17
457118	response	0
459933	scrambled_second_early	18
460510	response	0
463314	famous_second_late	7
463886	response	0
466842	unfamiliar_new	13
467674	response	0
470279	unfamiliar_second_early	14
470833	response	0
473733	famous_second_late	7
474354	response	0
477170	unfamiliar_new	13
478177	response	0
480514	unfamiliar_new	13
481146	response	0
484005	unfamiliar_second_early	14
484651	response	0
487680	scrambled_new	17
488395	response	0
491153	unfamiliar_second_late	15
491911	response	0
494645	unfamiliar_new	13
495326	response	0
497989	scrambled_new	17
498885	response	0
501407	scrambled_new	17
502006	response	0
504880	unfamiliar_second_late	15
505667	response	0
508445	scrambled_new	17
509053	response	0
512010	unfamiliar_new	13
512725	response	0
515391	unfamiliar_second_early	14
515859	response	0
518809	scrambled_second_late	19
519402	response	0
522245	famous_new	5
523030	response	0
525737	famous_second_early	6
526244	response	0
529136	unfamiliar_second_late	15
530308	response	0
532646	scrambled_new	17
533254	response	0
536119	scrambled_second_late	19
536669	response	0
