onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.998	.550	SCRAMBLED	17	4	.679	func/s136.bmp
3.225	.939	.468	SCRAMBLED	18	4	.510	func/s136.bmp
6.548	.930	.514	SCRAMBLED	17	4	.560	func/s138.bmp
9.805	.929	.560	SCRAMBLED	18	4	.528	func/s138.bmp
13.095	.923	.600	FAMOUS	5	4	.649	func/f142.bmp
16.269	.925	.476	FAMOUS	5	4	.694	func/f146.bmp
19.526	.889	.562	SCRAMBLED	17	4	.582	func/s142.bmp
22.617	.976	.424	UNFAMILIAR	13	4	.689	func/u137.bmp
25.941	.833	.577	UNFAMILIAR	14	4	.522	func/u137.bmp
29.081	.962	.548	UNFAMILIAR	13	4	.516	func/u142.bmp
31.787	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
52.299	.837	.479	UNFAMILIAR	13	4	.627	func/u134.bmp
55.34	.993	.434	FAMOUS	7	4	.486	func/f142.bmp
58.63	.911	.532	SCRAMBLED	17	4	.957	func/s139.bmp
61.887	.836	.577	SCRAMBLED	18	7	1.026	func/s139.bmp
64.944	.879	.463	FAMOUS	7	4	.531	func/f146.bmp
68.051	.956	.465	UNFAMILIAR	13	4	.697	func/u135.bmp
71.208	.919	.430	UNFAMILIAR	14	4	.538	func/u135.bmp
74.348	.988	.454	SCRAMBLED	19	4	.507	func/s142.bmp
77.605	.812	.493	UNFAMILIAR	13	4	.756	func/u131.bmp
80.712	.959	.520	FAMOUS	5	4	.558	func/f143.bmp
83.902	.967	.456	FAMOUS	6	4	.462	func/f143.bmp
87.16	.963	.520	UNFAMILIAR	15	4	.645	func/u142.bmp
90.433	.834	.541	SCRAMBLED	17	7	.850	func/s144.bmp
93.474	.995	.436	SCRAMBLED	18	7	.629	func/s144.bmp
96.814	.895	.571	UNFAMILIAR	15	4	.561	func/u134.bmp
99.921	.853	.444	SCRAMBLED	17	4	.935	func/s141.bmp
103.028	.911	.477	SCRAMBLED	17	7	.735	func/s145.bmp
106.168	.921	.454	SCRAMBLED	17	4	.862	func/s135.bmp
109.375	.948	.515	SCRAMBLED	18	4	.765	func/s135.bmp
112.583	.903	.500	UNFAMILIAR	15	4	.640	func/u131.bmp
115.222	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
135.818	.937	.568	FAMOUS	5	4	.616	func/f134.bmp
138.942	.988	.418	UNFAMILIAR	13	4	.606	func/u146.bmp
142.248	.876	.540	UNFAMILIAR	14	4	.442	func/u146.bmp
145.405	.841	.512	UNFAMILIAR	13	4	.627	func/u132.bmp
148.512	.801	.486	SCRAMBLED	19	4	.808	func/s141.bmp
151.502	.856	.424	UNFAMILIAR	13	4	.550	func/u145.bmp
154.642	.869	.508	SCRAMBLED	19	7	.740	func/s145.bmp
157.667	.968	.401	SCRAMBLED	17	4	.644	func/s143.bmp
160.973	.934	.571	FAMOUS	5	4	.625	func/f132.bmp
164.097	.943	.433	FAMOUS	6	4	.597	func/f132.bmp
167.371	.989	.553	FAMOUS	7	4	.834	func/f134.bmp
170.728	.826	.594	UNFAMILIAR	13	4	.554	func/u138.bmp
173.735	.952	.408	FAMOUS	5	4	.551	func/f140.bmp
176.858	.961	.405	FAMOUS	6	4	.532	func/f140.bmp
180.182	.886	.591	UNFAMILIAR	15	4	.687	func/u132.bmp
183.239	.806	.404	FAMOUS	5	7	.531	func/f135.bmp
186.246	.806	.420	FAMOUS	6	7	.541	func/f135.bmp
189.319	.817	.487	UNFAMILIAR	15	4	.560	func/u145.bmp
191.875	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
212.437	.818	.521	UNFAMILIAR	13	4	.556	func/u133.bmp
215.611	.858	.592	UNFAMILIAR	14	4	.524	func/u133.bmp
218.701	.866	.456	SCRAMBLED	19	4	.760	func/s143.bmp
221.925	.970	.592	SCRAMBLED	17	4	.844	func/s140.bmp
225.165	.879	.515	FAMOUS	5	4	.706	func/f144.bmp
228.356	.828	.539	UNFAMILIAR	15	4	.570	func/u138.bmp
231.479	.995	.446	SCRAMBLED	17	4	.831	func/s134.bmp
234.82	.961	.582	SCRAMBLED	17	4	.897	func/s132.bmp
238.094	.973	.540	SCRAMBLED	18	4	.821	func/s132.bmp
241.318	.930	.484	FAMOUS	5	7	1.147	func/f131.bmp
244.525	.801	.513	FAMOUS	6	4	.644	func/f131.bmp
247.548	.849	.463	FAMOUS	5	7	.823	func/f137.bmp
250.572	.895	.407	FAMOUS	6	7	.646	func/f137.bmp
253.678	.960	.436	SCRAMBLED	19	4	.651	func/s140.bmp
256.969	.931	.553	UNFAMILIAR	13	4	.675	func/u144.bmp
260.076	.910	.408	FAMOUS	7	4	.633	func/f144.bmp
263.316	.923	.554	SCRAMBLED	17	4	.884	func/s133.bmp
266.607	.880	.589	SCRAMBLED	19	4	.844	func/s134.bmp
269.23	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
289.742	.802	.483	FAMOUS	5	4	.620	func/f145.bmp
292.715	.839	.405	FAMOUS	6	4	.577	func/f145.bmp
295.889	.986	.560	SCRAMBLED	17	4	.839	func/s146.bmp
299.079	.876	.448	SCRAMBLED	18	4	.657	func/s146.bmp
302.303	.919	.582	UNFAMILIAR	13	4	.799	func/u136.bmp
305.477	.850	.486	UNFAMILIAR	14	4	.659	func/u136.bmp
308.55	.823	.461	UNFAMILIAR	13	4	.874	func/u140.bmp
311.557	.943	.411	UNFAMILIAR	14	4	.529	func/u140.bmp
314.847	.809	.579	UNFAMILIAR	15	4	.617	func/u144.bmp
317.938	.991	.517	UNFAMILIAR	13	4	.590	func/u139.bmp
321.245	.853	.538	UNFAMILIAR	14	4	.571	func/u139.bmp
324.285	.943	.407	SCRAMBLED	19	4	.943	func/s133.bmp
327.576	.810	.575	FAMOUS	5	4	.880	func/f141.bmp
330.632	.853	.478	FAMOUS	5	7	.886	func/f133.bmp
333.773	.928	.534	SCRAMBLED	17	4	1.526	func/s137.bmp
337.046	.851	.580	UNFAMILIAR	13	4	.712	func/u141.bmp
340.254	.839	.590	FAMOUS	5	4	.616	func/f136.bmp
343.36	.849	.492	FAMOUS	5	4	.745	func/f138.bmp
346.451	.828	.476	FAMOUS	7	4	.605	func/f141.bmp
349.023	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
369.502	.924	.437	SCRAMBLED	17	4	.979	func/s131.bmp
372.592	.932	.400	SCRAMBLED	18	4	.650	func/s131.bmp
375.715	.804	.432	FAMOUS	7	7	1.460	func/f133.bmp
378.722	.969	.428	UNFAMILIAR	13	7	.850	func/u143.bmp
382.029	.975	.575	UNFAMILIAR	14	7	.487	func/u143.bmp
385.221	.849	.451	SCRAMBLED	19	4	.715	func/s137.bmp
388.293	.822	.460	FAMOUS	5	7	.944	func/f139.bmp
391.3	.894	.406	FAMOUS	6	7	.493	func/f139.bmp
394.373	.921	.413	UNFAMILIAR	15	4	.559	func/u141.bmp
397.079	.012	0	n/a	999	0	0	func/Circle.bmp
