onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.965	.509	FAMOUS	5	4	.638	func/f086.bmp
3.274	.818	.547	FAMOUS	6	7	.631	func/f086.bmp
6.381	.931	.423	UNFAMILIAR	13	4	.576	func/u094.bmp
9.504	.836	.432	UNFAMILIAR	14	4	.505	func/u094.bmp
12.628	.860	.526	SCRAMBLED	17	7	.740	func/s086.bmp
15.801	.993	.537	FAMOUS	5	4	.704	func/f082.bmp
19.009	.946	.447	SCRAMBLED	17	4	.495	func/s093.bmp
22.216	.960	.490	SCRAMBLED	18	7	.826	func/s093.bmp
25.523	.933	.580	FAMOUS	5	4	.670	func/f093.bmp
28.196	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
48.708	.994	.477	FAMOUS	5	7	.755	func/f087.bmp
51.965	.817	.487	FAMOUS	6	7	.592	func/f087.bmp
55.072	.990	.520	SCRAMBLED	17	4	.666	func/s084.bmp
58.279	.876	.447	SCRAMBLED	19	7	1.035	func/s086.bmp
61.486	.933	.559	SCRAMBLED	17	4	.692	func/s091.bmp
64.676	.955	.491	SCRAMBLED	18	4	.756	func/s091.bmp
67.85	.872	.450	FAMOUS	7	4	.804	func/f082.bmp
71.04	.911	.537	SCRAMBLED	17	7	.819	func/s090.bmp
74.131	.806	.416	SCRAMBLED	18	7	.681	func/s090.bmp
77.154	.860	.448	UNFAMILIAR	13	4	.671	func/u096.bmp
80.361	.879	.576	FAMOUS	7	4	.763	func/f093.bmp
83.418	.970	.413	FAMOUS	5	7	.721	func/f088.bmp
86.692	.823	.534	UNFAMILIAR	13	7	.679	func/u089.bmp
89.866	.983	.572	SCRAMBLED	19	4	.634	func/s084.bmp
93.023	.842	.412	FAMOUS	5	4	.797	func/f084.bmp
96.196	.845	.559	FAMOUS	6	4	.914	func/f084.bmp
99.388	.820	.585	FAMOUS	5	7	.650	func/f085.bmp
102.51	.879	.540	FAMOUS	6	7	.692	func/f085.bmp
105.667	.814	.512	SCRAMBLED	17	4	.583	func/s097.bmp
108.675	.862	.434	UNFAMILIAR	15	7	.735	func/u096.bmp
111.28	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
131.859	.890	.548	SCRAMBLED	17	4	.691	func/s083.bmp
134.999	.831	.475	FAMOUS	7	7	.654	func/f088.bmp
