onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.878	.435	UNFAMILIAR	13	7	.761	func/u033.bmp
3.09	.900	.438	UNFAMILIAR	13	7	.677	func/u035.bmp
6.314	.823	.454	UNFAMILIAR	14	7	.568	func/u035.bmp
9.354	.955	.447	UNFAMILIAR	13	4	.571	func/u047.bmp
12.561	.975	.472	UNFAMILIAR	13	7	.635	func/u040.bmp
15.852	.879	.547	UNFAMILIAR	13	4	.666	func/u037.bmp
18.992	.954	.487	UNFAMILIAR	13	7	.625	func/u039.bmp
22.3	.938	.576	UNFAMILIAR	14	7	.592	func/u039.bmp
25.573	.915	.559	UNFAMILIAR	15	7	.696	func/u033.bmp
28.229	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
48.825	.881	.562	FAMOUS	5	4	.919	func/f038.bmp
51.932	.924	.464	FAMOUS	6	4	.562	func/f038.bmp
55.072	.819	.446	FAMOUS	5	7	.630	func/f046.bmp
58.129	.900	.470	UNFAMILIAR	15	4	.611	func/u047.bmp
61.269	.994	.469	SCRAMBLED	17	7	1.157	func/s042.bmp
64.56	.852	.524	UNFAMILIAR	15	7	.596	func/u040.bmp
67.734	.836	.552	UNFAMILIAR	13	4	.479	func/u038.bmp
70.807	.956	.480	UNFAMILIAR	15	7	.680	func/u037.bmp
74.114	.864	.575	FAMOUS	5	4	.801	func/f035.bmp
77.154	.817	.411	FAMOUS	6	4	.772	func/f035.bmp
80.245	.902	.507	FAMOUS	5	4	.723	func/f033.bmp
83.368	.817	.458	FAMOUS	6	4	.558	func/f033.bmp
86.408	.929	.466	SCRAMBLED	17	4	.705	func/s043.bmp
89.615	.838	.510	SCRAMBLED	18	4	.528	func/s043.bmp
92.772	.861	.539	FAMOUS	7	7	.756	func/f046.bmp
95.913	.903	.513	SCRAMBLED	17	4	.709	func/s037.bmp
99.02	.976	.449	SCRAMBLED	19	7	.799	func/s042.bmp
102.227	.827	.461	FAMOUS	5	7	.961	func/f044.bmp
105.3	.934	.479	FAMOUS	6	7	.584	func/f044.bmp
108.558	.992	.568	UNFAMILIAR	15	7	.694	func/u038.bmp
111.297	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
131.893	.998	.568	UNFAMILIAR	13	7	.719	func/u042.bmp
135.2	.813	.539	UNFAMILIAR	14	7	.600	func/u042.bmp
138.273	.856	.498	FAMOUS	5	4	.636	func/f034.bmp
141.447	.981	.536	FAMOUS	5	4	.679	func/f042.bmp
144.654	.937	.467	SCRAMBLED	17	7	.806	func/s046.bmp
147.928	.972	.555	SCRAMBLED	19	4	.719	func/s037.bmp
151.135	.876	.457	SCRAMBLED	17	7	.797	func/s034.bmp
154.242	.946	.465	SCRAMBLED	18	7	.960	func/s034.bmp
157.449	.979	.500	SCRAMBLED	17	4	.629	func/s039.bmp
160.757	.870	.568	UNFAMILIAR	13	7	.712	func/u044.bmp
163.913	.890	.501	UNFAMILIAR	14	7	.660	func/u044.bmp
167.171	.818	.586	FAMOUS	7	4	.550	func/f034.bmp
170.277	.898	.523	UNFAMILIAR	13	7	.673	func/u046.bmp
173.351	.930	.404	UNFAMILIAR	14	7	.566	func/u046.bmp
176.541	.818	.486	FAMOUS	7	4	.494	func/f042.bmp
179.531	.848	.407	FAMOUS	5	7	.853	func/f037.bmp
182.705	.891	.564	FAMOUS	6	7	.919	func/f037.bmp
185.962	.941	.587	SCRAMBLED	19	4	.608	func/s046.bmp
189.102	.806	.419	SCRAMBLED	17	4	.682	func/s038.bmp
191.658	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
212.254	.926	.551	FAMOUS	5	4	.689	func/f043.bmp
215.361	.810	.416	FAMOUS	6	4	.550	func/f043.bmp
218.384	.989	.448	SCRAMBLED	19	7	.681	func/s039.bmp
221.625	.814	.474	FAMOUS	5	4	.677	func/f048.bmp
224.731	.872	.528	UNFAMILIAR	13	7	.604	func/u043.bmp
227.888	.887	.515	UNFAMILIAR	13	7	.888	func/u034.bmp
231.112	.997	.510	UNFAMILIAR	14	7	.604	func/u034.bmp
234.336	.914	.453	FAMOUS	5	4	.553	func/f045.bmp
237.593	.912	.582	SCRAMBLED	19	7	.742	func/s038.bmp
240.7	.858	.430	UNFAMILIAR	13	7	1.190	func/u041.bmp
243.757	.939	.424	UNFAMILIAR	14	7	.429	func/u041.bmp
246.864	.907	.400	UNFAMILIAR	13	7	.726	func/u048.bmp
250.004	.808	.458	UNFAMILIAR	14	7	.686	func/u048.bmp
253.011	.930	.421	FAMOUS	7	4	.624	func/f048.bmp
256.184	.831	.473	SCRAMBLED	17	7	.726	func/s033.bmp
259.258	.912	.473	SCRAMBLED	18	7	.695	func/s033.bmp
262.448	.984	.503	UNFAMILIAR	15	7	.680	func/u043.bmp
265.672	.979	.469	FAMOUS	5	4	.576	func/f039.bmp
268.395	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
288.957	.831	.523	SCRAMBLED	17	4	.688	func/s036.bmp
292.147	.850	.594	FAMOUS	7	4	.702	func/f045.bmp
295.288	.938	.521	SCRAMBLED	17	4	.577	func/s045.bmp
298.445	.915	.438	SCRAMBLED	18	4	.815	func/s045.bmp
301.719	.898	.592	SCRAMBLED	17	7	.885	func/s047.bmp
304.976	.878	.587	UNFAMILIAR	13	7	.747	func/u036.bmp
308.083	.940	.460	UNFAMILIAR	14	7	.640	func/u036.bmp
311.307	1.000	.504	FAMOUS	5	4	.776	func/f040.bmp
314.48	.990	.403	FAMOUS	7	4	.706	func/f039.bmp
317.754	.856	.517	FAMOUS	5	4	.844	func/f041.bmp
320.878	.839	.493	FAMOUS	6	4	.746	func/f041.bmp
323.951	.975	.461	SCRAMBLED	19	4	.880	func/s036.bmp
327.242	.881	.536	FAMOUS	5	7	.942	func/f036.bmp
330.416	.829	.520	FAMOUS	6	7	.701	func/f036.bmp
333.422	.994	.408	SCRAMBLED	17	7	.748	func/s048.bmp
336.73	.975	.537	SCRAMBLED	19	4	.684	func/s047.bmp
339.887	.924	.404	SCRAMBLED	17	4	.688	func/s044.bmp
343.177	.938	.597	SCRAMBLED	17	4	.661	func/s035.bmp
346.384	.923	.488	FAMOUS	7	4	.788	func/f040.bmp
349.057	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
369.586	.971	.491	UNFAMILIAR	13	4	.780	func/u045.bmp
372.743	.943	.411	UNFAMILIAR	14	4	.595	func/u045.bmp
375.916	.824	.454	FAMOUS	5	4	.773	func/f047.bmp
