onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
4.000	.892	.528	FAMOUS	5	7	1.267	func/f080.bmp
7.174	.956	.497	SCRAMBLED	17	7	1.104	func/s066.bmp
10.464	.863	.452	SCRAMBLED	18	7	.865	func/s066.bmp
13.555	.847	.432	SCRAMBLED	17	4	.885	func/s077.bmp
16.695	.946	.530	SCRAMBLED	18	4	.860	func/s077.bmp
19.969	.928	.557	FAMOUS	5	4	1.137	func/f067.bmp
23.126	.888	.454	FAMOUS	6	4	.718	func/f067.bmp
26.366	.864	.579	FAMOUS	5	4	1.243	func/f073.bmp
29.473	.815	.434	SCRAMBLED	17	n/a	0	func/s074.bmp
32.563	.805	.510	FAMOUS	7	7	.836	func/f080.bmp
35.119	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
55.715	1.000	.538	UNFAMILIAR	13	4	1.191	func/u071.bmp
58.972	.923	.480	UNFAMILIAR	13	4	.788	func/u079.bmp
62.229	.882	.556	UNFAMILIAR	14	4	.705	func/u079.bmp
65.303	.988	.419	SCRAMBLED	17	4	.916	func/s065.bmp
68.543	.918	.457	UNFAMILIAR	13	4	.979	func/u075.bmp
71.717	.843	.492	FAMOUS	7	4	.735	func/f073.bmp
74.824	.874	.447	UNFAMILIAR	13	4	.790	func/u067.bmp
77.947	.800	.475	UNFAMILIAR	14	4	.668	func/u067.bmp
80.971	.850	.459	SCRAMBLED	19	4	.629	func/s074.bmp
84.061	.839	.472	UNFAMILIAR	13	4	.911	func/u074.bmp
87.168	.927	.498	UNFAMILIAR	14	4	.589	func/u074.bmp
90.375	.829	.506	UNFAMILIAR	15	4	.734	func/u071.bmp
93.415	.816	.404	SCRAMBLED	17	4	.675	func/s072.bmp
96.505	.872	.503	UNFAMILIAR	13	4	.834	func/u078.bmp
99.646	.942	.501	UNFAMILIAR	14	4	.540	func/u078.bmp
102.836	.871	.483	SCRAMBLED	19	4	.579	func/s065.bmp
105.943	.931	.455	FAMOUS	5	4	1.112	func/f072.bmp
109.150	.826	.508	UNFAMILIAR	15	4	.793	func/u075.bmp
111.722	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
132.168	.800	.413	FAMOUS	5	7	.944	func/f066.bmp
135.224	.851	.489	FAMOUS	6	7	.685	func/f066.bmp
