onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.964	.600	SCRAMBLED	17	4	1.683	func/s041.bmp
3.324	.936	.563	UNFAMILIAR	13	7	1.090	func/u046.bmp
6.682	.917	.562	UNFAMILIAR	14	7	.886	func/u046.bmp
9.956	.985	.564	FAMOUS	5	4	1.078	func/f038.bmp
13.296	.855	.567	FAMOUS	5	4	.973	func/f033.bmp
16.437	.877	.515	FAMOUS	6	4	.713	func/f033.bmp
19.66	.950	.576	SCRAMBLED	17	4	1.110	func/s048.bmp
22.851	.896	.471	SCRAMBLED	18	4	1.025	func/s048.bmp
25.958	.910	.439	UNFAMILIAR	13	4	1.050	func/u044.bmp
29.165	.924	.526	SCRAMBLED	19	4	1.860	func/s041.bmp
31.837	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
52.333	.967	.435	SCRAMBLED	17	4	.942	func/s037.bmp
55.54	.865	.457	UNFAMILIAR	13	4	.939	func/u043.bmp
58.697	.837	.526	FAMOUS	7	4	.869	func/f038.bmp
61.754	.921	.423	FAMOUS	5	4	1.368	func/f037.bmp
64.944	.816	.493	FAMOUS	6	7	.912	func/f037.bmp
67.984	.959	.453	SCRAMBLED	17	4	.957	func/s034.bmp
71.158	.920	.442	SCRAMBLED	18	4	.740	func/s034.bmp
74.382	.945	.534	SCRAMBLED	17	4	.861	func/s040.bmp
77.672	.860	.581	UNFAMILIAR	15	4	1.313	func/u044.bmp
80.813	.853	.514	FAMOUS	5	7	.869	func/f048.bmp
83.836	.922	.412	FAMOUS	6	7	.969	func/f048.bmp
86.976	.985	.450	SCRAMBLED	19	4	.999	func/s037.bmp
90.234	.869	.502	SCRAMBLED	17	4	.804	func/s042.bmp
93.274	.832	.407	UNFAMILIAR	15	4	.970	func/u043.bmp
96.33	.948	.464	SCRAMBLED	17	7	1.370	func/s038.bmp
99.604	.977	.558	SCRAMBLED	18	4	1.115	func/s038.bmp
102.778	.803	.414	FAMOUS	5	4	1.724	func/f044.bmp
105.802	.828	.441	FAMOUS	6	4	.752	func/f044.bmp
108.374	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
128.869	.836	.460	SCRAMBLED	17	7	1.155	func/s035.bmp
132.026	.973	.552	SCRAMBLED	19	4	.920	func/s040.bmp
135.367	.904	.575	UNFAMILIAR	13	4	.740	func/u040.bmp
138.457	.945	.405	FAMOUS	5	7	.939	func/f040.bmp
141.598	.948	.422	SCRAMBLED	19	4	.871	func/s042.bmp
144.788	.996	.472	UNFAMILIAR	13	4	.941	func/u042.bmp
148.095	.967	.546	SCRAMBLED	17	4	.839	func/s044.bmp
151.386	.899	.540	UNFAMILIAR	13	4	.842	func/u036.bmp
154.527	.901	.484	UNFAMILIAR	14	4	.670	func/u036.bmp
157.633	.868	.439	SCRAMBLED	19	7	.987	func/s035.bmp
160.858	.824	.600	UNFAMILIAR	13	7	1.223	func/u047.bmp
163.964	.852	.513	UNFAMILIAR	15	4	.780	func/u040.bmp
167.004	.893	.425	SCRAMBLED	17	4	.894	func/s046.bmp
170.094	.943	.418	FAMOUS	7	7	.868	func/f040.bmp
173.251	.900	.446	FAMOUS	5	7	.662	func/f043.bmp
176.391	.845	.470	FAMOUS	6	7	.744	func/f043.bmp
179.599	.834	.586	UNFAMILIAR	15	4	.818	func/u042.bmp
182.705	.812	.516	UNFAMILIAR	13	7	.975	func/u048.bmp
185.695	.987	.415	SCRAMBLED	19	4	.883	func/s044.bmp
188.435	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
208.93	.881	.462	SCRAMBLED	17	4	.779	func/s033.bmp
212.071	.994	.486	SCRAMBLED	18	4	.779	func/s033.bmp
215.411	.977	.572	FAMOUS	5	7	.932	func/f045.bmp
218.569	.922	.417	FAMOUS	6	7	.669	func/f045.bmp
221.675	.985	.403	UNFAMILIAR	15	7	1.134	func/u047.bmp
224.949	.809	.520	SCRAMBLED	17	4	.734	func/s036.bmp
228.023	.840	.497	SCRAMBLED	18	4	.636	func/s036.bmp
231.23	.919	.525	SCRAMBLED	19	7	1.067	func/s046.bmp
234.47	.835	.552	SCRAMBLED	17	4	1.092	func/s043.bmp
237.561	.921	.496	SCRAMBLED	18	7	1.699	func/s043.bmp
240.818	.847	.555	UNFAMILIAR	13	4	.948	func/u039.bmp
243.841	.829	.403	UNFAMILIAR	15	7	.844	func/u048.bmp
247.015	.886	.580	FAMOUS	5	7	.881	func/f034.bmp
250.189	.925	.519	FAMOUS	6	7	.811	func/f034.bmp
253.396	.926	.507	SCRAMBLED	17	4	1.032	func/s039.bmp
256.603	.873	.503	SCRAMBLED	18	4	.843	func/s039.bmp
259.793	.979	.538	FAMOUS	5	4	.865	func/f035.bmp
263.05	.927	.510	FAMOUS	5	4	.751	func/f046.bmp
266.324	.995	.578	FAMOUS	6	4	.752	func/f046.bmp
269.064	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
289.542	.809	.437	FAMOUS	5	7	1.459	func/f036.bmp
292.699	.878	.568	FAMOUS	6	7	.869	func/f036.bmp
295.84	.927	.497	UNFAMILIAR	15	4	.873	func/u039.bmp
299.064	.960	.520	FAMOUS	5	7	1.148	func/f039.bmp
302.321	.962	.528	FAMOUS	5	4	1.131	func/f047.bmp
305.561	.838	.514	FAMOUS	6	4	.840	func/f047.bmp
308.718	.835	.548	SCRAMBLED	17	4	1.020	func/s045.bmp
311.809	.950	.498	SCRAMBLED	18	4	.634	func/s045.bmp
314.982	.978	.453	FAMOUS	7	4	.897	func/f035.bmp
318.189	.863	.455	UNFAMILIAR	13	4	1.034	func/u045.bmp
321.263	.865	.440	SCRAMBLED	17	4	.784	func/s047.bmp
324.453	.844	.558	SCRAMBLED	18	4	.851	func/s047.bmp
327.51	.996	.434	UNFAMILIAR	13	7	1.112	func/u038.bmp
330.784	.819	.512	UNFAMILIAR	14	7	.996	func/u038.bmp
333.924	.841	.559	FAMOUS	7	7	1.175	func/f039.bmp
337.081	.923	.516	UNFAMILIAR	13	4	.969	func/u034.bmp
340.372	.872	.600	UNFAMILIAR	14	4	.730	func/u034.bmp
343.612	.879	.587	FAMOUS	5	7	.946	func/f042.bmp
346.836	.956	.581	UNFAMILIAR	13	7	1.070	func/u041.bmp
350.027	.832	.461	UNFAMILIAR	15	4	.731	func/u045.bmp
352.599	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
373.211	.801	.566	UNFAMILIAR	13	4	.965	func/u033.bmp
376.368	.881	.592	UNFAMILIAR	13	4	.736	func/u037.bmp
379.492	.991	.471	FAMOUS	5	7	.762	func/f041.bmp
382.817	.908	.568	FAMOUS	6	7	.523	func/f041.bmp
386.09	.839	.590	UNFAMILIAR	13	4	.892	func/u035.bmp
389.247	.907	.536	FAMOUS	7	7	.778	func/f042.bmp
391.97	.012	0	n/a	999	0	0	func/Circle.bmp
