onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.998	.545	FAMOUS	5	4	1.304	func/f029.bmp
3.258	.900	.500	FAMOUS	5	7	.899	func/f021.bmp
6.615	.847	.598	FAMOUS	6	7	.890	func/f021.bmp
9.688	.885	.430	SCRAMBLED	17	4	.932	func/s022.bmp
12.862	.821	.523	SCRAMBLED	18	4	.711	func/s022.bmp
16.052	.831	.577	UNFAMILIAR	13	7	.806	func/u027.bmp
19.243	.845	.586	UNFAMILIAR	14	4	1.103	func/u027.bmp
22.316	.827	.438	SCRAMBLED	17	4	1.070	func/s018.bmp
25.339	.801	.424	SCRAMBLED	17	4	.795	func/s019.bmp
28.446	.851	.535	FAMOUS	7	4	1.175	func/f029.bmp
31.035	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
51.631	.907	.559	UNFAMILIAR	13	4	1.427	func/u029.bmp
54.905	.801	.592	FAMOUS	5	7	.862	func/f018.bmp
57.978	.900	.508	FAMOUS	6	7	.709	func/f018.bmp
61.069	.812	.425	SCRAMBLED	17	7	1.456	func/s023.bmp
64.192	.937	.548	SCRAMBLED	18	7	.598	func/s023.bmp
67.434	.809	.534	UNFAMILIAR	13	4	.927	func/u024.bmp
70.439	.860	.427	SCRAMBLED	19	7	1.061	func/s018.bmp
73.647	.896	.556	UNFAMILIAR	13	7	1.105	func/u026.bmp
76.904	.903	.587	UNFAMILIAR	14	7	1.022	func/u026.bmp
80.061	.973	.476	SCRAMBLED	19	4	.782	func/s019.bmp
83.251	.998	.440	SCRAMBLED	17	4	1.346	func/s021.bmp
86.592	.849	.574	SCRAMBLED	18	7	1.444	func/s021.bmp
89.699	.834	.498	UNFAMILIAR	15	4	1.079	func/u029.bmp
92.806	.892	.512	FAMOUS	5	7	.992	func/f022.bmp
95.879	.839	.409	UNFAMILIAR	13	7	.848	func/u019.bmp
98.903	.886	.403	SCRAMBLED	17	7	1.163	func/s017.bmp
102.043	.817	.498	UNFAMILIAR	15	4	.955	func/u024.bmp
105.033	.835	.400	FAMOUS	5	4	.902	func/f024.bmp
108.123	.950	.498	FAMOUS	6	4	1.023	func/f024.bmp
110.812	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
131.425	.857	.546	FAMOUS	5	7	1.097	func/f027.bmp
