name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	34.71331243	44.55966473	103.6871474	n/a	n/a	n/a
Rx1	detector	16.41913118	61.52862288	92.88737831	n/a	n/a	n/a
Rx4	detector	6.735661588	19.52372481	129.2862495	n/a	n/a	n/a
Rx3	detector	-19.19478411	46.50917762	114.3481272	n/a	n/a	n/a
Rx6	detector	-47.79626447	76.10524694	65.21263788	n/a	n/a	n/a
Rx5	detector	64.58271987	66.16244559	32.71278981	n/a	n/a	n/a
Rx8	detector	-71.25580599	49.63841433	89.5654502	n/a	n/a	n/a
Rx7	detector	37.2636591	71.85369254	60.00166737	n/a	n/a	n/a
Rx9	detector	59.13837251	-70.25435635	39.01471485	n/a	n/a	n/a
Rx11	detector	35.50674257	-71.54504025	65.86539195	n/a	n/a	n/a
Rx10	detector	-51.61459303	-70.5023072	63.27352146	n/a	n/a	n/a
Rx12	detector	-70.0497195	-48.84363263	87.59478626	n/a	n/a	n/a
Tx1a	source	40.17079652	43.64409273	100.1630154	n/a	n/a	n/a
Tx4	source	35.11059745	19.71553197	119.4141666	n/a	n/a	n/a
Tx1b	source	22.9257714	61.45804966	89.69610031	n/a	n/a	n/a
Tx3	source	6.454334699	47.93099687	115.1229876	n/a	n/a	n/a
Tx1c	source	7.161202436	9.947698293	128.5571751	n/a	n/a	n/a
Tx2	source	-10.84055045	67.48362239	95.48072685	n/a	n/a	n/a
Tx5	source	-19.62811943	14.20370844	126.5932548	n/a	n/a	n/a
Tx1d	source	-31.04320428	45.26158205	115.0566351	n/a	n/a	n/a
Tx6a	source	-43.54730174	77.84803715	55.70196711	n/a	n/a	n/a
Tx9	source	-74.32696172	59.00812586	58.25462183	n/a	n/a	n/a
Tx6b	source	69.59382118	61.24083949	29.73185663	n/a	n/a	n/a
Tx8	source	33.45909386	78.34267394	31.09099214	n/a	n/a	n/a
Tx6c	source	-73.63228829	42.18292081	94.75140019	n/a	n/a	n/a
Tx7	source	69.24722118	59.9368958	62.1010234	n/a	n/a	n/a
Tx10	source	-43.60162695	64.53342012	93.73966581	n/a	n/a	n/a
Tx6d	source	29.59464913	74.20531548	63.94203881	n/a	n/a	n/a
Tx12	source	30.23873885	-78.96704117	35.28962843	n/a	n/a	n/a
Tx13	source	61.08796932	-55.05482043	72.22347827	n/a	n/a	n/a
Tx14	source	-77.34341318	-54.97029582	58.08533623	n/a	n/a	n/a
Tx15	source	-38.77651261	-64.80896482	91.20655488	n/a	n/a	n/a
Tx11a	source	64.50383715	-67.09958182	32.98170134	n/a	n/a	n/a
Tx11b	source	-44.2037552	-73.55948501	55.89876906	n/a	n/a	n/a
Tx11c	source	28.45677765	-70.66210695	71.02546133	n/a	n/a	n/a
Tx11d	source	-74.12145943	-40.32427234	90.55296356	n/a	n/a	n/a
