onset	duration	trial_type	Response	Stimulus	response_time
4.859	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
7.473	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
10.103	0.200	auditory standard stimulus presentation	0.000	standard	n/a
13.148	n/a	n/a	1.000	target	n/a
15.581	0.200	auditory standard stimulus presentation	0.000	standard	n/a
18.624	0.200	auditory standard stimulus presentation	0.000	standard	n/a
21.273	0.200	auditory standard stimulus presentation	0.000	standard	n/a
23.307	0.200	auditory standard stimulus presentation	0.000	standard	n/a
25.740	0.200	auditory standard stimulus presentation	0.000	standard	n/a
28.585	0.200	auditory standard stimulus presentation	0.000	standard	n/a
31.018	0.200	auditory standard stimulus presentation	0.000	standard	n/a
33.864	0.200	auditory standard stimulus presentation	0.000	standard	n/a
36.512	0.200	auditory oddball stimulus presentation	1.000	target	n/a
36.512	0.350	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
39.357	0.283	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
39.357	0.200	auditory oddball stimulus presentation	1.000	target	n/a
41.393	0.395	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
41.393	0.200	auditory oddball stimulus presentation	1.000	target	n/a
44.041	0.200	auditory standard stimulus presentation	0.000	standard	n/a
47.084	0.200	auditory standard stimulus presentation	0.000	standard	n/a
49.915	0.328	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
49.915	0.200	auditory oddball stimulus presentation	1.000	target	n/a
52.941	0.200	auditory standard stimulus presentation	0.000	standard	n/a
55.987	0.200	auditory standard stimulus presentation	0.000	standard	n/a
59.031	0.200	auditory standard stimulus presentation	0.000	standard	n/a
61.066	0.200	auditory standard stimulus presentation	0.000	standard	n/a
63.301	0.200	auditory standard stimulus presentation	0.000	standard	n/a
66.130	0.200	auditory standard stimulus presentation	0.000	standard	n/a
68.958	0.319	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
68.958	0.200	auditory oddball stimulus presentation	1.000	target	n/a
71.010	0.355	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
71.010	0.200	auditory oddball stimulus presentation	1.000	target	n/a
73.460	0.200	auditory standard stimulus presentation	0.000	standard	n/a
75.494	0.200	auditory standard stimulus presentation	0.000	standard	n/a
77.745	0.200	auditory standard stimulus presentation	0.000	standard	n/a
80.392	0.200	auditory oddball stimulus presentation	1.000	target	n/a
80.392	0.328	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
83.437	0.200	auditory standard stimulus presentation	0.000	standard	n/a
85.703	0.200	auditory standard stimulus presentation	0.000	standard	n/a
88.550	0.200	auditory standard stimulus presentation	0.000	standard	n/a
90.586	0.200	auditory standard stimulus presentation	0.000	standard	n/a
93.514	0.200	auditory standard stimulus presentation	0.000	standard	n/a
95.550	0.200	auditory standard stimulus presentation	0.000	standard	n/a
97.585	0.200	auditory standard stimulus presentation	0.000	standard	n/a
99.670	0.200	auditory standard stimulus presentation	0.000	standard	n/a
102.499	0.200	auditory standard stimulus presentation	0.000	standard	n/a
104.749	0.200	auditory standard stimulus presentation	0.000	standard	n/a
107.777	0.200	auditory standard stimulus presentation	0.000	standard	n/a
110.408	0.200	auditory oddball stimulus presentation	1.000	target	n/a
110.408	0.332	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
113.435	0.200	auditory standard stimulus presentation	0.000	standard	n/a
115.471	0.200	auditory standard stimulus presentation	0.000	standard	n/a
117.704	0.200	auditory standard stimulus presentation	0.000	standard	n/a
120.749	0.442	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
120.749	0.200	auditory oddball stimulus presentation	1.000	target	n/a
123.777	0.200	auditory standard stimulus presentation	0.000	standard	n/a
126.210	0.200	auditory standard stimulus presentation	0.000	standard	n/a
128.857	0.200	auditory standard stimulus presentation	0.000	standard	n/a
131.107	0.200	auditory standard stimulus presentation	0.000	standard	n/a
134.152	0.200	auditory standard stimulus presentation	0.000	standard	n/a
136.997	0.200	auditory standard stimulus presentation	0.000	standard	n/a
139.629	0.200	auditory standard stimulus presentation	0.000	standard	n/a
142.062	0.200	auditory standard stimulus presentation	0.000	standard	n/a
144.097	0.200	auditory standard stimulus presentation	0.000	standard	n/a
146.925	0.371	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
146.925	0.200	auditory oddball stimulus presentation	1.000	target	n/a
149.375	0.282	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
149.375	0.200	auditory oddball stimulus presentation	1.000	target	n/a
151.824	0.200	auditory standard stimulus presentation	0.000	standard	n/a
154.851	n/a	n/a	0.000	target	n/a
157.284	0.200	auditory standard stimulus presentation	0.000	standard	n/a
160.312	0.200	auditory standard stimulus presentation	0.000	standard	n/a
162.348	0.200	auditory standard stimulus presentation	0.000	standard	n/a
165.177	0.200	auditory oddball stimulus presentation	1.000	target	n/a
165.177	0.353	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
168.221	0.200	auditory oddball stimulus presentation	1.000	target	n/a
168.221	0.277	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
171.050	0.200	auditory oddball stimulus presentation	1.000	target	n/a
171.050	0.369	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
173.285	0.200	auditory standard stimulus presentation	0.000	standard	n/a
175.749	0.200	auditory standard stimulus presentation	0.000	standard	n/a
178.000	0.200	auditory standard stimulus presentation	0.000	standard	n/a
180.449	0.200	auditory standard stimulus presentation	0.000	standard	n/a
