onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.278	2.000	feedback	-1.520	1	2	12	L	1.768	0	R
4.688	2.000	feedback	-1.520	2	2	13	R	1.074	0	L
9.114	2.000	feedback	-1.520	3	2	10	R	1.228	0	L
13.685	2.000	feedback	0.480	4	2	11	R	1.484	1	R
18.085	2.000	feedback	0.480	5	2	1	L	1.290	1	L
22.669	n/a	n/a	n/a	6	2	0	R	0.421	-	-
27.175	n/a	n/a	n/a	7	2	0	R	0.387	-	-
31.674	n/a	n/a	n/a	8	2	0	R	0.240	-	-
36.114	2.000	feedback	-1.520	9	2	8	L	0.962	0	R
40.613	2.000	feedback	-1.520	10	2	5	L	1.040	0	R
45.189	2.000	feedback	0.480	11	2	12	R	1.113	1	R
49.586	2.000	feedback	0.480	12	2	1	L	1.400	1	L
54.092	2.000	feedback	0.480	13	2	2	R	1.002	1	R
58.695	n/a	n/a	n/a	14	2	0	R	0.652	-	-
63.181	n/a	n/a	n/a	15	2	0	R	0.326	-	-
67.680	n/a	n/a	n/a	16	2	0	R	0.475	-	-
72.113	2.000	feedback	0.480	17	2	5	R	1.165	1	R
76.613	2.000	feedback	0.480	18	2	5	R	1.282	1	R
81.085	2.000	feedback	0.480	19	2	2	R	0.837	1	R
85.619	2.000	feedback	0.480	20	2	10	L	0.821	1	L
90.196	2.000	feedback	0.480	21	2	13	L	0.821	1	L
94.681	n/a	n/a	n/a	22	2	0	R	0.332	-	-
99.181	n/a	n/a	n/a	23	2	0	R	0.304	-	-
103.677	n/a	n/a	n/a	24	2	0	R	0.328	-	-
108.209	2.000	feedback	-1.520	25	2	11	L	1.476	0	R
112.614	2.000	feedback	0.480	26	2	10	L	2.227	1	L
117.110	2.000	feedback	0.480	27	2	7	L	1.117	1	L
121.589	2.000	feedback	0.480	28	2	1	L	1.357	1	L
126.111	2.000	feedback	-1.520	29	2	6	R	2.013	0	L
130.668	n/a	n/a	n/a	30	2	0	R	0.458	-	-
135.176	n/a	n/a	n/a	31	2	0	R	0.734	-	-
139.720	n/a	n/a	n/a	32	2	0	R	0.430	-	-
144.113	2.000	feedback	0.480	33	2	7	L	1.248	1	L
148.586	2.000	feedback	-1.520	34	2	3	L	2.860	0	R
153.111	2.000	feedback	0.480	35	2	7	L	2.103	1	L
157.588	2.000	feedback	-1.520	36	2	4	R	1.608	0	L
162.113	2.000	feedback	0.480	37	2	9	R	1.018	1	R
166.676	n/a	n/a	n/a	38	2	0	R	0.420	-	-
171.174	n/a	n/a	n/a	39	2	0	R	0.306	-	-
175.675	n/a	n/a	n/a	40	2	0	R	0.390	-	-
180.189	2.000	feedback	-1.520	41	2	13	R	1.839	0	L
184.595	2.000	feedback	0.480	42	2	4	L	1.714	1	L
189.116	2.000	feedback	0.480	43	2	7	L	1.780	1	L
193.614	2.000	feedback	0.480	44	2	6	L	1.669	1	L
198.113	2.000	feedback	-1.520	45	2	10	R	1.916	0	L
202.690	n/a	n/a	n/a	46	2	0	R	0.360	-	-
207.182	n/a	n/a	n/a	47	2	0	R	0.356	-	-
211.681	n/a	n/a	n/a	48	2	0	R	0.302	-	-
216.113	2.000	feedback	0.480	49	2	5	R	1.843	1	R
220.584	2.000	feedback	0.480	50	2	4	L	1.178	1	L
225.088	2.000	feedback	0.480	51	2	4	L	0.807	1	L
229.613	2.000	feedback	0.480	52	2	7	L	1.513	1	L
234.113	2.000	feedback	0.480	53	2	10	L	2.012	1	L
238.720	n/a	n/a	n/a	54	2	0	R	0.467	-	-
243.176	n/a	n/a	n/a	55	2	0	R	0.387	-	-
247.675	n/a	n/a	n/a	56	2	0	R	0.280	-	-
252.088	2.000	feedback	0.480	57	2	2	R	1.120	1	R
256.587	2.000	feedback	0.480	58	2	2	R	0.661	1	R
261.114	2.000	feedback	0.480	59	2	8	R	0.877	1	R
265.676	2.000	feedback	-1.520	60	2	10	R	1.025	0	L
270.114	2.000	feedback	0.480	61	2	10	L	0.862	1	L
274.675	n/a	n/a	n/a	62	2	0	R	0.354	-	-
279.176	n/a	n/a	n/a	63	2	0	R	0.517	-	-
283.675	n/a	n/a	n/a	64	2	0	R	0.299	-	-
288.085	2.000	feedback	0.480	65	2	1	L	1.096	1	L
292.620	2.000	feedback	0.480	66	2	6	L	0.863	1	L
297.114	2.000	feedback	0.480	67	2	7	L	1.070	1	L
301.585	2.000	feedback	0.480	68	2	4	L	1.252	1	L
306.120	2.000	feedback	0.480	69	2	5	R	0.858	1	R
310.689	n/a	n/a	n/a	70	2	0	R	0.622	-	-
315.182	n/a	n/a	n/a	71	2	0	R	0.465	-	-
319.680	n/a	n/a	n/a	72	2	0	R	0.342	-	-
324.085	2.000	feedback	0.480	73	2	3	R	1.625	1	R
328.702	2.000	feedback	0.480	74	2	11	R	1.320	1	R
333.192	2.000	feedback	0.480	75	2	13	L	1.951	1	L
337.610	2.000	feedback	0.480	76	2	7	L	0.876	1	L
342.113	2.000	feedback	0.480	77	2	9	R	0.929	1	R
346.675	n/a	n/a	n/a	78	2	0	R	0.829	-	-
351.208	n/a	n/a	n/a	79	2	0	R	0.480	-	-
355.681	n/a	n/a	n/a	80	2	0	R	0.360	-	-
