onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.108	2.000	feedback	-1.000	1	2	4	R	1.532	0	L
4.614	2.000	feedback	1.000	2	2	8	R	1.309	1	R
9.113	2.000	feedback	-1.000	3	2	5	L	1.796	0	R
13.690	2.000	feedback	1.000	4	2	12	R	2.399	1	R
18.111	2.000	feedback	1.000	5	2	6	L	1.463	1	L
22.672	n/a	n/a	n/a	6	2	0	-	0.000	-	-
27.172	n/a	n/a	n/a	7	2	0	R	0.654	-	-
31.672	n/a	n/a	n/a	8	2	0	R	0.650	-	-
36.112	2.000	feedback	-1.000	9	2	10	R	1.423	0	L
40.588	2.000	feedback	1.000	10	2	3	R	1.412	1	R
45.187	2.000	feedback	-1.000	11	2	14	-	0.000	-1	R
49.612	2.000	feedback	1.000	12	2	6	L	1.916	1	L
54.088	2.000	feedback	-1.000	13	2	1	R	1.872	0	L
58.671	n/a	n/a	n/a	14	2	0	R	0.684	-	-
63.172	n/a	n/a	n/a	15	2	0	R	0.335	-	-
67.672	n/a	n/a	n/a	16	2	0	R	0.308	-	-
72.188	2.000	feedback	-1.000	17	2	13	R	2.773	0	L
76.612	2.000	feedback	1.000	18	2	5	R	1.491	1	R
81.186	2.000	feedback	-1.000	19	2	11	L	2.095	0	R
85.588	2.000	feedback	-1.000	20	2	2	L	1.853	0	R
90.187	2.000	feedback	1.000	21	2	13	L	1.718	1	L
94.671	n/a	n/a	n/a	22	2	0	R	2.365	-	-
99.165	n/a	n/a	n/a	23	2	0	R	1.112	-	-
103.672	n/a	n/a	n/a	24	2	0	R	0.597	-	-
108.188	2.000	feedback	-1.000	25	2	13	R	1.534	0	L
112.587	2.000	feedback	-1.000	26	2	3	L	1.680	0	R
117.088	2.000	feedback	-1.000	27	2	2	L	1.202	0	R
121.612	2.000	feedback	1.000	28	2	9	R	1.461	1	R
126.088	2.000	feedback	1.000	29	2	3	R	1.211	1	R
130.672	n/a	n/a	n/a	30	2	0	R	0.782	-	-
135.171	n/a	n/a	n/a	31	2	0	R	0.892	-	-
139.671	n/a	n/a	n/a	32	2	0	R	0.431	-	-
144.187	2.000	feedback	-1.000	33	2	13	R	1.521	0	L
148.612	2.000	feedback	-1.000	34	2	10	R	1.351	0	L
153.186	2.000	feedback	-1.000	35	2	11	L	1.693	0	R
157.686	2.000	feedback	1.000	36	2	11	R	1.599	1	R
162.111	2.000	feedback	1.000	37	2	10	L	1.293	1	L
166.672	n/a	n/a	n/a	38	2	0	R	0.680	-	-
171.173	n/a	n/a	n/a	39	2	0	R	0.548	-	-
175.671	n/a	n/a	n/a	40	2	0	R	0.433	-	-
180.111	2.000	feedback	1.000	41	2	6	L	2.397	1	L
184.584	2.000	feedback	1.000	42	2	4	L	1.200	1	L
189.111	2.000	feedback	-1.000	43	2	10	R	2.487	0	L
193.686	2.000	feedback	-1.000	44	2	12	L	1.681	0	R
198.087	2.000	feedback	1.000	45	2	3	R	1.311	1	R
202.665	n/a	n/a	n/a	46	2	0	R	1.848	-	-
207.165	n/a	n/a	n/a	47	2	0	R	0.981	-	-
211.672	n/a	n/a	n/a	48	2	0	R	0.890	-	-
216.113	2.000	feedback	-1.000	49	2	9	L	1.453	0	R
220.687	2.000	feedback	-1.000	50	2	13	R	1.481	0	L
225.112	2.000	feedback	-1.000	51	2	7	R	1.872	0	L
229.613	2.000	feedback	-1.000	52	2	5	L	1.362	0	R
234.112	2.000	feedback	1.000	53	2	7	L	1.295	1	L
238.672	n/a	n/a	n/a	54	2	0	R	0.723	-	-
243.172	n/a	n/a	n/a	55	2	0	R	0.360	-	-
247.672	n/a	n/a	n/a	56	2	0	R	0.888	-	-
252.184	2.000	feedback	1.000	57	2	13	L	2.196	1	L
256.587	2.000	feedback	1.000	58	2	1	L	1.069	1	L
261.087	2.000	feedback	-1.000	59	2	2	L	1.353	0	R
265.585	2.000	feedback	-1.000	60	2	3	L	1.812	0	R
270.187	2.000	feedback	1.000	61	2	13	L	1.326	1	L
274.672	n/a	n/a	n/a	62	2	0	L	0.406	-	-
279.172	n/a	n/a	n/a	63	2	0	L	0.402	-	-
283.672	n/a	n/a	n/a	64	2	0	L	0.637	-	-
288.112	2.000	feedback	-1.000	65	2	5	L	1.577	0	R
292.587	2.000	feedback	1.000	66	2	3	R	2.329	1	R
297.186	2.000	feedback	-1.000	67	2	12	L	1.914	0	R
301.588	2.000	feedback	-1.000	68	2	4	R	2.526	0	L
306.112	2.000	feedback	1.000	69	2	10	L	1.627	1	L
310.672	n/a	n/a	n/a	70	2	0	R	0.639	-	-
315.172	n/a	n/a	n/a	71	2	0	R	0.379	-	-
319.673	n/a	n/a	n/a	72	2	0	R	0.375	-	-
324.111	2.000	feedback	1.000	73	2	8	R	1.717	1	R
328.612	2.000	feedback	1.000	74	2	8	R	0.983	1	R
333.113	2.000	feedback	1.000	75	2	7	L	1.387	1	L
337.613	2.000	feedback	1.000	76	2	9	R	1.398	1	R
342.112	2.000	feedback	1.000	77	2	6	L	1.261	1	L
346.672	n/a	n/a	n/a	78	2	0	L	0.528	-	-
351.172	n/a	n/a	n/a	79	2	0	L	0.348	-	-
355.672	n/a	n/a	n/a	80	2	0	L	0.321	-	-
