onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.120	2.000	classification-probabilistic	1	1	10	L	0.887	1
5.899	2.000	classification-deterministic	3	2	10	L	0.858	1
13.177	2.000	classification-deterministic	5	2	10	L	0.778	1
18.410	2.000	classification-deterministic	7	2	11	R	1.969	1
25.592	2.000	classification-probabilistic	9	1	3	R	1.066	0
32.598	2.000	classification-probabilistic	11	1	11	R	0.913	1
35.721	2.000	classification-probabilistic	13	1	10	L	0.775	1
40.998	2.000	classification-deterministic	15	2	10	L	0.953	1
44.084	2.000	classification-deterministic	17	2	2	R	0.768	1
48.420	2.000	classification-probabilistic	19	1	3	R	1.048	0
51.686	2.000	classification-probabilistic	21	1	14	R	1.166	1
56.588	2.000	classification-probabilistic	23	1	2	L	1.359	0
60.108	2.000	classification-probabilistic	25	1	10	L	0.746	1
65.509	2.000	classification-probabilistic	27	1	10	L	0.769	1
71.213	2.000	classification-deterministic	29	2	13	R	1.469	0
75.983	2.000	classification-deterministic	31	2	2	R	0.742	1
80.623	2.000	classification-deterministic	33	2	5	R	1.761	1
84.496	2.000	classification-probabilistic	35	1	10	L	1.267	1
91.204	2.000	classification-deterministic	37	2	1	L	0.952	1
97.319	2.000	classification-deterministic	39	2	13	L	1.343	1
101.113	2.000	classification-deterministic	41	2	10	L	1.379	1
105.807	2.000	classification-probabilistic	43	1	3	R	1.240	0
113.204	2.000	classification-deterministic	45	2	2	R	0.738	1
116.419	2.000	classification-probabilistic	47	1	4	L	0.843	1
119.695	2.000	classification-probabilistic	49	1	4	L	0.640	1
124.517	2.000	classification-probabilistic	51	1	5	R	1.011	1
131.816	2.000	classification-deterministic	53	2	1	L	0.906	1
139.398	2.000	classification-probabilistic	55	1	6	R	1.775	0
142.912	2.000	classification-probabilistic	57	1	14	R	1.765	1
146.308	2.000	classification-probabilistic	59	1	3	R	0.910	0
150.319	2.000	classification-probabilistic	61	1	11	R	1.000	1
156.482	2.000	classification-deterministic	63	2	3	R	0.729	1
159.994	2.000	classification-probabilistic	65	1	7	L	0.702	1
163.085	2.000	classification-deterministic	67	2	3	R	1.021	1
167.483	2.000	classification-deterministic	69	2	11	R	1.714	1
170.310	2.000	classification-deterministic	71	2	3	R	1.348	1
174.302	2.000	classification-deterministic	73	2	13	L	1.484	1
180.314	2.000	classification-probabilistic	75	1	1	R	1.045	1
185.512	2.000	classification-probabilistic	77	1	6	R	0.927	0
190.516	2.000	classification-deterministic	79	2	9	R	0.969	1
195.084	2.000	classification-deterministic	81	2	13	R	2.290	0
199.084	2.000	classification-deterministic	83	2	3	R	0.913	1
202.178	2.000	classification-deterministic	85	2	7	L	0.978	1
208.777	2.000	classification-probabilistic	87	1	8	R	1.155	1
213.389	2.000	classification-probabilistic	89	1	8	R	1.322	1
219.887	2.000	classification-deterministic	91	2	6	L	1.614	1
223.113	2.000	classification-deterministic	93	2	5	-	0.000	-1
226.785	2.000	classification-deterministic	95	2	7	L	1.331	1
229.913	2.000	classification-deterministic	97	2	11	L	1.504	0
235.779	2.000	classification-probabilistic	99	1	5	R	1.064	1
240.792	2.000	classification-probabilistic	101	1	5	R	1.407	1
244.185	2.000	classification-deterministic	103	2	12	L	1.398	0
248.077	2.000	classification-probabilistic	105	1	11	R	1.184	1
252.315	2.000	classification-probabilistic	107	1	4	L	1.207	1
