onset	duration	value
0.71875	0.0	e-198
17.264648	0.0	house-upright-f2
17.347656	0.0	house-upright-f3
17.431641	0.0	house-upright-f4
17.514648	0.0	house-upright-f5
17.597656	0.0	house-upright-f6
18.430664	0.0	face-inverted-f1
18.49707	0.0	face-inverted-f2
18.563477	0.0	face-inverted-f3
18.629883	0.0	face-inverted-f4
18.696289	0.0	face-inverted-f5
18.763672	0.0	face-inverted-f6
19.229492	0.0	house-inverted-f1
19.295898	0.0	house-inverted-f2
19.362305	0.0	house-inverted-f3
19.428711	0.0	house-inverted-f4
19.496094	0.0	house-inverted-f5
19.5625	0.0	house-inverted-f6
20.02832	0.0	face-upright-f1
20.094727	0.0	face-upright-f2
20.162109	0.0	face-upright-f3
20.228516	0.0	face-upright-f4
20.294922	0.0	face-upright-f5
20.361328	0.0	face-upright-f6
20.828125	0.0	checker-f1
20.911133	0.0	checker-f2
20.994141	0.0	checker-f3
21.077148	0.0	checker-f4
21.160156	0.0	checker-f5
21.244141	0.0	checker-f6
21.826172	0.0	face-inverted-f1
21.910156	0.0	face-inverted-f2
21.993164	0.0	face-inverted-f3
22.076172	0.0	face-inverted-f4
22.15918	0.0	face-inverted-f5
22.243164	0.0	face-inverted-f6
22.825195	0.0	house-upright-f1
22.90918	0.0	house-upright-f2
22.992188	0.0	house-upright-f3
23.075195	0.0	house-upright-f4
23.158203	0.0	house-upright-f5
23.241211	0.0	house-upright-f6
23.824219	0.0	checker-f1
23.907227	0.0	checker-f2
23.991211	0.0	checker-f3
24.074219	0.0	checker-f4
24.157227	0.0	checker-f5
24.240234	0.0	checker-f6
24.823242	0.0	face-upright-f1
24.889648	0.0	face-upright-f2
24.956055	0.0	face-upright-f3
25.023438	0.0	face-upright-f4
25.089844	0.0	face-upright-f5
25.15625	0.0	face-upright-f6
25.62207	0.0	house-inverted-f1
25.689453	0.0	house-inverted-f2
25.755859	0.0	house-inverted-f3
25.822266	0.0	house-inverted-f4
25.888672	0.0	house-inverted-f5
25.955078	0.0	house-inverted-f6
26.421875	0.0	face-upright-f1
26.488281	0.0	face-upright-f2
26.554688	0.0	face-upright-f3
26.621094	0.0	face-upright-f4
26.6875	0.0	face-upright-f5
26.754883	0.0	face-upright-f6
27.220703	0.0	checker-f1
27.303711	0.0	checker-f2
27.386719	0.0	checker-f3
27.470703	0.0	checker-f4
27.553711	0.0	checker-f5
27.636719	0.0	checker-f6
28.219727	0.0	house-inverted-f1
28.286133	0.0	house-inverted-f2
28.352539	0.0	house-inverted-f3
28.418945	0.0	house-inverted-f4
28.486328	0.0	house-inverted-f5
28.552734	0.0	house-inverted-f6
29.018555	0.0	house-upright-f1
29.101563	0.0	house-upright-f2
29.185547	0.0	house-upright-f3
29.268555	0.0	house-upright-f4
29.351563	0.0	house-upright-f5
29.43457	0.0	house-upright-f6
30.017578	0.0	face-inverted-f1
30.100586	0.0	face-inverted-f2
30.18457	0.0	face-inverted-f3
30.267578	0.0	face-inverted-f4
30.350586	0.0	face-inverted-f5
30.433594	0.0	face-inverted-f6
31.016602	0.0	face-inverted-f1
31.083008	0.0	face-inverted-f2
31.149414	0.0	face-inverted-f3
31.233398	0.0	face-inverted-f4
31.316406	0.0	face-inverted-f5
31.399414	0.0	face-inverted-f6
31.932617	0.0	house-inverted-f1
31.999023	0.0	house-inverted-f2
32.06543	0.0	house-inverted-f3
32.131836	0.0	house-inverted-f4
32.198242	0.0	house-inverted-f5
32.265625	0.0	house-inverted-f6
32.731445	0.0	face-upright-f1
32.814453	0.0	face-upright-f2
32.897461	0.0	face-upright-f3
32.981445	0.0	face-upright-f4
33.064453	0.0	face-upright-f5
33.147461	0.0	face-upright-f6
33.730469	0.0	house-upright-f1
33.796875	0.0	house-upright-f2
33.863281	0.0	house-upright-f3
33.929688	0.0	house-upright-f4
33.99707	0.0	house-upright-f5
34.063477	0.0	house-upright-f6
34.529297	0.0	checker-f1
34.595703	0.0	checker-f2
34.662109	0.0	checker-f3
34.729492	0.0	checker-f4
34.795898	0.0	checker-f5
34.862305	0.0	checker-f6
35.328125	0.0	checker-f1
35.395508	0.0	checker-f2
35.461914	0.0	checker-f3
35.52832	0.0	checker-f4
35.594727	0.0	checker-f5
35.661133	0.0	checker-f6
36.12793	0.0	house-inverted-f1
36.210938	0.0	house-inverted-f2
36.293945	0.0	house-inverted-f3
36.376953	0.0	house-inverted-f4
36.460938	0.0	house-inverted-f5
36.543945	0.0	house-inverted-f6
