onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	0.084	n/a	n/a	28	17	11.170	2	1	1.203
4.000	3.000	parametric gain	-0.267	n/a	n/a	14	7	7.070	2	1	1.123
8.000	3.000	parametric gain	0.084	n/a	n/a	28	18	10.180	2	1	0.969
14.000	3.000	parametric gain	-0.216	n/a	n/a	16	11	5.110	2	1	1.102
18.000	3.000	parametric gain	0.384	n/a	n/a	40	20	20.200	1	1	0.969
22.000	3.000	parametric gain	-0.167	n/a	n/a	18	16	2.160	2	1	1.261
28.000	3.000	parametric gain	0.334	n/a	n/a	38	11	27.110	2	1	1.350
32.000	3.000	parametric gain	0.283	n/a	n/a	36	10	26.100	1	1	2.157
40.000	3.000	parametric gain	0.384	n/a	n/a	40	18	22.180	1	1	1.678
44.000	3.000	parametric gain	-0.366	n/a	n/a	10	10	0.100	2	1	1.581
50.000	3.000	parametric gain	-0.017	n/a	n/a	24	6	18.060	1	1	1.133
56.000	3.000	parametric gain	-0.117	n/a	n/a	20	8	12.080	2	1	2.223
62.000	3.000	parametric gain	0.384	n/a	n/a	40	12	28.120	1	1	1.046
68.000	3.000	parametric gain	-0.067	n/a	n/a	22	10	12.100	2	1	1.552
76.000	3.000	parametric gain	-0.167	n/a	n/a	18	6	12.060	2	1	1.279
80.000	3.000	parametric gain	0.334	n/a	n/a	38	16	22.160	2	1	2.453
90.000	3.000	parametric gain	0.134	n/a	n/a	30	20	10.200	2	1	1.328
98.000	3.000	parametric gain	-0.067	n/a	n/a	22	14	8.140	2	1	1.008
102.000	3.000	parametric gain	-0.167	n/a	n/a	18	18	0.180	2	1	2.222
106.000	3.000	parametric gain	-0.216	n/a	n/a	16	19	-2.810	4	0	1.767
110.000	3.000	parametric gain	-0.017	n/a	n/a	24	10	14.100	2	1	1.024
116.000	3.000	parametric gain	-0.317	n/a	n/a	12	19	-6.810	4	0	1.176
120.000	3.000	parametric gain	0.084	n/a	n/a	28	9	19.090	1	1	2.383
126.000	3.000	parametric gain	0.134	n/a	n/a	30	10	20.100	1	1	1.936
130.000	3.000	parametric gain	-0.167	n/a	n/a	18	15	3.150	2	1	1.551
142.000	3.000	parametric gain	0.183	n/a	n/a	32	14	18.140	2	1	1.417
146.000	3.000	parametric gain	0.234	n/a	n/a	34	11	23.110	1	1	1.520
152.000	3.000	parametric gain	0.334	n/a	n/a	38	19	19.190	1	1	2.488
156.000	3.000	parametric gain	-0.267	n/a	n/a	14	10	4.100	2	1	1.202
160.000	3.000	parametric gain	0.234	n/a	n/a	34	8	26.080	1	1	0.888
164.000	3.000	parametric gain	0.134	n/a	n/a	30	11	19.110	1	1	1.546
168.000	3.000	parametric gain	0.183	n/a	n/a	32	13	19.130	2	1	2.403
174.000	3.000	parametric gain	-0.167	n/a	n/a	18	11	7.110	2	1	1.176
178.000	3.000	parametric gain	0.134	n/a	n/a	30	7	23.070	1	1	1.352
186.000	3.000	parametric gain	-0.167	n/a	n/a	18	13	5.130	2	1	0.834
190.000	3.000	parametric gain	-0.267	n/a	n/a	14	19	-4.810	4	0	0.969
198.000	3.000	parametric gain	-0.317	n/a	n/a	12	11	1.110	2	1	1.858
202.000	3.000	parametric gain	-0.366	n/a	n/a	10	13	-2.870	4	0	1.403
206.000	3.000	parametric gain	-0.067	n/a	n/a	22	16	6.160	2	1	1.136
212.000	3.000	parametric gain	-0.317	n/a	n/a	12	16	-3.840	4	0	0.971
218.000	3.000	parametric gain	0.334	n/a	n/a	38	17	21.170	2	1	1.811
