onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	-0.119	n/a	n/a	20	5	15.050	1	1	1.290
4.000	3.000	parametric gain	-0.069	n/a	n/a	22	17	5.170	2	1	1.163
8.000	3.000	parametric gain	-0.369	n/a	n/a	10	16	-5.840	4	0	1.265
12.000	3.000	parametric gain	0.331	n/a	n/a	38	18	20.180	2	1	1.488
16.000	3.000	parametric gain	-0.119	n/a	n/a	20	14	6.140	2	1	1.446
24.000	3.000	parametric gain	-0.269	n/a	n/a	14	13	1.130	3	0	0.998
28.000	3.000	parametric gain	0.381	n/a	n/a	40	8	32.080	1	1	0.781
32.000	3.000	parametric gain	0.181	n/a	n/a	32	18	14.180	2	1	1.189
36.000	3.000	parametric gain	-0.019	n/a	n/a	24	8	16.080	1	1	1.189
40.000	3.000	parametric gain	0.281	n/a	n/a	36	14	22.140	2	1	1.102
44.000	3.000	parametric gain	0.081	n/a	n/a	28	6	22.060	1	1	0.863
48.000	3.000	parametric gain	-0.219	n/a	n/a	16	14	2.140	2	1	1.981
56.000	3.000	parametric gain	-0.269	n/a	n/a	14	9	5.090	2	1	1.031
60.000	3.000	parametric gain	-0.119	n/a	n/a	20	13	7.130	2	1	1.229
64.000	3.000	parametric gain	0.131	n/a	n/a	30	18	12.180	2	1	2.101
72.000	3.000	parametric gain	-0.269	n/a	n/a	14	15	-0.850	4	0	1.536
76.000	3.000	parametric gain	-0.319	n/a	n/a	12	12	0.120	3	0	1.727
84.000	3.000	parametric gain	-0.019	n/a	n/a	24	11	13.110	2	1	1.255
88.000	3.000	parametric gain	-0.319	n/a	n/a	12	10	2.100	2	1	1.702
94.000	3.000	parametric gain	-0.219	n/a	n/a	16	6	10.060	2	1	1.161
98.000	3.000	parametric gain	0.331	n/a	n/a	38	20	18.200	2	1	1.463
102.000	3.000	parametric gain	0.081	n/a	n/a	28	10	18.100	2	1	1.744
106.000	3.000	parametric gain	-0.119	n/a	n/a	20	7	13.070	1	1	1.439
110.000	3.000	parametric gain	0.331	n/a	n/a	38	9	29.090	1	1	0.806
120.000	3.000	parametric gain	0.031	n/a	n/a	26	12	14.120	2	1	1.041
132.000	3.000	parametric gain	-0.369	n/a	n/a	10	14	-3.860	4	0	1.121
