onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	-0.139	n/a	n/a	20	15	5.150	0	-1	0.000
4.000	3.000	parametric gain	-0.189	n/a	n/a	18	12	6.120	2	1	1.793
8.000	3.000	parametric gain	-0.389	n/a	n/a	10	15	-4.850	3	0	1.637
18.000	3.000	parametric gain	0.211	n/a	n/a	34	16	18.160	1	1	1.316
24.000	3.000	parametric gain	-0.189	n/a	n/a	18	5	13.050	1	1	1.670
28.000	3.000	parametric gain	0.011	n/a	n/a	26	13	13.130	2	1	1.232
38.000	3.000	parametric gain	0.161	n/a	n/a	32	17	15.170	2	1	1.502
42.000	3.000	parametric gain	-0.239	n/a	n/a	16	5	11.050	2	1	1.925
46.000	3.000	parametric gain	-0.089	n/a	n/a	22	7	15.070	1	1	1.061
52.000	3.000	parametric gain	0.261	n/a	n/a	36	8	28.080	1	1	1.079
56.000	3.000	parametric gain	-0.239	n/a	n/a	16	10	6.100	2	1	1.477
62.000	3.000	parametric gain	0.111	n/a	n/a	30	13	17.130	1	1	1.599
74.000	3.000	parametric gain	-0.289	n/a	n/a	14	17	-2.830	4	0	1.822
78.000	3.000	parametric gain	0.061	n/a	n/a	28	19	9.190	2	1	1.405
82.000	3.000	parametric gain	-0.289	n/a	n/a	14	20	-5.800	4	0	1.206
86.000	3.000	parametric gain	0.011	n/a	n/a	26	16	10.160	2	1	1.272
90.000	3.000	parametric gain	0.361	n/a	n/a	40	5	35.050	1	1	0.900
94.000	3.000	parametric gain	0.061	n/a	n/a	28	12	16.120	2	1	1.318
98.000	3.000	parametric gain	-0.139	n/a	n/a	20	16	4.160	2	1	1.367
102.000	3.000	parametric gain	0.011	n/a	n/a	26	5	21.050	1	1	1.566
106.000	3.000	parametric gain	0.161	n/a	n/a	32	20	12.200	2	1	1.360
110.000	3.000	parametric gain	-0.189	n/a	n/a	18	17	1.170	3	0	1.321
116.000	3.000	parametric gain	-0.139	n/a	n/a	20	6	14.060	1	1	1.433
120.000	3.000	parametric gain	-0.139	n/a	n/a	20	18	2.180	3	0	1.215
126.000	3.000	parametric gain	0.361	n/a	n/a	40	7	33.070	1	1	0.824
130.000	3.000	parametric gain	0.261	n/a	n/a	36	6	30.060	1	1	0.903
134.000	3.000	parametric gain	-0.239	n/a	n/a	16	20	-3.800	4	0	1.047
140.000	3.000	parametric gain	0.361	n/a	n/a	40	15	25.150	1	1	1.169
148.000	3.000	parametric gain	-0.389	n/a	n/a	10	6	4.060	3	0	1.137
156.000	3.000	parametric gain	-0.339	n/a	n/a	12	15	-2.850	4	0	1.082
160.000	3.000	parametric gain	0.211	n/a	n/a	34	17	17.170	2	1	1.096
164.000	3.000	parametric gain	-0.189	n/a	n/a	18	14	4.140	2	1	2.200
170.000	3.000	parametric gain	0.361	n/a	n/a	40	13	27.130	1	1	0.776
174.000	3.000	parametric gain	0.161	n/a	n/a	32	19	13.190	2	1	1.336
178.000	3.000	parametric gain	-0.289	n/a	n/a	14	12	2.120	3	0	1.585
182.000	3.000	parametric gain	0.161	n/a	n/a	32	10	22.100	2	1	1.362
192.000	3.000	parametric gain	0.261	n/a	n/a	36	17	19.170	2	1	1.786
202.000	3.000	parametric gain	0.061	n/a	n/a	28	13	15.130	2	1	1.107
208.000	3.000	parametric gain	0.211	n/a	n/a	34	13	21.130	1	1	1.243
212.000	3.000	parametric gain	0.311	n/a	n/a	38	14	24.140	1	1	1.112
220.000	3.000	parametric gain	0.161	n/a	n/a	32	11	21.110	1	1	1.235
224.000	3.000	parametric gain	0.161	n/a	n/a	32	9	23.090	1	1	0.866
234.000	3.000	parametric gain	0.111	n/a	n/a	30	16	14.160	2	1	1.627
238.000	3.000	parametric gain	0.211	n/a	n/a	34	10	24.100	1	1	1.000
246.000	3.000	parametric gain	-0.189	n/a	n/a	18	8	10.080	2	1	1.526
250.000	3.000	parametric gain	0.211	n/a	n/a	34	20	14.200	2	1	1.251
256.000	3.000	parametric gain	0.161	n/a	n/a	32	16	16.160	2	1	2.280
260.000	3.000	parametric gain	-0.039	n/a	n/a	24	12	12.120	2	1	1.242
266.000	3.000	parametric gain	0.311	n/a	n/a	38	12	26.120	1	1	1.011
272.000	3.000	parametric gain	0.311	n/a	n/a	38	10	28.100	1	1	1.043
280.000	3.000	parametric gain	-0.039	n/a	n/a	24	7	17.070	1	1	1.172
284.000	3.000	parametric gain	-0.239	n/a	n/a	16	13	3.130	2	1	1.115
296.000	3.000	parametric gain	0.261	n/a	n/a	36	19	17.190	2	1	1.750
310.000	3.000	parametric gain	0.161	n/a	n/a	32	5	27.050	1	1	0.918
316.000	3.000	parametric gain	0.211	n/a	n/a	34	9	25.090	1	1	0.734
320.000	3.000	parametric gain	0.061	n/a	n/a	28	7	21.070	1	1	1.067
324.000	3.000	parametric gain	-0.039	n/a	n/a	24	13	11.130	2	1	1.600
330.000	3.000	parametric gain	0.311	n/a	n/a	38	5	33.050	1	1	0.805
336.000	3.000	parametric gain	-0.089	n/a	n/a	22	9	13.090	1	1	1.390
342.000	3.000	parametric gain	-0.389	n/a	n/a	10	11	-0.890	4	0	1.806
346.000	3.000	parametric gain	-0.339	n/a	n/a	12	14	-1.860	4	0	1.600
350.000	3.000	parametric gain	0.211	n/a	n/a	34	19	15.190	2	1	1.237
360.000	3.000	parametric gain	0.311	n/a	n/a	38	7	31.070	1	1	0.957
364.000	3.000	parametric gain	0.111	n/a	n/a	30	6	24.060	1	1	0.877
368.000	3.000	parametric gain	0.011	n/a	n/a	26	18	8.180	2	1	1.454
374.000	3.000	parametric gain	-0.289	n/a	n/a	14	6	8.060	2	1	1.904
378.000	3.000	parametric gain	-0.239	n/a	n/a	16	12	4.120	2	1	1.486
382.000	3.000	parametric gain	-0.089	n/a	n/a	22	20	2.200	3	0	1.598
386.000	3.000	parametric gain	-0.339	n/a	n/a	12	17	-4.830	4	0	1.368
398.000	3.000	parametric gain	-0.389	n/a	n/a	10	7	3.070	2	1	1.320
402.000	3.000	parametric gain	-0.189	n/a	n/a	18	20	-1.800	4	0	2.302
408.000	3.000	parametric gain	-0.339	n/a	n/a	12	6	6.060	2	1	1.433
412.000	3.000	parametric gain	0.161	n/a	n/a	32	6	26.060	1	1	0.999
416.000	3.000	parametric gain	-0.189	n/a	n/a	18	7	11.070	2	1	1.071
420.000	3.000	parametric gain	0.361	n/a	n/a	40	10	30.100	1	1	0.783
424.000	3.000	parametric gain	-0.289	n/a	n/a	14	14	0.140	3	0	1.687
428.000	3.000	parametric gain	0.111	n/a	n/a	30	19	11.190	2	1	1.167
436.000	3.000	parametric gain	-0.039	n/a	n/a	24	18	6.180	2	1	1.145
440.000	3.000	parametric gain	-0.389	n/a	n/a	10	12	-1.880	3	0	1.383
444.000	3.000	parametric gain	0.361	n/a	n/a	40	19	21.190	1	1	0.862
448.000	3.000	parametric gain	-0.039	n/a	n/a	24	9	15.090	1	1	0.834
458.000	3.000	parametric gain	-0.239	n/a	n/a	16	18	-1.820	4	0	1.785
462.000	3.000	parametric gain	0.261	n/a	n/a	36	12	24.120	2	1	1.280
466.000	3.000	parametric gain	0.011	n/a	n/a	26	9	17.090	1	1	1.394
470.000	3.000	parametric gain	-0.139	n/a	n/a	20	12	8.120	2	1	1.249
474.000	3.000	parametric gain	-0.039	n/a	n/a	24	14	10.140	2	1	1.266
