name	type	units	sampling_frequency_effective	tracked_point	component	placement	tracking_system
t1_ornt_z	ORNT	rad	85.8939973526284	Head	z	head	OPTpos
t1_ornt_y	ORNT	rad	85.8939973526284	Head	y	head	OPTpos
t1_ornt_x	ORNT	rad	85.8939973526284	Head	x	head	OPTpos
t1_pos_X	POS	m	85.8939973526284	Head	X	head	OPTpos
t1_pos_Y	POS	m	85.8939973526284	Head	Y	head	OPTpos
t1_pos_Z	POS	m	85.8939973526284	Head	Z	head	OPTpos
