onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.940	.599	UNFAMILIAR	13	7	1.242	func/u089.bmp
3.19	.980	.481	UNFAMILIAR	14	7	.696	func/u089.bmp
6.581	.997	.542	UNFAMILIAR	13	7	.758	func/u083.bmp
9.923	.997	.585	UNFAMILIAR	14	7	.633	func/u083.bmp
13.246	.940	.555	FAMOUS	5	7	.844	func/f086.bmp
16.47	.858	.517	FAMOUS	6	7	.902	func/f086.bmp
19.594	.950	.501	SCRAMBLED	17	7	.937	func/s085.bmp
22.867	.996	.563	FAMOUS	5	7	.793	func/f083.bmp
26.125	.898	.498	FAMOUS	6	7	.690	func/f083.bmp
29.231	.946	.448	UNFAMILIAR	13	4	.907	func/u091.bmp
31.921	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
52.366	.923	.404	FAMOUS	5	7	1.169	func/f096.bmp
55.574	.980	.502	UNFAMILIAR	13	7	.711	func/u097.bmp
58.831	.846	.513	UNFAMILIAR	13	7	1.539	func/u085.bmp
61.954	.867	.509	SCRAMBLED	19	7	.638	func/s085.bmp
65.095	.880	.504	UNFAMILIAR	13	7	1.008	func/u087.bmp
68.335	.960	.587	UNFAMILIAR	14	7	.703	func/u087.bmp
71.627	.838	.568	FAMOUS	5	7	1.267	func/f082.bmp
74.816	.891	.583	FAMOUS	6	7	.813	func/f082.bmp
77.907	.944	.425	UNFAMILIAR	15	4	1.018	func/u091.bmp
81.047	.903	.431	UNFAMILIAR	13	7	1.068	func/u094.bmp
84.271	.843	.547	UNFAMILIAR	14	n/a	0	func/u094.bmp
87.361	.965	.478	FAMOUS	7	7	.652	func/f096.bmp
90.685	.803	.593	UNFAMILIAR	13	4	.952	func/u084.bmp
93.809	.852	.539	UNFAMILIAR	14	4	1.017	func/u084.bmp
97.016	.960	.593	UNFAMILIAR	15	7	1.027	func/u097.bmp
100.156	.873	.415	SCRAMBLED	17	7	2.066	func/s097.bmp
103.23	.894	.428	UNFAMILIAR	15	7	.838	func/u085.bmp
106.32	.814	.431	UNFAMILIAR	13	7	1.161	func/u096.bmp
109.427	.946	.531	SCRAMBLED	17	7	.930	func/s087.bmp
