onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.859	.491	FAMOUS	5	7	1.457	func/f042.bmp
3.107	.932	.474	FAMOUS	6	7	.926	func/f042.bmp
6.431	.935	.524	UNFAMILIAR	13	4	.889	func/u042.bmp
9.705	.889	.570	UNFAMILIAR	14	4	.771	func/u042.bmp
12.895	.915	.533	UNFAMILIAR	13	4	1.026	func/u038.bmp
16.069	.870	.496	UNFAMILIAR	13	7	1.144	func/u039.bmp
19.293	.951	.569	SCRAMBLED	17	7	1.098	func/s036.bmp
22.517	.929	.514	UNFAMILIAR	13	4	.972	func/u033.bmp
25.64	.863	.419	UNFAMILIAR	14	4	.837	func/u033.bmp
28.681	.961	.414	FAMOUS	5	4	1.079	func/f035.bmp
31.387	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
51.866	.857	.434	FAMOUS	5	7	.922	func/f040.bmp
54.889	.811	.400	FAMOUS	6	7	.675	func/f040.bmp
57.912	.897	.446	UNFAMILIAR	15	4	.964	func/u038.bmp
61.103	.990	.522	SCRAMBLED	17	7	1.100	func/s034.bmp
64.444	.886	.570	UNFAMILIAR	15	4	1.252	func/u039.bmp
67.534	.824	.442	FAMOUS	5	7	.968	func/f048.bmp
70.691	.895	.553	FAMOUS	6	7	.598	func/f048.bmp
73.948	.990	.599	SCRAMBLED	19	7	1.211	func/s036.bmp
77.289	.839	.579	FAMOUS	5	7	.843	func/f034.bmp
80.379	.812	.478	SCRAMBLED	17	7	.687	func/s041.bmp
83.386	.830	.419	SCRAMBLED	18	7	1.052	func/s041.bmp
86.526	.812	.539	FAMOUS	7	4	.932	func/f035.bmp
89.533	.984	.418	UNFAMILIAR	13	7	1.214	func/u036.bmp
92.773	.822	.498	UNFAMILIAR	14	n/a	0	func/u036.bmp
95.897	.852	.523	SCRAMBLED	17	7	1.024	func/s044.bmp
99.037	.888	.533	SCRAMBLED	18	7	.936	func/s044.bmp
102.261	.955	.555	SCRAMBLED	19	4	1.065	func/s034.bmp
105.569	.923	.575	FAMOUS	5	7	.926	func/f043.bmp
108.241	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
128.871	.827	.598	SCRAMBLED	17	7	1.147	func/s043.bmp
132.028	.896	.561	FAMOUS	7	7	.740	func/f034.bmp
135.101	.922	.412	SCRAMBLED	17	7	.970	func/s042.bmp
138.275	.940	.474	SCRAMBLED	18	7	1.209	func/s042.bmp
141.565	.812	.572	FAMOUS	5	4	1.067	func/f047.bmp
144.606	.808	.464	FAMOUS	6	4	1.077	func/f047.bmp
147.629	.826	.438	FAMOUS	5	n/a	0	func/f046.bmp
150.786	.866	.558	UNFAMILIAR	13	4	.856	func/u037.bmp
153.976	.905	.555	FAMOUS	7	7	.756	func/f043.bmp
157.101	.975	.451	FAMOUS	5	7	.799	func/f041.bmp
160.291	.984	.448	FAMOUS	6	7	.718	func/f041.bmp
163.531	.851	.493	SCRAMBLED	19	n/a	0	func/s043.bmp
166.738	.965	.587	UNFAMILIAR	13	4	.954	func/u044.bmp
169.929	.986	.456	UNFAMILIAR	14	4	.734	func/u044.bmp
173.236	.968	.554	UNFAMILIAR	13	7	1.061	func/u048.bmp
176.527	.874	.557	UNFAMILIAR	14	7	.711	func/u048.bmp
179.567	.977	.400	UNFAMILIAR	13	7	.923	func/u040.bmp
182.841	.901	.530	FAMOUS	7	7	.811	func/f046.bmp
185.948	.944	.441	UNFAMILIAR	13	7	.693	func/u047.bmp
189.188	.925	.532	UNFAMILIAR	15	4	.969	func/u037.bmp
191.861	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
212.306	.813	.403	FAMOUS	5	7	.682	func/f033.bmp
215.43	.844	.544	SCRAMBLED	17	7	1.254	func/s046.bmp
218.52	.861	.472	SCRAMBLED	18	7	1.108	func/s046.bmp
221.594	.984	.447	SCRAMBLED	17	7	.827	func/s037.bmp
224.768	.861	.420	SCRAMBLED	18	7	.978	func/s037.bmp
227.858	.805	.456	FAMOUS	5	n/a	0	func/f036.bmp
230.981	.917	.496	UNFAMILIAR	15	4	.921	func/u040.bmp
234.122	.951	.465	UNFAMILIAR	13	7	1.077	func/u034.bmp
237.379	.958	.550	UNFAMILIAR	15	7	.951	func/u047.bmp
240.636	.918	.519	SCRAMBLED	17	7	1.057	func/s040.bmp
243.86	.953	.547	FAMOUS	7	7	.833	func/f033.bmp
247.101	.986	.530	UNFAMILIAR	13	7	1.000	func/u045.bmp
