onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.957	.431	SCRAMBLED	17	7	.921	func/s073.bmp
3.257	.910	.532	SCRAMBLED	18	7	.734	func/s073.bmp
6.531	.826	.491	SCRAMBLED	17	7	.910	func/s066.bmp
9.538	.908	.406	SCRAMBLED	17	7	.833	func/s072.bmp
12.745	.895	.522	SCRAMBLED	17	4	.897	func/s067.bmp
16.002	.992	.587	SCRAMBLED	18	4	.778	func/s067.bmp
19.26	.891	.488	FAMOUS	5	7	.703	func/f068.bmp
22.484	.821	.563	FAMOUS	5	7	.917	func/f081.bmp
25.657	.939	.569	FAMOUS	6	7	.653	func/f081.bmp
28.347	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
48.909	.800	.520	FAMOUS	5	7	1.072	func/f072.bmp
51.882	.960	.402	SCRAMBLED	19	7	.916	func/s066.bmp
55.073	.991	.466	FAMOUS	5	7	.762	func/f071.bmp
58.33	.954	.499	FAMOUS	6	7	.719	func/f071.bmp
61.588	.995	.534	SCRAMBLED	19	4	1.359	func/s072.bmp
64.794	.834	.442	UNFAMILIAR	13	7	1.174	func/u071.bmp
67.885	.854	.499	SCRAMBLED	17	4	1.018	func/s079.bmp
71.025	.911	.504	FAMOUS	7	7	.707	func/f068.bmp
74.299	.851	.596	UNFAMILIAR	13	7	.699	func/u065.bmp
77.406	.926	.490	UNFAMILIAR	14	7	.751	func/u065.bmp
80.63	.956	.520	SCRAMBLED	17	7	.902	func/s081.bmp
83.854	.935	.501	FAMOUS	7	7	.824	func/f072.bmp
87.094	.874	.535	UNFAMILIAR	13	7	.919	func/u075.bmp
90.335	.857	.600	UNFAMILIAR	14	7	.500	func/u075.bmp
93.408	.883	.443	UNFAMILIAR	13	4	.930	func/u069.bmp
96.633	.992	.585	UNFAMILIAR	15	7	1.190	func/u071.bmp
99.873	.831	.480	FAMOUS	5	7	1.313	func/f065.bmp
103.046	.825	.582	FAMOUS	6	7	1.132	func/f065.bmp
106.053	.896	.407	SCRAMBLED	19	7	1.165	func/s079.bmp
108.692	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
129.171	.968	.450	UNFAMILIAR	13	7	2.306	func/u068.bmp
132.378	.804	.479	UNFAMILIAR	14	7	.955	func/u068.bmp
135.485	.958	.519	SCRAMBLED	17	7	1.045	func/s070.bmp
138.776	.922	.566	SCRAMBLED	18	7	.878	func/s070.bmp
142	.839	.527	SCRAMBLED	19	7	1.093	func/s081.bmp
145.174	.828	.565	FAMOUS	5	4	1.001	func/f067.bmp
148.297	.870	.520	UNFAMILIAR	13	7	.881	func/u079.bmp
151.504	.997	.553	UNFAMILIAR	15	7	.511	func/u069.bmp
154.712	.828	.438	UNFAMILIAR	13	7	.868	func/u070.bmp
157.768	.893	.464	UNFAMILIAR	14	7	.691	func/u070.bmp
160.975	.810	.540	UNFAMILIAR	13	7	1.115	func/u072.bmp
164.082	.996	.530	SCRAMBLED	17	7	.749	func/s074.bmp
167.256	.980	.416	SCRAMBLED	18	7	.802	func/s074.bmp
170.513	.889	.515	UNFAMILIAR	13	7	.901	func/u074.bmp
173.771	.887	.598	FAMOUS	7	4	1.113	func/f067.bmp
176.894	.917	.452	UNFAMILIAR	13	4	.912	func/u078.bmp
180.035	.935	.457	UNFAMILIAR	15	7	.889	func/u079.bmp
183.142	.810	.416	UNFAMILIAR	13	7	.730	func/u073.bmp
186.148	.806	.430	FAMOUS	5	7	.946	func/f070.bmp
189.272	.964	.550	UNFAMILIAR	15	7	.838	func/u072.bmp
191.978	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
212.423	.858	.405	SCRAMBLED	17	7	.805	func/s065.bmp
215.53	.913	.474	SCRAMBLED	17	7	.896	func/s068.bmp
218.804	.946	.587	SCRAMBLED	18	7	.741	func/s068.bmp
222.012	.876	.491	UNFAMILIAR	15	4	.954	func/u074.bmp
225.235	.902	.580	FAMOUS	5	7	.936	func/f074.bmp
228.359	1.000	.465	FAMOUS	6	4	.997	func/f074.bmp
231.767	.917	.569	UNFAMILIAR	15	4	1.132	func/u078.bmp
234.957	.945	.511	SCRAMBLED	17	7	.927	func/s071.bmp
238.081	.878	.407	SCRAMBLED	18	7	.919	func/s071.bmp
241.154	.818	.421	UNFAMILIAR	15	4	1.048	func/u073.bmp
244.178	.834	.439	SCRAMBLED	17	n/a	0	func/s080.bmp
247.201	.997	.421	SCRAMBLED	18	7	.824	func/s080.bmp
250.542	.960	.574	FAMOUS	7	7	1.055	func/f070.bmp
253.832	.938	.563	UNFAMILIAR	13	7	.947	func/u081.bmp
257.106	.942	.566	UNFAMILIAR	14	7	.684	func/u081.bmp
260.247	.877	.434	SCRAMBLED	19	7	.795	func/s065.bmp
263.304	.845	.409	UNFAMILIAR	13	4	.963	func/u067.bmp
266.427	.869	.516	UNFAMILIAR	14	4	1.537	func/u067.bmp
269.033	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
289.479	.950	.410	FAMOUS	5	7	1.459	func/f066.bmp
292.686	.995	.491	FAMOUS	6	7	.487	func/f066.bmp
295.859	.800	.406	FAMOUS	5	7	1.168	func/f079.bmp
298.933	.942	.510	FAMOUS	6	7	.719	func/f079.bmp
302.19	.911	.547	UNFAMILIAR	13	7	1.045	func/u080.bmp
305.28	.944	.411	FAMOUS	5	7	.848	func/f078.bmp
308.488	.844	.498	SCRAMBLED	17	7	.831	func/s077.bmp
311.528	.849	.422	SCRAMBLED	17	7	1.018	func/s078.bmp
314.569	.853	.435	SCRAMBLED	18	7	.766	func/s078.bmp
317.708	.947	.518	FAMOUS	5	7	1.055	func/f077.bmp
320.865	.902	.450	UNFAMILIAR	13	7	1.265	func/u066.bmp
324.106	.832	.584	UNFAMILIAR	15	7	1.051	func/u080.bmp
327.179	.906	.473	FAMOUS	5	7	.936	func/f073.bmp
330.303	.882	.445	FAMOUS	7	7	.617	func/f078.bmp
333.51	.826	.559	SCRAMBLED	17	7	1.026	func/s075.bmp
336.517	.901	.412	SCRAMBLED	18	7	1.061	func/s075.bmp
339.757	.806	.578	SCRAMBLED	19	7	.776	func/s077.bmp
342.914	.849	.577	SCRAMBLED	17	7	.902	func/s069.bmp
346.088	.940	.552	FAMOUS	5	7	.856	func/f080.bmp
349.245	.808	.438	FAMOUS	6	7	.873	func/f080.bmp
352.268	.923	.440	FAMOUS	7	7	1.261	func/f077.bmp
354.941	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
375.52	.968	.538	UNFAMILIAR	13	4	1.179	func/u077.bmp
378.794	.999	.546	UNFAMILIAR	15	7	1.205	func/u066.bmp
382.052	.876	.485	FAMOUS	5	7	.847	func/f069.bmp
385.125	.863	.426	FAMOUS	6	7	.754	func/f069.bmp
388.315	.842	.555	FAMOUS	7	7	1.090	func/f073.bmp
391.372	.981	.449	FAMOUS	5	7	.681	func/f075.bmp
394.663	.884	.543	FAMOUS	6	7	1.236	func/f075.bmp
397.319	.012	0	n/a	999	0	0	func/Circle.bmp
