onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.839	.543	UNFAMILIAR	13	4	1.619	func/u027.bmp
3.04	.812	.429	UNFAMILIAR	14	4	.836	func/u027.bmp
6.214	.883	.489	UNFAMILIAR	13	4	1.105	func/u025.bmp
9.321	.866	.466	UNFAMILIAR	13	7	1.128	func/u026.bmp
12.394	.929	.441	UNFAMILIAR	14	7	.801	func/u026.bmp
15.586	.969	.501	FAMOUS	5	7	1.102	func/f028.bmp
18.725	.919	.415	UNFAMILIAR	13	4	.930	func/u024.bmp
21.866	.803	.466	UNFAMILIAR	14	4	.874	func/u024.bmp
24.906	.826	.469	FAMOUS	5	7	.868	func/f031.bmp
27.478	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
48.024	.893	.514	FAMOUS	5	7	1.264	func/f024.bmp
51.164	.868	.472	UNFAMILIAR	15	7	1.249	func/u025.bmp
54.221	.930	.430	UNFAMILIAR	13	4	.887	func/u022.bmp
57.411	.938	.499	SCRAMBLED	17	4	1.522	func/s019.bmp
60.635	.967	.508	SCRAMBLED	18	4	.948	func/s019.bmp
63.943	.875	.573	FAMOUS	7	7	1.103	func/f028.bmp
67.016	.978	.425	SCRAMBLED	17	4	1.371	func/s021.bmp
70.29	.853	.532	SCRAMBLED	18	4	1.004	func/s021.bmp
73.33	.849	.406	FAMOUS	5	7	.829	func/f018.bmp
76.521	.818	.575	FAMOUS	7	7	1.039	func/f031.bmp
79.578	.874	.481	FAMOUS	5	7	1.063	func/f027.bmp
82.651	.832	.429	FAMOUS	6	7	1.297	func/f027.bmp
85.674	.992	.424	FAMOUS	7	4	1.231	func/f024.bmp
88.865	.967	.422	SCRAMBLED	17	7	.762	func/s027.bmp
92.189	.829	.589	SCRAMBLED	18	4	1.560	func/s027.bmp
95.363	.913	.580	UNFAMILIAR	15	4	1.139	func/u022.bmp
98.553	.813	.514	FAMOUS	5	7	1.009	func/f025.bmp
101.56	.987	.432	SCRAMBLED	17	7	1.221	func/s031.bmp
104.817	.971	.498	SCRAMBLED	18	7	.771	func/s031.bmp
107.54	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
128.036	.818	.462	FAMOUS	5	7	.983	func/f020.bmp
131.059	.995	.445	FAMOUS	7	7	.794	func/f018.bmp
134.266	.902	.435	UNFAMILIAR	13	7	.854	func/u018.bmp
137.44	.831	.505	UNFAMILIAR	14	7	.787	func/u018.bmp
140.463	.839	.427	SCRAMBLED	17	4	1.580	func/s018.bmp
143.637	.855	.562	SCRAMBLED	18	4	1.150	func/s018.bmp
146.694	.945	.419	SCRAMBLED	17	7	1.065	func/s029.bmp
149.918	.914	.506	FAMOUS	7	7	.958	func/f025.bmp
153.141	.858	.539	UNFAMILIAR	13	4	1.005	func/u032.bmp
156.365	.810	.599	UNFAMILIAR	14	4	.775	func/u032.bmp
159.506	.840	.560	UNFAMILIAR	13	7	1.122	func/u023.bmp
162.696	.850	.571	FAMOUS	7	7	1.083	func/f020.bmp
165.854	.841	.551	UNFAMILIAR	13	4	1.195	func/u021.bmp
168.943	.964	.474	UNFAMILIAR	14	4	.936	func/u021.bmp
172.217	.896	.550	FAMOUS	5	7	.978	func/f032.bmp
175.458	.992	.575	FAMOUS	5	4	1.327	func/f029.bmp
178.799	.973	.574	SCRAMBLED	19	7	1.002	func/s029.bmp
182.089	.984	.543	UNFAMILIAR	13	4	1.170	func/u029.bmp
185.263	.905	.426	SCRAMBLED	17	7	.952	func/s030.bmp
188.537	.838	.600	SCRAMBLED	18	7	1.347	func/s030.bmp
191.711	.949	.561	UNFAMILIAR	15	7	1.208	func/u023.bmp
194.4	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
215.013	.989	.583	SCRAMBLED	17	4	1.391	func/s032.bmp
218.221	.968	.451	SCRAMBLED	17	7	1.007	func/s026.bmp
221.377	.802	.429	FAMOUS	7	4	1.870	func/f032.bmp
224.35	.863	.411	SCRAMBLED	17	7	1.041	func/s024.bmp
227.457	.885	.431	FAMOUS	7	7	.837	func/f029.bmp
230.564	.979	.467	FAMOUS	5	7	.838	func/f021.bmp
233.788	.818	.480	FAMOUS	6	7	.324	func/f021.bmp
236.878	.918	.516	UNFAMILIAR	15	4	.952	func/u029.bmp
240.035	.947	.473	FAMOUS	5	4	1.016	func/f022.bmp
243.192	.922	.438	FAMOUS	6	4	.903	func/f022.bmp
246.332	.818	.447	SCRAMBLED	17	7	.928	func/s020.bmp
249.406	.956	.497	SCRAMBLED	18	7	.986	func/s020.bmp
252.647	.805	.514	SCRAMBLED	19	7	.816	func/s032.bmp
255.737	.922	.507	FAMOUS	5	7	1.026	func/f017.bmp
258.877	.998	.436	FAMOUS	6	n/a	0	func/f017.bmp
262.101	.880	.461	SCRAMBLED	19	4	1.094	func/s026.bmp
265.191	.886	.450	SCRAMBLED	17	7	.872	func/s022.bmp
268.332	.946	.497	SCRAMBLED	19	7	.926	func/s024.bmp
271.021	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
291.65	.982	.585	SCRAMBLED	17	7	.896	func/s028.bmp
294.974	.807	.575	SCRAMBLED	18	7	.852	func/s028.bmp
298.115	.840	.563	FAMOUS	5	7	.951	func/f030.bmp
301.171	.905	.445	FAMOUS	6	7	1.022	func/f030.bmp
304.429	.854	.577	FAMOUS	5	7	.992	func/f019.bmp
307.536	.832	.471	FAMOUS	6	7	.918	func/f019.bmp
310.542	.989	.407	FAMOUS	5	4	1.248	func/f023.bmp
313.716	.820	.405	FAMOUS	6	4	1.301	func/f023.bmp
316.79	.953	.481	UNFAMILIAR	13	n/a	0	func/u017.bmp
320.03	.998	.521	UNFAMILIAR	14	4	1.012	func/u017.bmp
323.337	.841	.538	SCRAMBLED	19	7	.810	func/s022.bmp
326.411	.880	.457	UNFAMILIAR	13	4	.859	func/u020.bmp
329.501	.880	.449	UNFAMILIAR	13	4	.895	func/u030.bmp
332.625	.876	.481	SCRAMBLED	17	7	.959	func/s025.bmp
335.732	.813	.464	UNFAMILIAR	13	7	.881	func/u031.bmp
338.889	.809	.573	UNFAMILIAR	14	7	.719	func/u031.bmp
341.996	.807	.524	SCRAMBLED	17	7	.806	func/s017.bmp
345.136	.950	.565	UNFAMILIAR	13	4	1.405	func/u028.bmp
348.326	.843	.469	UNFAMILIAR	15	4	.907	func/u020.bmp
350.916	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
371.528	.959	.582	UNFAMILIAR	13	7	.860	func/u019.bmp
374.769	.928	.502	UNFAMILIAR	15	4	.983	func/u030.bmp
377.976	.850	.513	FAMOUS	5	7	1.601	func/f026.bmp
380.999	.825	.411	SCRAMBLED	19	7	1.012	func/s025.bmp
384.14	.995	.537	SCRAMBLED	17	7	.793	func/s023.bmp
387.397	.822	.489	SCRAMBLED	18	7	1.040	func/s023.bmp
390.036	.012	0	n/a	999	0	0	func/Circle.bmp
