onset	trial_type	eventcode
28024	unfamiliar_new	13
28746	response	0
31349	scrambled_new	17
32290	response	0
34804	scrambled_second_early	18
35626	response	0
38350	famous_new	5
39194	response	0
41732	famous_second_early	6
42720	response	0
45260	scrambled_new	17
46001	response	0
48788	scrambled_second_early	18
49912	response	0
52334	scrambled_new	17
53227	response	0
55936	scrambled_second_early	18
57164	response	0
59354	unfamiliar_new	13
62698	unfamiliar_second_early	14
63419	response	0
66208	unfamiliar_second_late	15
67294	response	0
69755	unfamiliar_new	13
70694	response	0
73136	scrambled_new	17
74043	response	0
76719	unfamiliar_new	13
77577	response	0
80045	unfamiliar_second_early	14
80692	response	0
83573	famous_new	5
84381	response	0
86991	unfamiliar_new	13
88069	response	0
90427	famous_new	5
91449	response	0
94010	unfamiliar_second_late	15
95061	response	0
97575	famous_new	5
98442	response	0
101067	scrambled_second_late	19
101827	response	0
104687	famous_new	5
105457	response	0
108215	famous_second_early	6
109224	response	0
111670	unfamiliar_new	13
112627	response	0
115216	unfamiliar_second_early	14
116002	response	0
118726	famous_second_late	7
119469	response	0
122254	famous_new	5
122971	response	0
125635	unfamiliar_second_late	15
126333	response	0
129071	unfamiliar_new	13
129854	response	0
132581	famous_second_late	7
133633	response	0
136072	famous_new	5
137140	response	0
139674	famous_second_early	6
140644	response	0
142963	famous_second_late	7
143684	response	0
146547	scrambled_new	17
147597	response	0
149983	scrambled_second_early	18
150980	response	0
153364	famous_new	5
154159	response	0
156727	famous_second_early	6
157341	response	0
160108	scrambled_new	17
161096	response	0
163471	scrambled_second_early	18
164514	response	0
167072	famous_second_late	7
167740	response	0
170509	famous_new	5
171563	response	0
173908	unfamiliar_second_late	15
174708	response	0
177327	scrambled_new	17
178122	response	0
180891	famous_new	5
181616	response	0
184456	scrambled_new	17
185282	response	0
187818	unfamiliar_new	13
188745	response	0
191292	unfamiliar_second_early	14
192136	response	0
194765	unfamiliar_new	13
195727	response	0
198274	famous_second_late	7
199203	response	0
201674	scrambled_new	17
202547	response	0
205092	scrambled_second_early	18
206043	response	0
208712	scrambled_second_late	19
209571	response	0
212148	unfamiliar_new	13
212859	response	0
215713	famous_second_late	7
216453	response	0
219112	famous_new	5
220053	response	0
222457	famous_second_early	6
223478	response	0
225911	scrambled_second_late	19
226662	response	0
229623	scrambled_new	17
230480	response	0
233115	famous_new	5
233786	response	0
236588	famous_second_early	6
237108	response	0
240006	unfamiliar_second_late	15
241025	response	0
243515	unfamiliar_new	13
244581	response	0
247044	famous_new	5
247698	response	0
250572	unfamiliar_second_late	15
251378	response	0
253971	unfamiliar_new	13
254664	response	0
257371	scrambled_new	17
258126	response	0
260880	scrambled_second_early	18
261526	response	0
264353	scrambled_second_late	19
264925	response	0
267937	scrambled_new	17
268595	response	0
271484	scrambled_second_early	18
272089	response	0
275121	famous_new	5
275814	response	0
278558	unfamiliar_second_late	15
279478	response	0
282123	unfamiliar_new	13
282806	response	0
285632	unfamiliar_second_early	14
286170	response	0
289014	famous_second_late	7
289647	response	0
292450	famous_new	5
293168	response	0
296051	famous_second_early	6
296694	response	0
299469	unfamiliar_second_late	15
300078	response	0
303016	unfamiliar_new	13
303811	response	0
306562	unfamiliar_second_early	14
307299	response	0
310035	scrambled_new	17
310648	response	0
313398	scrambled_second_early	18
314057	response	0
317036	scrambled_new	17
317775	response	0
320638	famous_second_late	7
321241	response	0
324166	unfamiliar_new	13
324867	response	0
327676	unfamiliar_second_early	14
328783	response	0
331204	scrambled_new	17
331874	response	0
334622	unfamiliar_new	13
335324	response	0
338132	scrambled_new	17
339125	response	0
341733	famous_new	5
342420	response	0
345353	scrambled_second_late	19
346149	response	0
348918	scrambled_new	17
349834	response	0
352282	scrambled_second_early	18
353004	response	0
355625	unfamiliar_new	13
356377	response	0
358915	scrambled_second_late	19
359582	response	0
362351	unfamiliar_new	13
363267	response	0
365898	unfamiliar_second_late	15
366720	response	0
369518	scrambled_new	17
370377	response	0
373046	scrambled_second_early	18
374017	response	0
376408	scrambled_second_late	19
377272	response	0
379753	famous_new	5
380463	response	0
383336	famous_second_early	6
384039	response	0
386938	famous_second_late	7
387664	response	0
390558	famous_new	5
391418	response	0
394049	famous_second_early	6
394848	response	0
397393	unfamiliar_new	13
398210	response	0
400940	unfamiliar_second_late	15
401706	response	0
404505	famous_new	5
407886	unfamiliar_second_late	15
408600	response	0
411322	scrambled_new	17
412240	response	0
414795	unfamiliar_new	13
415605	response	0
418489	unfamiliar_second_early	14
419088	response	0
421943	unfamiliar_new	13
422661	response	0
425416	unfamiliar_second_early	14
426072	response	0
428908	scrambled_new	17
429965	response	0
432473	scrambled_second_early	18
433410	response	0
435817	unfamiliar_second_late	15
436600	response	0
439199	scrambled_new	17
439890	response	0
442671	scrambled_second_early	18
443397	response	0
446089	famous_second_late	7
446722	response	0
449397	famous_new	5
