subject_id,cjv,cnr,efc,fber,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,icvs_csf,icvs_gm,icvs_wm,inu_med,inu_range,qi_1,qi_2,rpve_csf,rpve_gm,rpve_wm,size_x,size_y,size_z,snr_csf,snr_gm,snr_total,snr_wm,snrd_csf,snrd_gm,snrd_total,snrd_wm,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mad,summary_bg_mean,summary_bg_median,summary_bg_n,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_csf_k,summary_csf_mad,summary_csf_mean,summary_csf_median,summary_csf_n,summary_csf_p05,summary_csf_p95,summary_csf_stdv,summary_gm_k,summary_gm_mad,summary_gm_mean,summary_gm_median,summary_gm_n,summary_gm_p05,summary_gm_p95,summary_gm_stdv,summary_wm_k,summary_wm_mad,summary_wm_mean,summary_wm_median,summary_wm_n,summary_wm_p05,summary_wm_p95,summary_wm_stdv,tpm_overlap_csf,tpm_overlap_gm,tpm_overlap_wm,wm2max
0001,0.34482967857306995,3.7889314245716226,0.6086038838217745,10010.4072265625,3.6926666666666663,3.61352,3.74178,3.7227,0.19121160080667765,0.4440345856629255,0.3647538135303969,1.024689793586731,0.26675119996070884,0.00010017678255745433,0.008248896444468853,24.759561476547322,11.765865030488499,16.38817529303219,192,256,256,2.593452313956071,15.55504840416507,15.053099372096922,27.010797398169622,59.72020503274947,119.3948353143759,111.73287560315362,156.08358646233546,1.0,1.0,1.0,61.69078053724766,4.197383403778076,6.684443950653076,5.625187873840332,2323935.0,0.0,17.38353939056396,7.736506462097168,23.148685978168572,106.29739379882812,411.4660339355469,382.6204833984375,28957.0,265.29863891601565,609.0055175781248,147.5307159423828,0.2583505308401435,47.166324615478516,766.6675415039062,764.948974609375,30718.0,688.3714813232422,850.715185546875,49.17609405517578,0.6949058843504874,33.889549255371094,1000.7926025390625,1000.0095825195312,232075.0,940.8314270019532,1062.5668823242186,37.02250671386719,0.23672235012054443,0.5059142112731934,0.5458033084869385,0.4549165315870486
