onset	duration	trial_type	value	channels
1.48	2.2	New Segment	n/a	['EEG_Cz']
3.754032	0.0	IMPEDANCE-START	n/a	['EKG_', 'EMG.Tibialis_Leg.Right', 'EMG.Submental_Chin', 'EMG.Tibialis_Leg.Left', 'EEG_REF', 'EOG_E1', 'EOG_E2', 'EEG_M1', 'EEG_C3', 'EEG_M2', 'EEG_Fz', 'EEG_Cz', 'EEG_Pz', 'EEG_Oz']
63.790539	0.0	IMPEDANCE-PASSED	n/a	['EKG_', 'EMG.Tibialis_Leg.Right', 'EMG.Submental_Chin', 'EMG.Tibialis_Leg.Left', 'EEG_REF', 'EOG_E1', 'EOG_E2', 'EEG_M1', 'EEG_C3', 'EEG_M2', 'EEG_Fz', 'EEG_Cz', 'EEG_Pz']
63.790539	0.0	IMPEDANCE-REFERENCE	n/a	['EEG_Oz']
63.87	28654.9	New Segment	n/a	['EEG_Cz']
178.77516	0.0	LIGHTS-OFF	n/a	['EEG_C3']
28687.433573	0.0	LIGHTS-ON	n/a	['EEG_C3']
