onset	duration	trial_type	response_time	sample	value
82.8046875000	n/a	stimulus	n/a	21198	128
85.9296875000	n/a	response	n/a	21998	2
209.4101562500	n/a	stimulus	n/a	53609	128
213.2304687500	n/a	response	n/a	54587	2
332.5742187500	n/a	stimulus	n/a	85139	128
335.4492187500	n/a	response	n/a	85875	2
491.6796875000	n/a	stimulus	n/a	125870	128
495.2031250000	n/a	response	n/a	126772	2
544.8085937500	n/a	stimulus	n/a	139471	128
547.5000000000	n/a	response	n/a	140160	2
550.4726562500	n/a	response	n/a	140921	2
640.2304687500	n/a	stimulus	n/a	163899	128
642.8710937500	n/a	response	n/a	164575	2
792.7500000000	n/a	stimulus	n/a	202944	128
795.3828125000	n/a	response	n/a	203618	4
851.3007812500	n/a	stimulus	n/a	217933	128
854.1367187500	n/a	response	n/a	218659	4
899.8398437500	n/a	stimulus	n/a	230359	128
902.4648437500	n/a	response	n/a	231031	2
904.5976562500	n/a	response	n/a	231577	2
992.7656250000	n/a	stimulus	n/a	254148	128
996.0351562500	n/a	response	n/a	254985	2
998.2460937500	n/a	response	n/a	255551	2
1027.4023437500	n/a	stimulus	n/a	263015	128
1030.0156250000	n/a	response	n/a	263684	2
1032.1406250000	n/a	response	n/a	264228	4
1172.4921875000	n/a	stimulus	n/a	300158	128
1175.3867187500	n/a	response	n/a	300899	4
1272.7890625000	n/a	stimulus	n/a	325834	128
1275.9140625000	n/a	response	n/a	326634	2
1278.0429687500	n/a	response	n/a	327179	2
1363.3476562500	n/a	stimulus	n/a	349017	128
1366.2578125000	n/a	response	n/a	349762	2
1370.5976562500	n/a	response	n/a	350873	2
1405.6015625000	n/a	stimulus	n/a	359834	128
1409.0507812500	n/a	response	n/a	360717	2
