onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index	event_sample
179.8242	0.5000	0.0000	255	PRF-BLANK	sub-som682_ses-nyuecog01_task-prf_run-01.mat	209	92070
180.6738	0.5000	0.0000	255	PRF-BLANK	sub-som682_ses-nyuecog01_task-prf_run-01.mat	210	92505
181.5234	0.5000	0.0000	255	PRF-BLANK	sub-som682_ses-nyuecog01_task-prf_run-01.mat	211	92940
182.3730	0.5000	0.0000	255	PRF-BLANK	sub-som682_ses-nyuecog01_task-prf_run-01.mat	212	93375
183.2246	0.5000	0.0000	255	PRF-BLANK	sub-som682_ses-nyuecog01_task-prf_run-01.mat	213	93811
184.0742	0.5000	0.0000	255	PRF-BLANK	sub-som682_ses-nyuecog01_task-prf_run-01.mat	214	94246
184.9238	0.5000	0.0000	255	PRF-BLANK	sub-som682_ses-nyuecog01_task-prf_run-01.mat	215	94681
185.7754	0.5000	0.0000	255	PRF-BLANK	sub-som682_ses-nyuecog01_task-prf_run-01.mat	216	95117
186.6250	0.5000	0.0000	255	PRF-BLANK	sub-som682_ses-nyuecog01_task-prf_run-01.mat	217	95552
187.4746	0.5000	0.0000	255	PRF-BLANK	sub-som682_ses-nyuecog01_task-prf_run-01.mat	218	95987
188.3242	0.5000	0.0000	255	PRF-BLANK	sub-som682_ses-nyuecog01_task-prf_run-01.mat	219	96422
189.1758	0.5000	0.0000	255	PRF-BLANK	sub-som682_ses-nyuecog01_task-prf_run-01.mat	220	96858
190.0254	0.5000	0.0000	255	PRF-BLANK	sub-som682_ses-nyuecog01_task-prf_run-01.mat	221	97293
190.8750	0.5000	0.0000	255	PRF-BLANK	sub-som682_ses-nyuecog01_task-prf_run-01.mat	222	97728
191.7246	0.5000	0.0000	255	PRF-BLANK	sub-som682_ses-nyuecog01_task-prf_run-01.mat	223	98163
192.5762	0.5000	0.0000	255	PRF-BLANK	sub-som682_ses-nyuecog01_task-prf_run-01.mat	224	98599
