name	x	y	z
g1	14.208	90.776	-4.102
g2	18.726	91.828	16.957
g3	18.331	91.993	43.159
g4	21.315	90.736	69.368
g5	44.561	89.303	-11.743
g6	41.629	89.816	12.063
g7	44.903	88.152	41.027
g8	55.405	82.23	62.519
g9	69.31	78.512	6.141
g10	63.255	69.911	34.015
g11	82.989	65.597	59.278
g12	84.653	53.977	43.041
g13	106.472	35.934	54.223
g14	101.816	22.764	36.746
g15	112.443	8.507	49.502
g16	79.02	43.168	-25.548
g17	111.127	-21.215	45.041
g18	103.348	-15.719	28.489
g19	98.943	-44.069	44.995
g20	81.403	-48.63	21.396
g21	75.199	-66.574	41.071
g22	55.032	-61.962	12.038
g23	59.118	-67.902	-11.693
g24	47.93	-80.502	38.949
g25	36.69	-79.868	15.873
g26	40.181	-74.647	-12.069
g27	45.583	-65.263	-36.534
g28	17.228	-89.076	40.723
g29	11.397	-85.274	15.412
g30	13.598	-78.373	-9.205
g31	12.017	-72.24	-29.556
g32	78.97	-16.313	-33.685
y1	14.392	81.978	91.502
y2	34.719	66.2	112.51
y3	22.021	46.599	134.604
y4	7.499	15.775	151.976
y5	42.461	78.602	86.202
y6	60.256	55.382	105.837
y7	45.752	40.789	129.151
y8	36.119	14.542	144.944
y9	69.422	64.807	79.388
y10	89.33	46.832	80.203
y11	77.844	39.61	107.218
y12	67.14	17.479	128.212
y13	103.656	22.786	78.888
y14	92.902	7.553	105.508
y15	107.784	-8.816	76.875
y16	74.578	-10.182	123.646
y17	91.541	-27.148	101.452
y18	99.99	-39.404	70.987
y19	49.894	-9.52	137.5
y20	63.107	-35.696	119.341
y21	76.481	-52.901	92.857
y22	82.957	-58.482	65.437
y23	60.109	-75.019	63.936
y24	33.56	-34.893	136.628
y25	44.267	-56.001	117.111
y26	53.209	-69.06	91.611
y27	35.732	-84.934	63.861
y28	-5.358	-5.936	151.616
y29	6.399	-33.754	144.797
y30	17.927	-62.369	122.654
y31	28.437	-78.832	93.491
y32	8.098	-90.244	68.257
r1	-30.608	88.147	55.479
r2	-9.069	88.519	74.627
r3	-35.491	79.768	83.312
r4	-59.293	65.794	90.916
r5	-78.63	45.743	91.277
r6	-13.651	78.568	100.841
r7	-39.07	66.914	108.421
r8	-60.068	48.142	114.019
r9	-75.578	20.494	112.934
r10	5.441	67.661	120.858
r11	-21.406	56.534	129.512
r12	-44.775	39.913	132.682
r13	-59.211	7.419	131.959
r14	-2.953	41.314	142.781
r15	-23.855	17.549	149.291
r16	-34.916	-9.224	146.209
r17	-26.532	-38.38	140.52
r18	-8.45	-56.282	132.4
r19	-60.889	-19.459	126.631
r20	-45.113	-53.588	119.433
r21	-25.74	-69.664	111.819
r22	-0.692	-80.216	100.788
r23	-77.155	-6.06	112.77
r24	-73.791	-32.071	105.782
r25	-60.573	-56.729	98.775
r26	-41.338	-74.413	88.987
r27	-18.784	-85.564	75.206
r28	-76.935	-51.122	78.529
r29	-40.196	-80.661	58.764
r30	-15.642	-89.008	47.222
r31	-29.384	-83.135	24.012
r32	-28.904	-82.078	22.313
w1	-39.282	83.636	6.841
w2	-60.823	73.509	14.347
w3	-79.96	56.845	17.524
w4	-91.367	28.916	16.886
w5	-42.39	87.898	32.548
w6	-57.312	79.228	36.112
w7	-73.805	65.583	39.199
w8	-89.251	43.518	40.569
w9	-94.599	25.128	39.612
w10	-48.915	80.936	60.618
w11	-69.5	66.724	64.913
w12	-85.345	49.58	64.583
w13	-95.192	23.691	66.361
w14	-89.818	21.885	91.299
w15	-91.268	-2.032	88.887
w16	-89.531	-26.45	83.824
w17	-99.734	3.904	61.786
w18	-95.048	-21.898	57.733
w19	-84.402	-46.763	52.672
w20	-71.558	-63.023	43.157
w21	-48.669	-77.659	36.053
w22	-97.514	8.087	38.649
w23	-95.794	-14.666	35.342
w24	-89.436	-33.103	28.81
w25	-75.616	-53.547	22.545
w26	-57.714	-68.276	13.812
w27	-42.847	-74.947	4.818
w28	-96.076	10.364	19.04
w29	-92.654	-17.286	15.408
w30	-81.392	-40.532	3.528
w31	-63.924	-55.624	-5.759
w32	-36.916	-64.692	-14.028
n1	-28.133	72.314	-61.613
n2	-55.275	75.784	-42.277
n3	-84.381	56.507	-25.138
n4	-103.597	24.332	-20.44
n5	-104.074	-6.793	-24.134
n6	-84.071	-37.933	-34.263
n7	-53.885	-51.553	-52.356
n8	-26.87	-46.066	-74.824
n9	-50.456	79.416	-66.584
n10	-81.501	66.66	-44.142
n11	-102.284	44.221	-36.773
n12	-112.006	5.361	-38.814
n13	-102.446	-24.141	-44.532
n14	-80.18	-45.391	-53.652
n15	-48.047	-53.267	-77.838
n16	-69.407	78.438	-70.056
n17	-102.094	56.698	-53.365
n18	-117.758	24.308	-50.688
n19	-115.996	-5.991	-54.143
n20	-100.027	-35.955	-60.858
n21	-68.289	-52.669	-79.583
n22	-65.31	84.375	-88.347
n23	-103.646	73.988	-65.599
n24	-125.292	47.901	-57.909
n25	-130.751	9.711	-61.373
n26	-120.358	-26.26	-68.227
n27	-101.786	-48.726	-76.228
n28	-71.225	-56.059	-98.843
n32	20.934	-9.086	148.587
