onset	duration	trial_type	response_time	sample	value
184.8554687500	n/a	stimulus	n/a	47323	128
189.9960937500	n/a	response	n/a	48639	4
270.4023437500	n/a	stimulus	n/a	69223	128
402.4804687500	n/a	stimulus	n/a	103035	128
405.5507812500	n/a	response	n/a	103821	2
409.7734375000	n/a	response	n/a	104902	2
412.3242187500	n/a	response	n/a	105555	2
437.3281250000	n/a	stimulus	n/a	111956	128
443.8789062500	n/a	response	n/a	113633	2
524.7226562500	n/a	stimulus	n/a	134329	128
527.7148437500	n/a	response	n/a	135095	2
530.0234375000	n/a	response	n/a	135686	2
627.5937500000	n/a	stimulus	n/a	160664	128
632.6289062500	n/a	response	n/a	161953	8
766.8828125000	n/a	stimulus	n/a	196322	128
772.9531250000	n/a	response	n/a	197876	2
775.3476562500	n/a	response	n/a	198489	2
777.8125000000	n/a	response	n/a	199120	2
815.8046875000	n/a	stimulus	n/a	208846	128
819.3710937500	n/a	response	n/a	209759	2
821.9492187500	n/a	response	n/a	210419	4
908.9843750000	n/a	stimulus	n/a	232700	128
912.5937500000	n/a	response	n/a	233624	2
1028.0585937500	n/a	stimulus	n/a	263183	128
1033.7734375000	n/a	response	n/a	264646	2
1096.8046875000	n/a	stimulus	n/a	280782	128
1103.3046875000	n/a	response	n/a	282446	4
1105.5312500000	n/a	response	n/a	283016	2
1158.5273437500	n/a	stimulus	n/a	296583	128
1161.7539062500	n/a	response	n/a	297409	4
1165.2109375000	n/a	response	n/a	298294	2
1167.5820312500	n/a	response	n/a	298901	2
1234.5859375000	n/a	stimulus	n/a	316054	128
1240.3789062500	n/a	response	n/a	317537	2
1350.1992187500	n/a	stimulus	n/a	345651	128
1355.1484375000	n/a	response	n/a	346918	2
1441.3593750000	n/a	stimulus	n/a	368988	128
1450.0625000000	n/a	response	n/a	371216	4
