onset	duration	label	channels
n/a	n/a	chan_manual	["EEG008","EEG009","EEG010","EEG011","EEG012","EEG013","EEG024","EEG026","EEG029","EEG030","EEG048","EEG049","EEG050","EEG051","EEG106","EEG107"]
n/a	n/a	chan_bridge	["EEG008","EEG009","EEG010","EEG011","EEG012","EEG013","EEG024","EEG026","EEG029","EEG030","EEG048","EEG049","EEG050","EEG051","EEG106","EEG107"]
n/a	n/a	chan_rank	["EEG023"]
n/a	n/a	comp_manual	["ICA001","ICA002","ICA003","ICA005","ICA006","ICA007","ICA012","ICA015","ICA018","ICA022","ICA023","ICA028","ICA029","ICA030","ICA032","ICA033","ICA034","ICA035","ICA036","ICA037","ICA039","ICA040","ICA041","ICA042","ICA044","ICA045","ICA046","ICA047","ICA051","ICA053","ICA054","ICA055","ICA058","ICA059","ICA062","ICA063","ICA064","ICA065","ICA066","ICA067","ICA069","ICA070","ICA071","ICA072","ICA073","ICA074","ICA076","ICA077","ICA079","ICA080","ICA081","ICA082","ICA083","ICA085","ICA086","ICA087","ICA089","ICA091","ICA093","ICA094","ICA096","ICA097","ICA098","ICA099","ICA100","ICA101","ICA102","ICA103","ICA104","ICA105","ICA106","ICA107","ICA108","ICA109","ICA110"]
n/a	n/a	comp_ic_rt	["ICA004","ICA009","ICA010","ICA011","ICA013","ICA019","ICA020","ICA024","ICA025","ICA027","ICA031","ICA038","ICA040","ICA048","ICA049","ICA052","ICA057","ICA060","ICA062","ICA063","ICA066","ICA075","ICA078","ICA082","ICA084","ICA090","ICA095","ICA099","ICA106","ICA111"]
n/a	n/a	comp_brain	["ICA001","ICA004","ICA008","ICA009","ICA010","ICA013","ICA014","ICA017","ICA019","ICA020","ICA025","ICA027","ICA040","ICA060"]
n/a	n/a	comp_muscle	["ICA030"]
n/a	n/a	comp_eye	["ICA002"]
n/a	n/a	comp_chan_noise	["ICA003","ICA006","ICA007","ICA012","ICA018","ICA022","ICA029","ICA032","ICA033","ICA034","ICA035","ICA036","ICA037","ICA039","ICA042","ICA044","ICA045","ICA046","ICA047","ICA051","ICA053","ICA054","ICA055","ICA059","ICA062","ICA063","ICA064","ICA065","ICA066","ICA067","ICA069","ICA070","ICA071","ICA073","ICA074","ICA077","ICA079","ICA080","ICA081","ICA083","ICA087","ICA091","ICA093","ICA094","ICA096","ICA097","ICA098","ICA099","ICA100","ICA102","ICA103","ICA104","ICA105","ICA106","ICA107","ICA108","ICA109","ICA110"]
n/a	n/a	comp_other	["ICA005","ICA011","ICA015","ICA016","ICA021","ICA023","ICA024","ICA026","ICA028","ICA031","ICA038","ICA041","ICA043","ICA048","ICA049","ICA050","ICA052","ICA056","ICA057","ICA058","ICA061","ICA068","ICA072","ICA075","ICA076","ICA078","ICA082","ICA084","ICA085","ICA086","ICA088","ICA089","ICA090","ICA092","ICA095","ICA101","ICA111"]
