onset	duration	response_time	button_press	stim_file
n/a	n/a	1.452	3	meg/f053.bmp
n/a	n/a	1.746	1	meg/u028.bmp
n/a	n/a	1.284	1	meg/u143.bmp
n/a	n/a	1.369	3	meg/f084.bmp
n/a	n/a	1.219	3	meg/f119.bmp
n/a	n/a	1.531	1	meg/u087.bmp
n/a	n/a	2.054	1	meg/f141.bmp
n/a	n/a	1.131	3	meg/f096.bmp
n/a	n/a	1.335	1	meg/u096.bmp
n/a	n/a	2.178	2	meg/u016.bmp
n/a	n/a	2.657	2	meg/u080.bmp
n/a	n/a	1.564	1	meg/u032.bmp
n/a	n/a	1.845	2	meg/u064.bmp
n/a	n/a	1.179	1	meg/u071.bmp
n/a	n/a	2.555	2	meg/u041.bmp
n/a	n/a	1.195	1	meg/f105.bmp
n/a	n/a	1.036	3	meg/f073.bmp
n/a	n/a	1.043	3	meg/f001.bmp
n/a	n/a	3.083	2	meg/u095.bmp
n/a	n/a	0.82	3	meg/f026.bmp
n/a	n/a	1.22	1	meg/u063.bmp
n/a	n/a	1.164	1	meg/u115.bmp
n/a	n/a	1.246	2	meg/u049.bmp
n/a	n/a	0.917	3	meg/f110.bmp
n/a	n/a	0.881	3	meg/f135.bmp
n/a	n/a	1.032	1	meg/u099.bmp
n/a	n/a	2.44	3	meg/f019.bmp
n/a	n/a	1.22	2	meg/u021.bmp
n/a	n/a	1.844	3	meg/f125.bmp
n/a	n/a	1.129	3	meg/f027.bmp
n/a	n/a	2.709	2	meg/u104.bmp
n/a	n/a	0.789	3	meg/f052.bmp
n/a	n/a	1.494	1	meg/u125.bmp
n/a	n/a	1.387	3	meg/f107.bmp
n/a	n/a	2.331	1	meg/u040.bmp
n/a	n/a	1.236	2	meg/u031.bmp
n/a	n/a	1.172	1	meg/u085.bmp
n/a	n/a	1.101	2	meg/u007.bmp
n/a	n/a	2.37	1	meg/u121.bmp
n/a	n/a	0.978	3	meg/f113.bmp
n/a	n/a	1.132	2	meg/u009.bmp
n/a	n/a	0.791	3	meg/f104.bmp
n/a	n/a	0.985	1	meg/u112.bmp
n/a	n/a	0.875	3	meg/f040.bmp
n/a	n/a	0.969	3	meg/f054.bmp
n/a	n/a	2.484	1	meg/u091.bmp
n/a	n/a	1.119	1	meg/u048.bmp
n/a	n/a	0.803	1	meg/u110.bmp
n/a	n/a	1.684	1	meg/u098.bmp
n/a	n/a	0.784	3	meg/f120.bmp
n/a	n/a	1.026	3	meg/f011.bmp
n/a	n/a	0.978	3	meg/f097.bmp
n/a	n/a	1.412	3	meg/f046.bmp
n/a	n/a	2.036	2	meg/f103.bmp
n/a	n/a	2.257	3	meg/f112.bmp
n/a	n/a	2.061	3	meg/f115.bmp
n/a	n/a	1.457	1	meg/u039.bmp
n/a	n/a	1.079	2	meg/u072.bmp
n/a	n/a	0.829	3	meg/f018.bmp
n/a	n/a	3.405	2	meg/u008.bmp
n/a	n/a	0.969	3	meg/f058.bmp
n/a	n/a	0.82	3	meg/f109.bmp
n/a	n/a	1.068	3	meg/f106.bmp
n/a	n/a	1.275	3	meg/f033.bmp
n/a	n/a	0.88	3	meg/f070.bmp
n/a	n/a	2.75	2	meg/f140.bmp
n/a	n/a	0.726	3	meg/f090.bmp
n/a	n/a	0.929	1	meg/u126.bmp
n/a	n/a	2.845	3	meg/f118.bmp
n/a	n/a	0.769	1	meg/u117.bmp
n/a	n/a	1.251	3	meg/f039.bmp
n/a	n/a	0.858	1	meg/u132.bmp
n/a	n/a	1.089	3	meg/f021.bmp
n/a	n/a	0.982	2	meg/u067.bmp
n/a	n/a	0.704	3	meg/f034.bmp
n/a	n/a	0.941	1	meg/u059.bmp
n/a	n/a	1.592	3	meg/f099.bmp
n/a	n/a	1.16	3	meg/f145.bmp
n/a	n/a	2.107	1	meg/u106.bmp
n/a	n/a	1.389	3	meg/f095.bmp
n/a	n/a	1.453	2	meg/u020.bmp
n/a	n/a	1.748	1	meg/u010.bmp
n/a	n/a	1.525	3	meg/f116.bmp
n/a	n/a	0.992	3	meg/f051.bmp
n/a	n/a	1.296	3	meg/f072.bmp
n/a	n/a	0.909	3	meg/f038.bmp
n/a	n/a	1.922	3	meg/f055.bmp
n/a	n/a	1.164	3	meg/f093.bmp
n/a	n/a	1.174	2	meg/u056.bmp
n/a	n/a	1.559	1	meg/u088.bmp
n/a	n/a	1.553	2	meg/u073.bmp
n/a	n/a	1.435	3	meg/f029.bmp
n/a	n/a	1.354	3	meg/f059.bmp
n/a	n/a	1.812	1	meg/u097.bmp
n/a	n/a	2.514	1	meg/f149.bmp
n/a	n/a	1.284	1	meg/u042.bmp
n/a	n/a	1.785	3	meg/f111.bmp
n/a	n/a	0.785	3	meg/f094.bmp
n/a	n/a	1.172	3	meg/f146.bmp
n/a	n/a	1.725	1	meg/u054.bmp
n/a	n/a	0.792	3	meg/f047.bmp
n/a	n/a	1.049	3	meg/f023.bmp
n/a	n/a	0.968	3	meg/f114.bmp
n/a	n/a	1.282	2	meg/u145.bmp
n/a	n/a	0.896	1	meg/u103.bmp
n/a	n/a	2.805	1	meg/f092.bmp
n/a	n/a	0.954	3	meg/f060.bmp
n/a	n/a	1.357	1	meg/u058.bmp
n/a	n/a	0.735	3	meg/f008.bmp
n/a	n/a	1.628	3	meg/f042.bmp
n/a	n/a	0.882	3	meg/f036.bmp
n/a	n/a	1.248	3	meg/f081.bmp
n/a	n/a	1.071	3	meg/f102.bmp
n/a	n/a	1.085	3	meg/f028.bmp
n/a	n/a	1.339	3	meg/f035.bmp
n/a	n/a	1.173	1	meg/u051.bmp
n/a	n/a	1.015	3	meg/f150.bmp
n/a	n/a	1.335	3	meg/f089.bmp
n/a	n/a	1.651	1	meg/u123.bmp
n/a	n/a	2.272	2	meg/u050.bmp
n/a	n/a	0.995	2	meg/u083.bmp
n/a	n/a	1.453	1	meg/u079.bmp
n/a	n/a	1.211	3	meg/f098.bmp
n/a	n/a	0.811	3	meg/f061.bmp
n/a	n/a	1.612	1	meg/u135.bmp
n/a	n/a	1.179	3	meg/f069.bmp
n/a	n/a	1.053	3	meg/f056.bmp
