name	x	y	z
g1	7.428	78.947	-29.014
g2	14.357	85.97	-0.288
g3	16.97	89.86	34.3
g4	30.45	88.187	60.912
g5	32.726	73.066	-39.372
g6	35.367	82.855	-8.649
g7	42.284	84.608	23.793
g8	60.691	81.152	48.16
g9	56.625	72.714	-18.646
g10	72.231	41.048	-25.513
g11	87.084	67.749	41.944
g12	60.769	67.58	21.429
g13	108.439	41.091	33.942
g14	89.828	53.973	28.362
g15	117.953	10.995	30.277
g16	107.295	15.826	17.874
g17	118.512	-26.395	23.8
g18	108.388	-15.91	10.763
g19	105.477	-54.651	25.379
g20	93.815	-49.946	11.461
g21	84.61	-73.708	27.24
g22	63.812	-68.731	5.99
g23	54.258	-71.705	-28.994
g24	58.476	-88.497	30.586
g25	39.003	-87.753	4.386
g26	31.159	-80.576	-23.886
g27	31.111	-67.468	-52.31
g28	26.536	-99.136	39.111
g29	11.376	-93.551	13.345
g30	7.068	-84.764	-14.887
g31	0.149	-77.272	-34.391
g32	70.52	-31.584	-39.764
y1	31.871	82.789	93.083
y2	56.583	62.168	111.265
y3	47.546	40.959	137.589
y4	36.288	8.355	156.282
y5	58.425	77.799	80.015
y6	81.249	52.177	101.62
y7	72.47	32.567	125.581
y8	63.168	10.06	141.555
y9	85.352	64.732	73.463
y10	105.986	45.797	63.115
y11	102.799	35.623	93.79
y12	93.061	13.479	119.491
y13	119.334	21.05	58.137
y14	116.591	5.974	89.283
y15	123.053	-10.765	54.207
y16	100.561	-12.743	114.716
y17	116.226	-31.261	83.952
y18	117.715	-40.201	49.228
y19	76.365	-15.223	134.676
y20	89.544	-43.504	114.39
y21	98.642	-60.906	83.648
y22	99.786	-66.063	53.008
y23	77.494	-85.222	54.923
y24	61.614	-40.178	136.194
y25	67.243	-62.79	116.65
y26	75.405	-78.173	89.573
y27	50.403	-95.333	62.666
y28	19.765	-16.043	160.917
y29	33.248	-43.478	151.317
y30	41.147	-72.307	127.675
y31	46.908	-89.309	97.563
y32	23.906	-100.672	72.477
r1	-23.441	86.12	58.287
r2	1.799	87.678	76.225
r3	-25.701	78.293	89.827
r4	-46.447	61.407	102.097
r5	-63.409	40.283	105.387
r6	0.982	77.442	108.034
r7	-23.464	63.257	120.584
r8	-42.918	42.738	127.351
r9	-58.073	13.588	130.206
r10	27.17	64.478	127.105
r11	-0.467	53.2	140.108
r12	-23.098	33.26	147.686
r13	-35.95	-2.082	148.244
r14	21.414	35.537	151.888
r15	-1.408	11.043	161.122
r16	-10.763	-18.275	159.559
r17	-3.251	-46.909	152.195
r18	14.721	-67.042	140.033
r19	-35.487	-30.987	145.468
r20	-24.495	-62.475	133.551
r21	-4.476	-79.535	122.351
r22	19.853	-89.414	108.847
r23	-64.072	-13.339	128.116
r24	-60.31	-44.396	121.132
r25	-44.131	-66.116	112.689
r26	-24.666	-84.69	100.714
r27	-0.853	-96.393	84.289
r28	-63.711	-60.769	90.586
r29	-48.491	-79.352	79.847
r30	-30.023	-91.89	67.809
r31	-1.196	-99.287	50.043
r32	-23.876	-93.095	31.974
w1	-43.321	75.443	2.012
w2	-65.647	65.358	17.091
w3	-83.849	49.378	29.029
w4	-98.203	25.498	33.028
w5	-36.543	84.866	31.795
w6	-53.955	74.61	40.846
w7	-70.5	60.188	49.488
w8	-84.184	43.739	56.354
w9	-93.281	16.063	57.142
w10	-45.265	75.474	70.57
w11	-64.906	57.419	76.573
w12	-77.925	40.868	81.395
w13	-87.118	13.043	79.48
w14	-76.175	16.591	105.482
w15	-78.363	-15.244	103.36
w16	-74.718	-38.863	99.413
w17	-88.854	-6.392	74.828
w18	-85.374	-34.019	72.982
w19	-74.724	-56.832	66.463
w20	-59.737	-74.787	54.018
w21	-44.282	-86.41	41.594
w22	-94.029	-4.994	51.572
w23	-92.343	-27.762	49.704
w24	-83.781	-50.061	42.537
w25	-71.405	-64.418	31.293
w26	-56.06	-75.795	19.732
w27	-44.557	-82.315	10.174
w28	-101.735	0.479	32.342
w29	-97.116	-29.693	27.282
w30	-83.768	-52.682	14.756
w31	-66.838	-64.166	2.825
w32	-46.935	-71.88	-12.687
n1	-37.734	37.732	-80.452
n2	-49.088	57.121	-47.047
n3	-85.474	56.934	-11.615
n4	-109.69	29.648	10.941
n5	-115.738	-7.872	15.898
n6	-97.501	-50.33	-2.794
n7	-69.546	-65.519	-32.561
n8	-45.549	-53.747	-64.581
n9	-58.679	53.965	-71.868
n10	-82.654	64.26	-32.228
n11	-112.52	47.82	-9.002
n12	-126.441	12.912	2.068
n13	-121.727	-31.109	-5.208
n14	-100.862	-56.511	-24.637
n15	-71.05	-63.017	-57.726
n16	-80.43	66.857	-67.006
n17	-109.307	61.078	-28.527
n18	-132.545	29.286	-10.721
n19	-139.579	-6.687	-9.35
n20	-123.356	-46.838	-25.504
n21	-95.448	-66.992	-52.897
n22	-77.541	57.537	-90.039
n23	-103.694	73.626	-51.649
n24	-136.292	49.912	-26.09
n25	-148.489	12.635	-19.109
n26	-144.218	-30.921	-27.609
n27	-125.269	-62.078	-44.938
n28	-91.81	-68.567	-81.441
n32	53.306	-16.165	148.91
