onset	duration	trial_type	easy_par	hard_par
16.006	4.500	easy_par	-0.229	n/a
21.267	4.500	easy_par	-0.229	n/a
31.756	4.500	easy_par	-0.229	n/a
37.016	4.500	easy_par	-0.229	n/a
42.261	4.500	hard_par	n/a	-0.188
47.505	4.500	hard_par	n/a	-0.188
52.766	4.500	easy_par	-0.229	n/a
58.010	4.500	easy_par	-0.229	n/a
63.254	4.500	hard_par	n/a	-0.188
68.515	4.500	hard_par	n/a	-0.188
73.760	4.500	easy_par	0.771	n/a
79.004	4.500	hard_par	n/a	-0.188
84.265	4.500	easy_par	-0.229	n/a
89.509	4.500	hard_par	n/a	-0.188
94.753	4.500	easy_par	-0.229	n/a
105.258	4.500	hard_par	n/a	0.812
110.502	4.500	hard_par	n/a	-0.188
115.763	4.500	hard_par	n/a	-0.188
121.008	4.500	easy_par	-0.229	n/a
126.252	4.500	hard_par	n/a	-0.188
131.513	4.500	hard_par	n/a	-0.188
136.757	4.500	hard_par	n/a	-0.188
142.001	4.500	hard_par	n/a	-0.188
147.262	4.500	hard_par	n/a	-0.188
152.507	4.500	hard_par	n/a	0.812
157.751	4.500	hard_par	n/a	0.812
163.012	4.500	easy_par	-0.229	n/a
168.256	4.500	easy_par	-0.229	n/a
178.761	4.500	easy_par	-0.229	n/a
184.005	4.500	easy_par	0.771	n/a
189.266	4.500	hard_par	n/a	-0.188
194.511	4.500	easy_par	-0.229	n/a
199.755	4.500	hard_par	n/a	-0.188
205.016	4.500	hard_par	n/a	-0.188
210.260	4.500	hard_par	n/a	0.812
215.504	4.500	hard_par	n/a	-0.188
220.765	4.500	hard_par	n/a	-0.188
226.009	4.500	easy_par	-0.229	n/a
231.254	4.500	hard_par	n/a	-0.188
236.514	4.500	easy_par	0.771	n/a
241.759	4.500	hard_par	n/a	0.812
252.264	4.500	easy_par	0.771	n/a
257.508	4.500	hard_par	n/a	-0.188
262.752	4.500	hard_par	n/a	-0.188
268.013	4.500	hard_par	n/a	-0.188
273.258	4.500	hard_par	n/a	-0.188
278.502	4.500	hard_par	n/a	-0.188
283.763	4.500	hard_par	n/a	-0.188
289.007	4.500	easy_par	-0.229	n/a
294.251	4.500	easy_par	-0.229	n/a
299.512	4.500	hard_par	n/a	-0.188
304.756	4.500	hard_par	n/a	0.812
310.017	4.500	hard_par	n/a	-0.188
315.262	4.500	easy_par	-0.229	n/a
325.767	4.500	easy_par	-0.229	n/a
331.011	4.500	easy_par	-0.229	n/a
336.255	4.500	hard_par	n/a	-0.188
341.516	4.500	hard_par	n/a	-0.188
346.760	4.500	hard_par	n/a	-0.188
352.005	4.500	easy_par	-0.229	n/a
357.265	4.500	easy_par	-0.229	n/a
362.510	4.500	easy_par	0.771	n/a
367.754	4.500	hard_par	n/a	-0.188
373.015	4.500	easy_par	0.771	n/a
378.259	4.500	easy_par	-0.229	n/a
383.503	4.500	hard_par	n/a	-0.188
388.764	4.500	easy_par	-0.229	n/a
399.253	4.500	easy_par	-0.229	n/a
404.514	4.500	hard_par	n/a	0.812
409.758	4.500	hard_par	n/a	0.812
415.002	4.500	easy_par	-0.229	n/a
420.263	4.500	easy_par	0.771	n/a
425.507	4.500	easy_par	0.771	n/a
430.752	4.500	easy_par	-0.229	n/a
436.013	4.500	easy_par	-0.229	n/a
441.257	4.500	easy_par	-0.229	n/a
446.501	4.500	easy_par	-0.229	n/a
451.762	4.500	hard_par	n/a	-0.188
457.006	4.500	easy_par	-0.229	n/a
462.267	4.500	easy_par	-0.229	n/a
472.756	4.500	hard_par	n/a	-0.188
478.016	4.500	easy_par	0.771	n/a
483.261	4.500	easy_par	-0.229	n/a
488.505	4.500	easy_par	-0.229	n/a
493.766	4.500	hard_par	n/a	-0.188
499.010	4.500	hard_par	n/a	-0.188
504.255	4.500	easy_par	-0.229	n/a
509.515	4.500	hard_par	n/a	-0.188
514.760	4.500	hard_par	n/a	-0.188
520.004	4.500	easy_par	0.771	n/a
525.265	4.500	easy_par	-0.229	n/a
530.509	4.500	hard_par	n/a	-0.188
535.753	4.500	easy_par	0.771	n/a
546.258	4.500	easy_par	-0.229	n/a
551.503	4.500	easy_par	-0.229	n/a
556.764	4.500	hard_par	n/a	0.812
