onset	duration	trial_type	easy_par	hard_par
16.009	4.500	easy_par	-0.500	n/a
21.254	4.500	easy_par	-0.500	n/a
31.759	4.500	easy_par	-0.500	n/a
37.003	4.500	easy_par	-0.500	n/a
42.264	4.500	hard_par	n/a	0.312
47.508	4.500	hard_par	n/a	-0.688
52.752	4.500	easy_par	0.500	n/a
58.013	4.500	easy_par	-0.500	n/a
63.258	4.500	hard_par	n/a	-0.688
68.502	4.500	hard_par	n/a	0.312
73.763	4.500	easy_par	0.500	n/a
79.007	4.500	hard_par	n/a	0.312
84.251	4.500	easy_par	0.500	n/a
89.512	4.500	hard_par	n/a	-0.688
94.757	4.500	easy_par	0.500	n/a
105.262	4.500	hard_par	n/a	-0.688
110.506	4.500	hard_par	n/a	0.312
115.767	4.500	hard_par	n/a	0.312
121.011	4.500	easy_par	-0.500	n/a
126.255	4.500	hard_par	n/a	0.312
131.516	4.500	hard_par	n/a	0.312
136.760	4.500	hard_par	n/a	0.312
142.005	4.500	hard_par	n/a	0.312
147.266	4.500	hard_par	n/a	0.312
152.510	4.500	hard_par	n/a	-0.688
157.754	4.500	hard_par	n/a	-0.688
163.015	4.500	easy_par	-0.500	n/a
168.259	4.500	easy_par	0.500	n/a
178.764	4.500	easy_par	0.500	n/a
184.009	4.500	easy_par	0.500	n/a
189.253	4.500	hard_par	n/a	-0.688
194.514	4.500	easy_par	0.500	n/a
199.758	4.500	hard_par	n/a	-0.688
205.002	4.500	hard_par	n/a	0.312
210.263	4.500	hard_par	n/a	0.312
215.507	4.500	hard_par	n/a	0.312
220.752	4.500	hard_par	n/a	0.312
226.013	4.500	easy_par	-0.500	n/a
231.257	4.500	hard_par	n/a	0.312
236.501	4.500	easy_par	0.500	n/a
241.762	4.500	hard_par	n/a	0.312
252.267	4.500	easy_par	-0.500	n/a
257.511	4.500	hard_par	n/a	0.312
262.756	4.500	hard_par	n/a	0.312
268.017	4.500	hard_par	n/a	0.312
273.261	4.500	hard_par	n/a	0.312
278.505	4.500	hard_par	n/a	0.312
283.766	4.500	hard_par	n/a	0.312
289.010	4.500	easy_par	0.500	n/a
294.255	4.500	easy_par	-0.500	n/a
299.515	4.500	hard_par	n/a	0.312
304.760	4.500	hard_par	n/a	0.312
310.004	4.500	hard_par	n/a	0.312
315.265	4.500	easy_par	0.500	n/a
325.753	4.500	easy_par	0.500	n/a
331.014	4.500	easy_par	-0.500	n/a
336.259	4.500	hard_par	n/a	0.312
341.503	4.500	hard_par	n/a	-0.688
346.764	4.500	hard_par	n/a	0.312
352.008	4.500	easy_par	0.500	n/a
357.252	4.500	easy_par	-0.500	n/a
362.513	4.500	easy_par	0.500	n/a
367.757	4.500	hard_par	n/a	0.312
373.002	4.500	easy_par	0.500	n/a
378.262	4.500	easy_par	0.500	n/a
383.507	4.500	hard_par	n/a	0.312
388.751	4.500	easy_par	0.500	n/a
399.256	4.500	easy_par	-0.500	n/a
404.517	4.500	hard_par	n/a	-0.688
409.761	4.500	hard_par	n/a	0.312
415.006	4.500	easy_par	0.500	n/a
420.266	4.500	easy_par	0.500	n/a
425.511	4.500	easy_par	-0.500	n/a
430.755	4.500	easy_par	0.500	n/a
436.016	4.500	easy_par	-0.500	n/a
441.260	4.500	easy_par	-0.500	n/a
446.504	4.500	easy_par	-0.500	n/a
451.765	4.500	hard_par	n/a	-0.688
457.010	4.500	easy_par	-0.500	n/a
462.254	4.500	easy_par	-0.500	n/a
472.759	4.500	hard_par	n/a	-0.688
478.003	4.500	easy_par	0.500	n/a
483.264	4.500	easy_par	-0.500	n/a
488.509	4.500	easy_par	-0.500	n/a
493.753	4.500	hard_par	n/a	0.312
499.014	4.500	hard_par	n/a	0.312
504.258	4.500	easy_par	0.500	n/a
509.502	4.500	hard_par	n/a	0.312
514.763	4.500	hard_par	n/a	-0.688
520.007	4.500	easy_par	0.500	n/a
525.251	4.500	easy_par	-0.500	n/a
530.512	4.500	hard_par	n/a	-0.688
535.756	4.500	easy_par	0.500	n/a
546.262	4.500	easy_par	-0.500	n/a
551.506	4.500	easy_par	-0.500	n/a
556.767	4.500	hard_par	n/a	-0.688
