onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	0.084	n/a	n/a	28	17	-5.430	0	-1	1.938
4.000	3.000	parametric gain	-0.267	n/a	n/a	14	7	0.230	1	1	1.933
8.000	3.000	parametric gain	0.084	n/a	n/a	28	18	-7.400	2	1	2.974
14.000	3.000	parametric gain	-0.216	n/a	n/a	16	11	-5.630	2	1	2.853
18.000	3.000	parametric gain	0.384	n/a	n/a	40	20	0.670	1	1	2.638
22.000	3.000	parametric gain	-0.167	n/a	n/a	18	16	-13.470	3	0	2.054
28.000	3.000	parametric gain	0.334	n/a	n/a	38	11	16.370	2	1	2.912
32.000	3.000	parametric gain	0.283	n/a	n/a	36	10	16.330	2	1	2.726
40.000	3.000	parametric gain	0.384	n/a	n/a	40	18	4.600	1	1	1.929
44.000	3.000	parametric gain	-0.366	n/a	n/a	10	10	-9.670	1	1	2.046
50.000	3.000	parametric gain	-0.017	n/a	n/a	24	6	12.200	1	1	2.249
56.000	3.000	parametric gain	-0.117	n/a	n/a	20	8	4.270	1	1	2.801
62.000	3.000	parametric gain	0.384	n/a	n/a	40	12	16.400	1	1	2.273
68.000	3.000	parametric gain	-0.067	n/a	n/a	22	10	2.330	0	-1	0.000
76.000	3.000	parametric gain	-0.167	n/a	n/a	18	6	6.200	2	1	1.671
80.000	3.000	parametric gain	0.334	n/a	n/a	38	16	6.530	2	1	2.285
90.000	3.000	parametric gain	0.134	n/a	n/a	30	20	-9.330	2	1	1.690
98.000	3.000	parametric gain	-0.067	n/a	n/a	22	14	-5.530	2	1	2.562
102.000	3.000	parametric gain	-0.167	n/a	n/a	18	18	-17.400	2	1	2.967
106.000	3.000	parametric gain	-0.216	n/a	n/a	16	19	-21.370	4	0	2.278
110.000	3.000	parametric gain	-0.017	n/a	n/a	24	10	4.330	0	-1	0.000
116.000	3.000	parametric gain	-0.317	n/a	n/a	12	19	-25.370	3	0	2.807
120.000	3.000	parametric gain	0.084	n/a	n/a	28	9	10.300	1	1	2.279
126.000	3.000	parametric gain	0.134	n/a	n/a	30	10	10.330	2	1	1.587
130.000	3.000	parametric gain	-0.167	n/a	n/a	18	15	-11.500	4	0	2.449
142.000	3.000	parametric gain	0.183	n/a	n/a	32	14	4.470	2	1	2.275
146.000	3.000	parametric gain	0.234	n/a	n/a	34	11	12.370	2	1	1.775
152.000	3.000	parametric gain	0.334	n/a	n/a	38	19	0.630	2	1	2.459
156.000	3.000	parametric gain	-0.267	n/a	n/a	14	10	-5.670	4	0	2.011
160.000	3.000	parametric gain	0.234	n/a	n/a	34	8	18.270	0	-1	0.000
164.000	3.000	parametric gain	0.134	n/a	n/a	30	11	8.370	2	1	1.592
168.000	3.000	parametric gain	0.183	n/a	n/a	32	13	6.430	2	1	2.043
174.000	3.000	parametric gain	-0.167	n/a	n/a	18	11	-3.630	3	0	1.402
178.000	3.000	parametric gain	0.134	n/a	n/a	30	7	16.230	2	1	1.751
186.000	3.000	parametric gain	-0.167	n/a	n/a	18	13	-7.570	3	0	2.234
190.000	3.000	parametric gain	-0.267	n/a	n/a	14	19	-23.370	3	0	2.240
198.000	3.000	parametric gain	-0.317	n/a	n/a	12	11	-9.630	4	0	1.915
202.000	3.000	parametric gain	-0.366	n/a	n/a	10	13	-15.570	4	0	1.544
206.000	3.000	parametric gain	-0.067	n/a	n/a	22	16	-9.470	3	0	1.928
212.000	3.000	parametric gain	-0.317	n/a	n/a	12	16	-19.470	4	0	1.348
218.000	3.000	parametric gain	0.334	n/a	n/a	38	17	4.570	2	1	2.404
226.000	3.000	parametric gain	0.384	n/a	n/a	40	14	12.470	1	1	1.571
230.000	3.000	parametric gain	-0.067	n/a	n/a	22	5	12.170	1	1	1.320
234.000	3.000	parametric gain	-0.216	n/a	n/a	16	16	-15.470	4	0	1.280
240.000	3.000	parametric gain	0.234	n/a	n/a	34	5	24.170	1	1	1.707
250.000	3.000	parametric gain	-0.366	n/a	n/a	10	19	-27.370	4	0	1.266
254.000	3.000	parametric gain	-0.267	n/a	n/a	14	16	-17.470	4	0	1.239
258.000	3.000	parametric gain	0.134	n/a	n/a	30	8	14.270	2	1	2.210
262.000	3.000	parametric gain	0.234	n/a	n/a	34	14	6.470	2	1	2.155
266.000	3.000	parametric gain	0.134	n/a	n/a	30	14	2.470	3	0	2.981
274.000	3.000	parametric gain	0.034	n/a	n/a	26	15	-3.500	3	0	1.326
282.000	3.000	parametric gain	-0.366	n/a	n/a	10	20	-29.330	4	0	1.134
286.000	3.000	parametric gain	0.234	n/a	n/a	34	7	20.230	2	1	1.939
292.000	3.000	parametric gain	-0.366	n/a	n/a	10	5	0.170	4	0	1.706
296.000	3.000	parametric gain	-0.117	n/a	n/a	20	20	-19.330	4	0	1.010
300.000	3.000	parametric gain	0.084	n/a	n/a	28	20	-11.330	3	0	1.771
304.000	3.000	parametric gain	0.283	n/a	n/a	36	5	26.170	2	1	2.788
308.000	3.000	parametric gain	0.034	n/a	n/a	26	7	12.230	2	1	1.914
316.000	3.000	parametric gain	0.034	n/a	n/a	26	17	-7.430	3	0	1.438
326.000	3.000	parametric gain	-0.216	n/a	n/a	16	15	-13.500	4	0	1.254
330.000	3.000	parametric gain	0.034	n/a	n/a	26	10	6.330	3	0	2.411
