onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	-0.119	n/a	n/a	20	5	10.170	3	0	2.007
4.000	3.000	parametric gain	-0.069	n/a	n/a	22	17	-11.430	4	0	1.849
8.000	3.000	parametric gain	-0.369	n/a	n/a	10	16	-21.470	4	0	1.985
12.000	3.000	parametric gain	0.331	n/a	n/a	38	18	2.600	3	0	1.435
16.000	3.000	parametric gain	-0.119	n/a	n/a	20	14	-7.530	3	0	1.278
24.000	3.000	parametric gain	-0.269	n/a	n/a	14	13	-11.570	4	0	1.807
28.000	3.000	parametric gain	0.381	n/a	n/a	40	8	24.270	1	1	1.450
32.000	3.000	parametric gain	0.181	n/a	n/a	32	18	-3.400	0	-1	0.000
36.000	3.000	parametric gain	-0.019	n/a	n/a	24	8	8.270	3	0	1.385
40.000	3.000	parametric gain	0.281	n/a	n/a	36	14	8.470	3	0	1.062
44.000	3.000	parametric gain	0.081	n/a	n/a	28	6	16.200	2	1	1.482
48.000	3.000	parametric gain	-0.219	n/a	n/a	16	14	-11.530	4	0	1.578
56.000	3.000	parametric gain	-0.269	n/a	n/a	14	9	-3.700	3	0	1.367
60.000	3.000	parametric gain	-0.119	n/a	n/a	20	13	-5.570	3	0	1.162
64.000	3.000	parametric gain	0.131	n/a	n/a	30	18	-5.400	3	0	1.310
72.000	3.000	parametric gain	-0.269	n/a	n/a	14	15	-15.500	4	0	1.106
76.000	3.000	parametric gain	-0.319	n/a	n/a	12	12	-11.600	4	0	1.002
84.000	3.000	parametric gain	-0.019	n/a	n/a	24	11	2.370	3	0	1.288
88.000	3.000	parametric gain	-0.319	n/a	n/a	12	10	-7.670	4	0	1.322
94.000	3.000	parametric gain	-0.219	n/a	n/a	16	6	4.200	3	0	1.674
98.000	3.000	parametric gain	0.331	n/a	n/a	38	20	-1.330	3	0	1.117
102.000	3.000	parametric gain	0.081	n/a	n/a	28	10	8.330	3	0	1.514
106.000	3.000	parametric gain	-0.119	n/a	n/a	20	7	6.230	3	0	1.409
110.000	3.000	parametric gain	0.331	n/a	n/a	38	9	20.300	1	1	1.529
120.000	3.000	parametric gain	0.031	n/a	n/a	26	12	2.400	3	0	1.057
132.000	3.000	parametric gain	-0.369	n/a	n/a	10	14	-17.530	4	0	1.568
136.000	3.000	parametric gain	-0.319	n/a	n/a	12	13	-13.570	4	0	1.067
146.000	3.000	parametric gain	-0.019	n/a	n/a	24	15	-5.500	3	0	1.248
150.000	3.000	parametric gain	0.181	n/a	n/a	32	15	2.500	3	0	1.179
154.000	3.000	parametric gain	0.281	n/a	n/a	36	15	6.500	3	0	1.211
162.000	3.000	parametric gain	0.281	n/a	n/a	36	18	0.600	3	0	1.488
166.000	3.000	parametric gain	-0.319	n/a	n/a	12	18	-23.400	4	0	1.611
176.000	3.000	parametric gain	-0.119	n/a	n/a	20	9	2.300	3	0	2.185
180.000	3.000	parametric gain	-0.219	n/a	n/a	16	8	0.270	3	0	1.860
184.000	3.000	parametric gain	-0.319	n/a	n/a	12	20	-27.330	4	0	2.019
194.000	3.000	parametric gain	-0.069	n/a	n/a	22	19	-15.370	4	0	1.865
