onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	-0.139	n/a	n/a	20	15	-9.500	3	0	2.366
4.000	3.000	parametric gain	-0.189	n/a	n/a	18	12	-5.600	3	0	1.312
8.000	3.000	parametric gain	-0.389	n/a	n/a	10	15	-19.500	4	0	1.205
18.000	3.000	parametric gain	0.211	n/a	n/a	34	16	2.530	3	0	1.464
24.000	3.000	parametric gain	-0.189	n/a	n/a	18	5	8.170	2	1	1.481
28.000	3.000	parametric gain	0.011	n/a	n/a	26	13	0.430	0	-1	0.000
38.000	3.000	parametric gain	0.161	n/a	n/a	32	17	-1.430	3	0	1.376
42.000	3.000	parametric gain	-0.239	n/a	n/a	16	5	6.170	2	1	1.510
46.000	3.000	parametric gain	-0.089	n/a	n/a	22	7	8.230	2	1	1.437
52.000	3.000	parametric gain	0.261	n/a	n/a	36	8	20.270	1	1	1.521
56.000	3.000	parametric gain	-0.239	n/a	n/a	16	10	-3.670	4	0	1.246
62.000	3.000	parametric gain	0.111	n/a	n/a	30	13	4.430	2	1	1.473
74.000	3.000	parametric gain	-0.289	n/a	n/a	14	17	-19.430	4	0	1.521
78.000	3.000	parametric gain	0.061	n/a	n/a	28	19	-9.370	3	0	1.886
82.000	3.000	parametric gain	-0.289	n/a	n/a	14	20	-25.330	4	0	1.662
86.000	3.000	parametric gain	0.011	n/a	n/a	26	16	-5.470	3	0	1.578
90.000	3.000	parametric gain	0.361	n/a	n/a	40	5	30.170	1	1	1.657
94.000	3.000	parametric gain	0.061	n/a	n/a	28	12	4.400	2	1	1.782
98.000	3.000	parametric gain	-0.139	n/a	n/a	20	16	-11.470	4	0	1.528
102.000	3.000	parametric gain	0.011	n/a	n/a	26	5	16.170	1	1	1.630
106.000	3.000	parametric gain	0.161	n/a	n/a	32	20	-7.330	3	0	1.857
110.000	3.000	parametric gain	-0.189	n/a	n/a	18	17	-15.430	4	0	2.150
116.000	3.000	parametric gain	-0.139	n/a	n/a	20	6	8.200	2	1	1.527
120.000	3.000	parametric gain	-0.139	n/a	n/a	20	18	-15.400	4	0	1.398
126.000	3.000	parametric gain	0.361	n/a	n/a	40	7	26.230	1	1	1.098
130.000	3.000	parametric gain	0.261	n/a	n/a	36	6	24.200	1	1	1.477
134.000	3.000	parametric gain	-0.239	n/a	n/a	16	20	-23.330	4	0	1.650
140.000	3.000	parametric gain	0.361	n/a	n/a	40	15	10.500	2	1	2.526
148.000	3.000	parametric gain	-0.389	n/a	n/a	10	6	-1.800	4	0	2.194
156.000	3.000	parametric gain	-0.339	n/a	n/a	12	15	-17.500	4	0	1.019
160.000	3.000	parametric gain	0.211	n/a	n/a	34	17	0.570	3	0	1.407
