onset	duration	trial_type	value	channels
1.95	2.15	New Segment	n/a	['EEG_Cz']
4.217	0.0	IMPEDANCE-START	n/a	['EKG_', 'EMG.Tibialis_Leg.Right', 'EMG.Submental_Chin', 'EMG.Tibialis_Leg.Left', 'EEG_REF', 'EOG_E1', 'EOG_E2', 'EEG_M1', 'EEG_C3', 'EEG_M2', 'EEG_Fz', 'EEG_Cz', 'EEG_Pz', 'EEG_Oz']
64.249	0.0	IMPEDANCE-PASSED	n/a	['EKG_', 'EMG.Tibialis_Leg.Right', 'EMG.Submental_Chin', 'EMG.Tibialis_Leg.Left', 'EEG_REF', 'EOG_E1', 'EEG_M1', 'EEG_C3', 'EEG_M2', 'EEG_Fz', 'EEG_Cz', 'EEG_Pz', 'EEG_Oz']
64.249	0.0	IMPEDANCE-REFERENCE	n/a	['EOG_E2']
64.29	5311.25	New Segment	n/a	['EEG_Cz']
828.570438	0.019455	LIGHTS-OFF	n/a	['EEG_C3']
5586.85	25726.85	New Segment	n/a	['EEG_Cz']
31514.62	1512.3	New Segment	n/a	['EEG_Cz']
32967.620099	0.0	LIGHTS-ON	n/a	['EEG_C3']
