onset	duration	label	channels
n/a	n/a	chan_manual	["EEG001","EEG007","EEG008","EEG009","EEG010","EEG011","EEG012","EEG014","EEG015","EEG025","EEG026","EEG030","EEG031","EEG033","EEG034","EEG036","EEG037","EEG074","EEG106","EEG107","EEG118","EEG119","EEG120","EEG121","EEG125","EEG126","EEG127","EEG128"]
n/a	n/a	chan_ch_sd	["EEG001","EEG074"]
n/a	n/a	chan_bridge	["EEG007","EEG008","EEG009","EEG010","EEG011","EEG012","EEG014","EEG015","EEG025","EEG026","EEG030","EEG031","EEG033","EEG034","EEG036","EEG037","EEG106","EEG107","EEG118","EEG119","EEG120","EEG121","EEG125","EEG126","EEG127","EEG128"]
n/a	n/a	chan_rank	["EEG116"]
n/a	n/a	comp_manual	["ICA001","ICA006","ICA008","ICA009","ICA012","ICA013","ICA015","ICA016","ICA019","ICA021","ICA022","ICA024","ICA026","ICA027","ICA029","ICA031","ICA033","ICA034","ICA035","ICA041","ICA042","ICA044","ICA045","ICA046","ICA047","ICA048","ICA049","ICA050","ICA052","ICA053","ICA054","ICA055","ICA056","ICA057","ICA058","ICA061","ICA062","ICA063","ICA065","ICA066","ICA067","ICA069","ICA070","ICA071","ICA072","ICA073","ICA074","ICA075","ICA076","ICA077","ICA078","ICA079","ICA080","ICA081","ICA082","ICA083","ICA084","ICA085","ICA087","ICA088","ICA090","ICA091","ICA093","ICA094","ICA095","ICA096","ICA097","ICA098","ICA099"]
n/a	n/a	comp_ic_rt	["ICA002","ICA005","ICA006","ICA007","ICA008","ICA009","ICA010","ICA011","ICA012","ICA013","ICA014","ICA016","ICA017","ICA018","ICA019","ICA020","ICA023","ICA024","ICA025","ICA026","ICA027","ICA028","ICA029","ICA030","ICA031","ICA032","ICA033","ICA034","ICA035","ICA036","ICA037","ICA038","ICA039","ICA040","ICA042","ICA043","ICA044","ICA045","ICA046","ICA047","ICA048","ICA049","ICA050","ICA051","ICA053","ICA054","ICA055","ICA056","ICA057","ICA058","ICA059","ICA060","ICA061","ICA062","ICA063","ICA064","ICA065","ICA066","ICA067","ICA068","ICA069","ICA070","ICA071","ICA073","ICA074","ICA075","ICA076","ICA077","ICA079","ICA080","ICA081","ICA082","ICA083","ICA084","ICA085","ICA086","ICA087","ICA089","ICA090","ICA091","ICA092","ICA093","ICA094","ICA095","ICA096","ICA097","ICA098","ICA099"]
n/a	n/a	comp_brain	["ICA002","ICA003","ICA004","ICA005","ICA007","ICA010","ICA011","ICA014","ICA017","ICA018","ICA020","ICA023","ICA025","ICA028","ICA030","ICA032","ICA036","ICA037","ICA038","ICA039","ICA040","ICA043","ICA051","ICA059","ICA060","ICA064","ICA068","ICA086","ICA092"]
n/a	n/a	comp_muscle	["ICA015","ICA021","ICA022","ICA026","ICA027","ICA033","ICA041","ICA045","ICA054","ICA057","ICA072","ICA075","ICA080"]
n/a	n/a	comp_eye	["ICA001","ICA008","ICA012","ICA019","ICA024","ICA031","ICA074"]
n/a	n/a	comp_heart	["ICA009"]
n/a	n/a	comp_chan_noise	["ICA006","ICA013","ICA016","ICA029","ICA034","ICA035","ICA042","ICA044","ICA046","ICA047","ICA048","ICA049","ICA050","ICA052","ICA053","ICA055","ICA056","ICA058","ICA061","ICA062","ICA063","ICA065","ICA066","ICA067","ICA069","ICA070","ICA071","ICA073","ICA076","ICA077","ICA078","ICA079","ICA081","ICA082","ICA083","ICA084","ICA085","ICA087","ICA088","ICA090","ICA091","ICA093","ICA094","ICA095","ICA096","ICA097","ICA098","ICA099"]
n/a	n/a	comp_other	["ICA089"]
0.0019531	30.5059	manual	n/a
0.0019531	23.5059	out_task	n/a
22.5059	8.002	in_leadup_fhbc_fade	n/a
23.5078	223.1777	in_task_fhbc_fade	n/a
31.002	10	ic_b	n/a
31.002	10	ic_lg	n/a
31.002	10	ic_hg	n/a
42.002	19	ic_lg	n/a
42.002	12	ic_hg	n/a
43.002	1	ic_b	n/a
45.002	2	ic_b	n/a
55.002	6	ic_hg	n/a
56.002	1	ic_b	n/a
67.002	1	ic_hg	n/a
70.002	1	ic_hg	n/a
71.002	2	ic_lg	n/a
75.002	1	ic_hg	n/a
78.002	2	ic_lg	n/a
79.002	2	ic_hg	n/a
114.002	1	ic_lg	n/a
246.6855	50.9648	manual	n/a
246.6855	43.9648	out_task	n/a
289.6484	8.002	in_leadup_fhbc_fade	n/a
290.6504	223.627	in_task_fhbc_fade	n/a
514.2773	43.4727	manual	n/a
514.2773	36.4727	out_task	n/a
549.748	8.002	in_leadup_fhbc_fade	n/a
550.75	224.4766	in_task_fhbc_fade	n/a
775.2266	59.7578	manual	n/a
775.2266	52.7578	out_task	n/a
826.9824	8.002	in_leadup_fhbc_fade	n/a
827.9844	223.377	in_task_fhbc_fade	n/a
1051.3613	45.0625	manual	n/a
1051.3613	38.0625	out_task	n/a
1088.4219	8.002	in_leadup_fhbc_onset	n/a
1089.4238	272.1738	in_task_fhbc_onset	n/a
1361.5977	75.4043	manual	n/a
1361.5977	59.6172	out_task	n/a
1420.2129	8.002	in_leadup_fhbc_onset	n/a
1421.2148	271.0234	in_task_fhbc_onset	n/a
1428.2129	0.79102	mark_gap	n/a
1440.002	4	manual	n/a
1444.002	1	ic_lg	n/a
1444.002	2	ic_hg	n/a
1688.002	41.4141	manual	n/a
1691	1.2402	mark_gap	n/a
1692.2383	30.1777	out_task	n/a
1721.4141	8.002	in_leadup_fhbc_onset	n/a
1722.416	271.7578	in_task_fhbc_onset	n/a
1994.1738	39.2188	manual	n/a
1994.1738	32.2188	out_task	n/a
2025.3906	8.002	in_leadup_fhbc_onset	n/a
2026.3926	272.6895	in_task_fhbc_onset	n/a
2175.002	4	manual	n/a
2255.002	3	manual	n/a
2283.002	3	manual	n/a
2299.082	7.9199	manual	n/a
2299.082	7.9199	out_task	n/a
