onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.200	2.000	feedback	1.000	1	1	8	R	1.365	1	R
4.610	2.000	feedback	1.000	2	1	10	L	1.545	1	L
9.109	2.000	feedback	-1.000	3	1	10	R	1.007	0	L
13.610	2.000	feedback	1.000	4	1	10	L	1.043	1	L
18.087	2.000	feedback	-1.000	5	1	1	L	0.915	0	R
22.676	n/a	n/a	n/a	6	1	0	R	1.698	-	-
27.179	n/a	n/a	n/a	7	1	0	R	2.479	-	-
31.677	n/a	n/a	n/a	8	1	0	R	1.225	-	-
36.087	2.000	feedback	1.000	9	1	1	R	1.092	1	R
40.610	2.000	feedback	-1.000	10	1	10	R	1.323	0	L
45.188	2.000	feedback	1.000	11	1	11	R	2.023	1	R
49.612	2.000	feedback	1.000	12	1	6	L	0.968	1	L
54.093	2.000	feedback	-1.000	13	1	2	L	1.320	0	R
58.677	n/a	n/a	n/a	14	1	0	R	2.067	-	-
63.174	n/a	n/a	n/a	15	1	0	R	1.449	-	-
67.675	n/a	n/a	n/a	16	1	0	R	1.348	-	-
72.190	2.000	feedback	1.000	17	1	13	L	1.885	1	L
76.617	2.000	feedback	-1.000	18	1	8	R	1.575	1	L
81.087	2.000	feedback	-1.000	19	1	1	L	1.039	0	R
85.584	2.000	feedback	1.000	20	1	4	L	0.857	1	L
90.093	2.000	feedback	1.000	21	1	2	R	1.563	1	R
94.677	n/a	n/a	n/a	22	1	0	R	1.101	-	-
99.176	n/a	n/a	n/a	23	1	0	R	0.706	-	-
103.671	n/a	n/a	n/a	24	1	0	R	0.667	-	-
108.115	2.000	feedback	-1.000	25	1	6	R	1.329	0	L
112.587	2.000	feedback	1.000	26	1	3	L	1.205	1	L
117.109	2.000	feedback	1.000	27	1	6	R	1.389	0	R
121.610	2.000	feedback	-1.000	28	1	10	L	1.766	1	R
126.109	2.000	feedback	1.000	29	1	10	L	0.971	1	L
130.671	n/a	n/a	n/a	30	1	0	R	1.300	-	-
135.182	n/a	n/a	n/a	31	1	0	R	1.115	-	-
139.676	n/a	n/a	n/a	32	1	0	R	0.808	-	-
144.191	2.000	feedback	-1.000	33	1	14	L	1.150	0	R
148.686	2.000	feedback	-1.000	34	1	13	R	1.259	0	L
153.112	2.000	feedback	-1.000	35	1	6	R	1.232	0	L
157.616	2.000	feedback	-1.000	36	1	8	L	1.459	0	R
162.085	2.000	feedback	-1.000	37	1	4	L	0.990	1	R
166.677	n/a	n/a	n/a	38	1	0	R	0.904	-	-
171.176	n/a	n/a	n/a	39	1	0	R	0.630	-	-
175.676	n/a	n/a	n/a	40	1	0	R	0.633	-	-
180.117	2.000	feedback	1.000	41	1	5	R	1.128	1	R
184.617	2.000	feedback	1.000	42	1	8	R	1.835	1	R
189.085	2.000	feedback	1.000	43	1	4	L	0.991	1	L
193.590	2.000	feedback	-1.000	44	1	2	L	1.044	0	R
198.110	2.000	feedback	-1.000	45	1	10	R	1.134	0	L
202.668	n/a	n/a	n/a	46	1	0	R	1.356	-	-
207.177	n/a	n/a	n/a	47	1	0	R	0.710	-	-
211.676	n/a	n/a	n/a	48	1	0	R	0.899	-	-
216.191	2.000	feedback	-1.000	49	1	14	R	1.864	1	L
220.691	2.000	feedback	1.000	50	1	14	R	1.292	1	R
225.191	2.000	feedback	-1.000	51	1	14	L	0.961	0	R
229.691	2.000	feedback	1.000	52	1	11	R	1.389	1	R
234.117	2.000	feedback	-1.000	53	1	8	L	0.740	0	R
238.671	n/a	n/a	n/a	54	1	0	R	1.009	-	-
243.176	n/a	n/a	n/a	55	1	0	R	1.064	-	-
247.671	n/a	n/a	n/a	56	1	0	R	0.681	-	-
252.110	2.000	feedback	1.000	57	1	10	L	0.777	1	L
256.688	2.000	feedback	1.000	58	1	11	R	1.460	1	R
261.190	2.000	feedback	-1.000	59	1	11	L	1.725	0	R
265.617	2.000	feedback	1.000	60	1	8	R	1.815	1	R
270.192	2.000	feedback	1.000	61	1	11	L	1.027	0	L
274.675	n/a	n/a	n/a	62	1	0	R	0.902	-	-
279.176	n/a	n/a	n/a	63	1	0	R	0.617	-	-
283.677	n/a	n/a	n/a	64	1	0	R	0.613	-	-
288.087	2.000	feedback	1.000	65	1	4	L	1.548	1	L
292.692	2.000	feedback	-1.000	66	1	11	L	1.408	0	R
297.191	2.000	feedback	-1.000	67	1	11	L	0.892	0	R
301.691	2.000	feedback	1.000	68	1	14	L	0.721	0	L
306.110	2.000	feedback	-1.000	69	1	10	R	1.700	0	L
310.676	n/a	n/a	n/a	70	1	0	R	1.216	-	-
315.177	n/a	n/a	n/a	71	1	0	R	0.586	-	-
319.672	n/a	n/a	n/a	72	1	0	R	0.596	-	-
324.111	2.000	feedback	-1.000	73	1	6	R	1.481	0	L
328.592	2.000	feedback	1.000	74	1	2	R	1.374	1	R
333.083	2.000	feedback	-1.000	75	1	4	L	0.833	1	R
337.587	2.000	feedback	-1.000	76	1	3	L	1.102	1	R
342.112	2.000	feedback	1.000	77	1	6	L	1.882	1	L
346.676	n/a	n/a	n/a	78	1	0	R	0.993	-	-
351.173	n/a	n/a	n/a	79	1	0	R	0.448	-	-
355.676	n/a	n/a	n/a	80	1	0	R	0.417	-	-
