onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.119	2.000	classification-probabilistic	1	1	10	L	1.537	1
3.308	2.000	classification-probabilistic	3	1	3	L	1.584	1
6.577	2.000	classification-probabilistic	5	1	11	L	1.722	0
10.782	2.000	classification-probabilistic	7	1	10	R	1.889	0
15.393	2.000	classification-deterministic	9	2	10	L	1.107	1
18.995	2.000	classification-deterministic	11	2	10	R	1.567	0
22.294	2.000	classification-deterministic	13	2	11	L	1.443	0
27.110	2.000	classification-deterministic	15	2	10	L	0.885	1
34.593	2.000	classification-deterministic	17	2	2	L	1.093	0
40.093	2.000	classification-probabilistic	19	1	3	R	1.783	0
43.576	2.000	classification-probabilistic	21	1	14	R	1.203	1
50.478	2.000	classification-deterministic	23	2	13	R	1.926	0
55.701	2.000	classification-probabilistic	25	1	2	L	0.881	0
59.491	2.000	classification-probabilistic	27	1	10	R	2.319	0
63.882	2.000	classification-probabilistic	29	1	10	L	0.904	1
67.894	2.000	classification-probabilistic	31	1	10	R	1.314	0
72.702	2.000	classification-deterministic	33	2	2	L	0.824	0
77.087	2.000	classification-probabilistic	35	1	3	R	1.190	0
82.111	2.000	classification-deterministic	37	2	5	L	0.990	0
88.981	2.000	classification-deterministic	39	2	1	R	1.919	0
93.522	2.000	classification-deterministic	41	2	13	R	0.823	0
100.195	2.000	classification-probabilistic	43	1	4	L	1.420	1
107.201	2.000	classification-probabilistic	45	1	4	L	0.830	1
110.383	2.000	classification-deterministic	47	2	10	L	1.307	1
113.808	2.000	classification-deterministic	49	2	2	L	0.817	0
117.812	2.000	classification-deterministic	51	2	1	R	1.165	0
125.178	2.000	classification-probabilistic	53	1	5	L	1.038	0
131.510	2.000	classification-probabilistic	55	1	6	R	1.434	0
136.817	2.000	classification-probabilistic	57	1	14	R	1.790	1
139.696	2.000	classification-deterministic	59	2	3	L	1.398	0
143.919	2.000	classification-deterministic	61	2	3	L	0.712	0
149.701	2.000	classification-probabilistic	63	1	3	R	1.149	0
157.319	2.000	classification-probabilistic	65	1	11	R	1.466	1
161.910	2.000	classification-deterministic	67	2	11	L	1.769	0
165.604	2.000	classification-probabilistic	69	1	7	R	0.956	0
169.817	2.000	classification-probabilistic	71	1	1	R	1.186	1
173.106	2.000	classification-probabilistic	73	1	6	R	1.478	0
176.225	2.000	classification-probabilistic	75	1	8	L	1.114	0
180.387	2.000	classification-probabilistic	77	1	8	L	0.812	0
184.815	2.000	classification-deterministic	79	2	3	L	1.237	0
189.420	2.000	classification-deterministic	81	2	13	R	0.892	0
192.719	2.000	classification-deterministic	83	2	9	L	0.780	0
196.279	2.000	classification-probabilistic	85	1	5	R	1.707	1
199.391	2.000	classification-probabilistic	87	1	5	R	1.641	1
202.797	2.000	classification-probabilistic	89	1	11	R	0.972	1
208.589	2.000	classification-probabilistic	91	1	4	L	1.220	1
215.698	2.000	classification-deterministic	93	2	13	R	1.629	0
222.702	2.000	classification-deterministic	95	2	3	L	0.902	0
227.086	2.000	classification-probabilistic	97	1	3	R	1.054	0
