onset	duration	sample	event_type	face_type	rep_status	trial	rep_lag	value	stim_file
0.004	n/a	1	setup_right_sym	n/a	n/a	n/a	n/a	3	n/a
25.696181818200003	n/a	6424	show_face_initial	scrambled_face	first_show	1	n/a	17	s096.bmp
26.5616363636	n/a	6640	show_circle	n/a	n/a	1	n/a	0	circle.bmp
28.2616363636	n/a	7065	show_cross	n/a	n/a	2	n/a	1	cross.bmp
28.8870909091	n/a	7221	show_face	famous_face	first_show	2	n/a	5	f148.bmp
29.771636363600003	n/a	7442	right_press	n/a	n/a	2	n/a	4096	n/a
29.9052727273	n/a	7476	show_circle	n/a	n/a	2	n/a	0	circle.bmp
31.6052727273	n/a	7901	show_cross	n/a	n/a	3	n/a	1	cross.bmp
32.1943636364	n/a	8048	show_face	famous_face	immediate_repeat	3	1	6	f148.bmp
32.7898181818	n/a	8197	right_press	n/a	n/a	3	n/a	4096	n/a
33.0316363636	n/a	8257	show_circle	n/a	n/a	3	n/a	0	circle.bmp
34.7316363636	n/a	8682	show_cross	n/a	n/a	4	n/a	1	cross.bmp
35.1843636364	n/a	8796	show_face	scrambled_face	first_show	4	n/a	17	s071.bmp
36.0289090909	n/a	9007	show_circle	n/a	n/a	4	n/a	0	circle.bmp
36.1089090909	n/a	9027	right_press	n/a	n/a	4	n/a	4096	n/a
37.7289090909	n/a	9432	show_cross	n/a	n/a	5	n/a	1	cross.bmp
38.3589090909	n/a	9589	show_face	scrambled_face	immediate_repeat	5	1	18	s071.bmp
38.8270909091	n/a	9706	right_press	n/a	n/a	5	n/a	4096	n/a
39.3707272727	n/a	9842	show_circle	n/a	n/a	5	n/a	0	circle.bmp
41.0707272727	n/a	10267	show_cross	n/a	n/a	6	n/a	1	cross.bmp
41.6498181818	n/a	10412	show_face	unfamiliar_face	first_show	6	n/a	13	u005.bmp
42.5307272727	n/a	10632	show_circle	n/a	n/a	6	n/a	0	circle.bmp
44.2307272727	n/a	11057	show_cross	n/a	n/a	7	n/a	1	cross.bmp
44.723454545500005	n/a	11180	show_face	famous_face	first_show	7	n/a	5	f119.bmp
45.4770909091	n/a	11369	right_press	n/a	n/a	7	n/a	4096	n/a
45.608	n/a	11402	show_circle	n/a	n/a	7	n/a	0	circle.bmp
47.308	n/a	11827	show_cross	n/a	n/a	8	n/a	1	cross.bmp
47.7970909091	n/a	11949	show_face	famous_face	first_show	8	n/a	5	f145.bmp
48.390727272700005	n/a	12097	right_press	n/a	n/a	8	n/a	4096	n/a
48.778	n/a	12194	show_circle	n/a	n/a	8	n/a	0	circle.bmp
50.478	n/a	12619	show_cross	n/a	n/a	9	n/a	1	cross.bmp
50.9707272727	n/a	12742	show_face	scrambled_face	delayed_repeat	9	8	19	s096.bmp
51.9816363636	n/a	12995	show_circle	n/a	n/a	9	n/a	0	circle.bmp
53.6816363636	n/a	13420	show_cross	n/a	n/a	10	n/a	1	cross.bmp
54.2789090909	n/a	13569	show_face	unfamiliar_face	first_show	10	n/a	13	u117.bmp
55.0334545455	n/a	13758	right_press	n/a	n/a	10	n/a	4096	n/a
55.1334545455	n/a	13783	show_circle	n/a	n/a	10	n/a	0	circle.bmp
56.8334545455	n/a	14208	show_cross	n/a	n/a	11	n/a	1	cross.bmp
57.4025454545	n/a	14350	show_face	unfamiliar_face	immediate_repeat	11	1	14	u117.bmp
58.11981818180001	n/a	14529	right_press	n/a	n/a	11	n/a	4096	n/a
58.2443636364	n/a	14561	show_circle	n/a	n/a	11	n/a	0	circle.bmp
59.944363636400006	n/a	14986	show_cross	n/a	n/a	12	n/a	1	cross.bmp
60.5598181818	n/a	15139	show_face	famous_face	first_show	12	n/a	5	f098.bmp
61.478	n/a	15369	show_circle	n/a	n/a	12	n/a	0	circle.bmp
63.178	n/a	15794	show_cross	n/a	n/a	13	n/a	1	cross.bmp
63.7843636364	n/a	15946	show_face	scrambled_face	first_show	13	n/a	17	s008.bmp
64.4870909091	n/a	16121	right_press	n/a	n/a	13	n/a	4096	n/a
64.7952727273	n/a	16198	show_circle	n/a	n/a	13	n/a	0	circle.bmp
66.49527272729999	n/a	16623	show_cross	n/a	n/a	14	n/a	1	cross.bmp
67.04163636359999	n/a	16760	show_face	scrambled_face	immediate_repeat	14	1	18	s008.bmp
67.68072727270001	n/a	16920	right_press	n/a	n/a	14	n/a	4096	n/a
67.9061818182	n/a	16976	show_circle	n/a	n/a	14	n/a	0	circle.bmp
