onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	-0.119	n/a	n/a	20	5	2.390	2	1	1.676
4.000	3.000	parametric gain	-0.069	n/a	n/a	22	17	-37.890	4	0	1.123
8.000	3.000	parametric gain	-0.369	n/a	n/a	10	16	-46.360	4	0	0.903
12.000	3.000	parametric gain	0.331	n/a	n/a	38	18	-25.410	4	0	1.237
16.000	3.000	parametric gain	-0.119	n/a	n/a	20	14	-29.320	4	0	1.109
24.000	3.000	parametric gain	-0.269	n/a	n/a	14	13	-31.800	4	0	0.878
28.000	3.000	parametric gain	0.381	n/a	n/a	40	8	11.820	1	1	1.504
32.000	3.000	parametric gain	0.181	n/a	n/a	32	18	-31.410	4	0	1.085
36.000	3.000	parametric gain	-0.019	n/a	n/a	24	8	-4.180	2	1	1.938
40.000	3.000	parametric gain	0.281	n/a	n/a	36	14	-13.320	0	-1	0.000
44.000	3.000	parametric gain	0.081	n/a	n/a	28	6	6.860	2	1	1.507
48.000	3.000	parametric gain	-0.219	n/a	n/a	16	14	-33.320	4	0	1.255
56.000	3.000	parametric gain	-0.269	n/a	n/a	14	9	-17.710	3	0	1.551
60.000	3.000	parametric gain	-0.119	n/a	n/a	20	13	-25.800	4	0	1.742
64.000	3.000	parametric gain	0.131	n/a	n/a	30	18	-33.410	4	0	1.518
72.000	3.000	parametric gain	-0.269	n/a	n/a	14	15	-38.840	4	0	1.207
76.000	3.000	parametric gain	-0.319	n/a	n/a	12	12	-30.270	4	0	1.279
84.000	3.000	parametric gain	-0.019	n/a	n/a	24	11	-14.750	3	0	2.208
88.000	3.000	parametric gain	-0.319	n/a	n/a	12	10	-23.230	4	0	1.239
94.000	3.000	parametric gain	-0.219	n/a	n/a	16	6	-5.140	2	1	2.001
98.000	3.000	parametric gain	0.331	n/a	n/a	38	20	-32.460	4	0	2.214
102.000	3.000	parametric gain	0.081	n/a	n/a	28	10	-7.230	4	0	2.975
106.000	3.000	parametric gain	-0.119	n/a	n/a	20	7	-4.660	0	-1	0.000
110.000	3.000	parametric gain	0.331	n/a	n/a	38	9	6.290	3	0	0.001
120.000	3.000	parametric gain	0.031	n/a	n/a	26	12	-16.270	3	0	2.193
132.000	3.000	parametric gain	-0.369	n/a	n/a	10	14	-39.320	4	0	1.209
136.000	3.000	parametric gain	-0.319	n/a	n/a	12	13	-33.800	4	0	1.304
146.000	3.000	parametric gain	-0.019	n/a	n/a	24	15	-28.840	3	0	2.106
150.000	3.000	parametric gain	0.181	n/a	n/a	32	15	-20.840	3	0	2.803
154.000	3.000	parametric gain	0.281	n/a	n/a	36	15	-16.840	4	0	2.801
162.000	3.000	parametric gain	0.281	n/a	n/a	36	18	-27.410	4	0	1.964
166.000	3.000	parametric gain	-0.319	n/a	n/a	12	18	-51.410	4	0	1.203
176.000	3.000	parametric gain	-0.119	n/a	n/a	20	9	-11.710	3	0	2.441
180.000	3.000	parametric gain	-0.219	n/a	n/a	16	8	-12.180	4	0	2.231
184.000	3.000	parametric gain	-0.319	n/a	n/a	12	20	-58.460	4	0	1.114
194.000	3.000	parametric gain	-0.069	n/a	n/a	22	19	-44.930	4	0	1.186
200.000	3.000	parametric gain	0.281	n/a	n/a	36	9	4.290	1	1	1.843
204.000	3.000	parametric gain	0.031	n/a	n/a	26	6	4.860	2	1	1.850
208.000	3.000	parametric gain	0.131	n/a	n/a	30	5	12.390	2	1	2.322
212.000	3.000	parametric gain	0.281	n/a	n/a	36	7	11.340	2	1	1.834
216.000	3.000	parametric gain	-0.169	n/a	n/a	18	10	-17.230	4	0	2.835
220.000	3.000	parametric gain	0.131	n/a	n/a	30	9	-1.710	2	1	2.587
226.000	3.000	parametric gain	0.131	n/a	n/a	30	12	-12.270	3	0	2.043
236.000	3.000	parametric gain	-0.269	n/a	n/a	14	8	-14.180	3	0	2.315
240.000	3.000	parametric gain	-0.119	n/a	n/a	20	19	-46.930	4	0	1.163
244.000	3.000	parametric gain	0.081	n/a	n/a	28	14	-21.320	4	0	1.116
250.000	3.000	parametric gain	-0.219	n/a	n/a	16	17	-43.890	4	0	1.063
258.000	3.000	parametric gain	0.031	n/a	n/a	26	8	-2.180	2	1	1.628
262.000	3.000	parametric gain	-0.369	n/a	n/a	10	17	-49.890	4	0	1.012
274.000	3.000	parametric gain	-0.319	n/a	n/a	12	5	-5.610	2	1	1.988
282.000	3.000	parametric gain	0.381	n/a	n/a	40	6	18.860	1	1	1.517
286.000	3.000	parametric gain	0.281	n/a	n/a	36	13	-9.800	2	1	2.380
294.000	3.000	parametric gain	-0.369	n/a	n/a	10	9	-21.710	4	0	1.950
298.000	3.000	parametric gain	0.231	n/a	n/a	34	18	-29.410	4	0	1.204
304.000	3.000	parametric gain	0.131	n/a	n/a	30	15	-22.840	4	0	1.206
316.000	3.000	parametric gain	-0.169	n/a	n/a	18	9	-13.710	4	0	1.358
322.000	3.000	parametric gain	0.031	n/a	n/a	26	20	-44.460	4	0	1.174
326.000	3.000	parametric gain	0.281	n/a	n/a	36	20	-34.460	4	0	2.870
330.000	3.000	parametric gain	-0.069	n/a	n/a	22	15	-30.840	4	0	1.222
334.000	3.000	parametric gain	0.331	n/a	n/a	38	8	9.820	1	1	1.803
342.000	3.000	parametric gain	0.081	n/a	n/a	28	16	-28.360	4	0	1.503
348.000	3.000	parametric gain	0.231	n/a	n/a	34	12	-8.270	2	1	2.214
358.000	3.000	parametric gain	0.081	n/a	n/a	28	15	-24.840	4	0	1.919
364.000	3.000	parametric gain	-0.019	n/a	n/a	24	17	-35.890	4	0	1.363
368.000	3.000	parametric gain	0.081	n/a	n/a	28	11	-10.750	4	0	2.537
372.000	3.000	parametric gain	-0.219	n/a	n/a	16	9	-15.710	3	0	1.727
378.000	3.000	parametric gain	-0.069	n/a	n/a	22	13	-23.800	4	0	2.072
384.000	3.000	parametric gain	0.381	n/a	n/a	40	11	1.250	2	1	1.576
390.000	3.000	parametric gain	0.081	n/a	n/a	28	8	-0.180	2	1	1.864
396.000	3.000	parametric gain	0.281	n/a	n/a	36	16	-20.360	4	0	1.096
400.000	3.000	parametric gain	-0.119	n/a	n/a	20	10	-15.230	4	0	1.103
404.000	3.000	parametric gain	-0.369	n/a	n/a	10	18	-53.410	4	0	2.272
408.000	3.000	parametric gain	0.381	n/a	n/a	40	9	8.290	1	1	1.743
412.000	3.000	parametric gain	0.181	n/a	n/a	32	7	7.340	2	1	1.865
422.000	3.000	parametric gain	0.381	n/a	n/a	40	16	-16.360	4	0	1.505
426.000	3.000	parametric gain	0.131	n/a	n/a	30	17	-29.890	4	0	2.072
432.000	3.000	parametric gain	-0.019	n/a	n/a	24	5	6.390	2	1	1.504
436.000	3.000	parametric gain	-0.219	n/a	n/a	16	7	-8.660	4	0	1.831
440.000	3.000	parametric gain	-0.069	n/a	n/a	22	18	-41.410	0	-1	0.000
444.000	3.000	parametric gain	0.031	n/a	n/a	26	19	-40.930	4	0	0.001
448.000	3.000	parametric gain	-0.019	n/a	n/a	24	20	-46.460	4	0	1.306
452.000	3.000	parametric gain	0.231	n/a	n/a	34	6	12.860	1	1	1.481
460.000	3.000	parametric gain	-0.019	n/a	n/a	24	16	-32.360	4	0	1.450
468.000	3.000	parametric gain	-0.069	n/a	n/a	22	6	0.860	2	1	1.386
474.000	3.000	parametric gain	-0.319	n/a	n/a	12	7	-12.660	3	0	2.602
