onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	0.084	n/a	n/a	28	17	-31.890	4	0	1.274
4.000	3.000	parametric gain	-0.267	n/a	n/a	14	7	-10.660	3	0	1.371
8.000	3.000	parametric gain	0.084	n/a	n/a	28	18	-35.410	4	0	0.888
14.000	3.000	parametric gain	-0.216	n/a	n/a	16	11	-22.750	4	0	1.189
18.000	3.000	parametric gain	0.384	n/a	n/a	40	20	-30.460	4	0	2.092
22.000	3.000	parametric gain	-0.167	n/a	n/a	18	16	-38.360	4	0	0.957
28.000	3.000	parametric gain	0.334	n/a	n/a	38	11	-0.750	2	1	2.636
32.000	3.000	parametric gain	0.283	n/a	n/a	36	10	0.770	0	-1	0.000
40.000	3.000	parametric gain	0.384	n/a	n/a	40	18	-23.410	4	0	2.325
44.000	3.000	parametric gain	-0.366	n/a	n/a	10	10	-25.230	4	0	1.198
50.000	3.000	parametric gain	-0.017	n/a	n/a	24	6	2.860	1	1	1.541
56.000	3.000	parametric gain	-0.117	n/a	n/a	20	8	-8.180	2	1	1.453
62.000	3.000	parametric gain	0.384	n/a	n/a	40	12	-2.270	2	1	2.445
68.000	3.000	parametric gain	-0.067	n/a	n/a	22	10	-13.230	4	0	1.685
76.000	3.000	parametric gain	-0.167	n/a	n/a	18	6	-3.140	2	1	1.790
80.000	3.000	parametric gain	0.334	n/a	n/a	38	16	-18.360	4	0	2.223
90.000	3.000	parametric gain	0.134	n/a	n/a	30	20	-40.460	4	0	1.246
98.000	3.000	parametric gain	-0.067	n/a	n/a	22	14	-27.320	4	0	2.894
102.000	3.000	parametric gain	-0.167	n/a	n/a	18	18	-45.410	4	0	0.911
106.000	3.000	parametric gain	-0.216	n/a	n/a	16	19	-50.930	4	0	0.895
110.000	3.000	parametric gain	-0.017	n/a	n/a	24	10	-11.230	3	0	1.719
116.000	3.000	parametric gain	-0.317	n/a	n/a	12	19	-54.930	4	0	0.910
120.000	3.000	parametric gain	0.084	n/a	n/a	28	9	-3.710	2	1	1.240
126.000	3.000	parametric gain	0.134	n/a	n/a	30	10	-5.230	2	1	2.215
130.000	3.000	parametric gain	-0.167	n/a	n/a	18	15	-34.840	4	0	1.400
142.000	3.000	parametric gain	0.183	n/a	n/a	32	14	-17.320	3	0	2.367
146.000	3.000	parametric gain	0.234	n/a	n/a	34	11	-4.750	0	-1	0.000
152.000	3.000	parametric gain	0.334	n/a	n/a	38	19	-28.930	3	0	0.001
156.000	3.000	parametric gain	-0.267	n/a	n/a	14	10	-21.230	3	0	1.528
160.000	3.000	parametric gain	0.234	n/a	n/a	34	8	5.820	1	1	1.217
164.000	3.000	parametric gain	0.134	n/a	n/a	30	11	-8.750	3	0	1.960
168.000	3.000	parametric gain	0.183	n/a	n/a	32	13	-13.800	4	0	2.129
174.000	3.000	parametric gain	-0.167	n/a	n/a	18	11	-20.750	4	0	1.704
178.000	3.000	parametric gain	0.134	n/a	n/a	30	7	5.340	1	1	1.537
186.000	3.000	parametric gain	-0.167	n/a	n/a	18	13	-27.800	4	0	1.689
190.000	3.000	parametric gain	-0.267	n/a	n/a	14	19	-52.930	4	0	1.026
198.000	3.000	parametric gain	-0.317	n/a	n/a	12	11	-26.750	4	0	1.161
202.000	3.000	parametric gain	-0.366	n/a	n/a	10	13	-35.800	4	0	0.887
206.000	3.000	parametric gain	-0.067	n/a	n/a	22	16	-34.360	4	0	0.954
212.000	3.000	parametric gain	-0.317	n/a	n/a	12	16	-44.360	4	0	0.801
218.000	3.000	parametric gain	0.334	n/a	n/a	38	17	-21.890	4	0	1.937
226.000	3.000	parametric gain	0.384	n/a	n/a	40	14	-9.320	2	1	1.626
230.000	3.000	parametric gain	-0.067	n/a	n/a	22	5	4.390	2	1	1.466
234.000	3.000	parametric gain	-0.216	n/a	n/a	16	16	-40.360	4	0	0.899
240.000	3.000	parametric gain	0.234	n/a	n/a	34	5	16.390	1	1	1.162
250.000	3.000	parametric gain	-0.366	n/a	n/a	10	19	-56.930	4	0	1.034
254.000	3.000	parametric gain	-0.267	n/a	n/a	14	16	-42.360	4	0	0.755
258.000	3.000	parametric gain	0.134	n/a	n/a	30	8	1.820	1	1	1.113
262.000	3.000	parametric gain	0.234	n/a	n/a	34	14	-15.320	3	0	2.523
266.000	3.000	parametric gain	0.134	n/a	n/a	30	14	-19.320	3	0	1.331
274.000	3.000	parametric gain	0.034	n/a	n/a	26	15	-26.840	4	0	0.979
282.000	3.000	parametric gain	-0.366	n/a	n/a	10	20	-60.460	4	0	1.052
286.000	3.000	parametric gain	0.234	n/a	n/a	34	7	9.340	1	1	1.300
292.000	3.000	parametric gain	-0.366	n/a	n/a	10	5	-7.610	3	0	2.522
296.000	3.000	parametric gain	-0.117	n/a	n/a	20	20	-50.460	4	0	1.054
300.000	3.000	parametric gain	0.084	n/a	n/a	28	20	-42.460	4	0	1.244
304.000	3.000	parametric gain	0.283	n/a	n/a	36	5	18.390	1	1	1.068
308.000	3.000	parametric gain	0.034	n/a	n/a	26	7	1.340	1	1	1.028
316.000	3.000	parametric gain	0.034	n/a	n/a	26	17	-33.890	4	0	1.684
326.000	3.000	parametric gain	-0.216	n/a	n/a	16	15	-36.840	4	0	0.844
330.000	3.000	parametric gain	0.034	n/a	n/a	26	10	-9.230	4	0	2.293
338.000	3.000	parametric gain	0.334	n/a	n/a	38	15	-14.840	4	0	1.445
346.000	3.000	parametric gain	0.034	n/a	n/a	26	11	-12.750	3	0	2.396
356.000	3.000	parametric gain	0.084	n/a	n/a	28	5	10.390	2	1	1.349
362.000	3.000	parametric gain	-0.267	n/a	n/a	14	18	-49.410	4	0	0.965
368.000	3.000	parametric gain	-0.067	n/a	n/a	22	12	-20.270	4	0	2.347
372.000	3.000	parametric gain	0.234	n/a	n/a	34	15	-18.840	4	0	2.454
376.000	3.000	parametric gain	0.334	n/a	n/a	38	13	-7.800	4	0	2.478
380.000	3.000	parametric gain	-0.366	n/a	n/a	10	8	-18.180	4	0	1.495
394.000	3.000	parametric gain	-0.317	n/a	n/a	12	9	-19.710	4	0	1.199
398.000	3.000	parametric gain	0.283	n/a	n/a	36	11	-2.750	3	0	1.687
404.000	3.000	parametric gain	-0.267	n/a	n/a	14	5	-3.610	2	1	2.181
408.000	3.000	parametric gain	-0.067	n/a	n/a	22	11	-16.750	4	0	1.255
412.000	3.000	parametric gain	-0.167	n/a	n/a	18	19	-48.930	4	0	1.023
418.000	3.000	parametric gain	-0.067	n/a	n/a	22	8	-6.180	2	1	1.567
428.000	3.000	parametric gain	0.334	n/a	n/a	38	6	16.860	1	1	1.487
434.000	3.000	parametric gain	-0.317	n/a	n/a	12	8	-16.180	3	0	2.488
438.000	3.000	parametric gain	-0.267	n/a	n/a	14	11	-24.750	4	0	1.289
442.000	3.000	parametric gain	0.183	n/a	n/a	32	12	-10.270	2	1	2.976
446.000	3.000	parametric gain	-0.117	n/a	n/a	20	11	-18.750	4	0	1.257
450.000	3.000	parametric gain	0.034	n/a	n/a	26	14	-23.320	4	0	1.199
454.000	3.000	parametric gain	0.183	n/a	n/a	32	8	3.820	1	1	1.432
466.000	3.000	parametric gain	0.384	n/a	n/a	40	17	-19.890	4	0	1.440
472.000	3.000	parametric gain	-0.117	n/a	n/a	20	17	-39.890	4	0	2.071
476.000	3.000	parametric gain	-0.017	n/a	n/a	24	19	-42.930	0	-1	0.000
