onset	duration	trial_type	stim_file
14.18336	0.5	5	stim_129.png
14.84028	0.5	8	stim_211.png
15.34306	0.5	2	stim_36.png
15.849	0.5	8	stim_211.png
16.35174	0.5	7	stim_181.png
16.85768	0.5	8	stim_211.png
17.36046	0.5	5	stim_145.png
17.8664	0.5	8	stim_211.png
18.36918	0.5	2	stim_53.png
18.87512	0.5	8	stim_211.png
19.3779	0.5	4	stim_104.png
19.88384	0.5	8	stim_211.png
20.38658	0.5	2	stim_32.png
20.89244	0.5	8	stim_211.png
21.39526	0.5	1	stim_5.png
21.9012	0.5	8	stim_211.png
22.40398	0.5	2	stim_37.png
22.90996	0.5	8	stim_211.png
23.4127	0.5	1	stim_23.png
23.91864	0.5	8	stim_211.png
24.42138	0.5	3	stim_64.png
24.92732	0.5	8	stim_211.png
25.4301	0.5	4	stim_93.png
25.93608	0.5	8	stim_211.png
26.43882	0.5	6	stim_163.png
26.94476	0.5	8	stim_211.png
27.4475	0.5	3	stim_82.png
27.95344	0.5	8	stim_211.png
28.45622	0.5	3	stim_77.png
28.96212	0.5	8	stim_211.png
29.4649	0.5	4	stim_112.png
29.97079	0.5	8	stim_211.png
30.47362	0.5	5	stim_121.png
30.97948	0.5	8	stim_211.png
31.4823	0.5	6	stim_165.png
31.9882	0.5	8	stim_211.png
32.49102	0.5	6	stim_161.png
32.99688	0.5	8	stim_211.png
33.49974	0.5	4	stim_114.png
34.00555	0.5	8	stim_211.png
34.50842	0.5	7	stim_195.png
35.01435	0.5	8	stim_211.png
35.51714	0.5	2	stim_47.png
36.02291	0.5	8	stim_211.png
36.52582	0.5	7	stim_208.png
37.03172	0.5	8	stim_211.png
37.53454	0.5	5	stim_123.png
38.04044	0.5	8	stim_211.png
38.54322	0.5	1	stim_8.png
39.0492	0.5	8	stim_211.png
39.55198	0.5	6	stim_155.png
40.05775	0.5	8	stim_211.png
40.56066	0.5	3	stim_81.png
41.06651	0.5	8	stim_211.png
41.56934	0.5	5	stim_146.png
42.07528	0.5	8	stim_211.png
42.57806	0.5	5	stim_131.png
43.08404	0.5	8	stim_211.png
43.58678	0.5	2	stim_50.png
44.09276	0.5	8	stim_211.png
44.59546	0.5	3	stim_65.png
45.10148	0.5	8	stim_211.png
45.60418	0.5	5	stim_136.png
46.11008	0.5	8	stim_211.png
46.61286	0.5	7	stim_189.png
47.1188	0.5	8	stim_211.png
47.62154	0.5	1	stim_27.png
48.12748	0.5	8	stim_211.png
48.63026	0.5	6	stim_177.png
49.13611	0.5	8	stim_211.png
49.63898	0.5	1	stim_21.png
50.14483	0.5	8	stim_211.png
50.6477	0.5	5	stim_137.png
51.15355	0.5	8	stim_211.png
51.65638	0.5	1	stim_30.png
52.16224	0.5	8	stim_211.png
52.6651	0.5	6	stim_171.png
53.17099	0.5	8	stim_211.png
53.67382	0.5	6	stim_151.png
54.17968	0.5	8	stim_211.png
54.6825	0.5	6	stim_169.png
55.18843	0.5	8	stim_211.png
55.69122	0.5	2	stim_58.png
56.19715	0.5	8	stim_211.png
56.6999	0.5	6	stim_174.png
57.20588	0.5	8	stim_211.png
57.70862	0.5	7	stim_197.png
58.21447	0.5	8	stim_211.png
58.7173	0.5	7	stim_204.png
59.22319	0.5	8	stim_211.png
59.72602	0.5	2	stim_43.png
60.23191	0.5	8	stim_211.png
60.73474	0.5	7	stim_185.png
61.24063	0.5	8	stim_211.png
61.74342	0.5	3	stim_80.png
62.24923	0.5	8	stim_211.png
62.7521	0.5	7	stim_188.png
63.25803	0.5	8	stim_211.png
63.76078	0.5	6	stim_159.png
64.26675	0.5	8	stim_211.png
64.76954	0.5	5	stim_128.png
65.27544	0.5	8	stim_211.png
65.77826	0.5	3	stim_66.png
66.28416	0.5	8	stim_211.png
66.78694	0.5	3	stim_79.png
67.29288	0.5	8	stim_211.png
67.79566	0.5	7	stim_209.png
68.30164	0.5	8	stim_211.png
68.80434	0.5	2	stim_39.png
69.31032	0.5	8	stim_211.png
69.81306	0.5	1	stim_12.png
70.31879	0.5	8	stim_211.png
70.82178	0.5	6	stim_152.png
71.32767	0.5	8	stim_211.png
71.83046	0.5	3	stim_75.png
72.33643	0.5	8	stim_211.png
72.83914	0.5	1	stim_28.png
73.34503	0.5	8	stim_211.png
73.84785	0.5	3	stim_83.png
74.3538	0.5	8	stim_211.png
74.85658	0.5	1	stim_3.png
75.36243	0.5	8	stim_211.png
75.86526	0.5	3	stim_72.png
76.37119	0.5	8	stim_211.png
76.87398	0.5	4	stim_108.png
77.37991	0.5	8	stim_211.png
77.8827	0.5	7	stim_182.png
78.38856	0.5	8	stim_211.png
78.89138	0.5	5	stim_144.png
79.39735	0.5	8	stim_211.png
79.9001	0.5	4	stim_119.png
80.40591	0.5	8	stim_211.png
80.90878	0.5	2	stim_55.png
81.41463	0.5	8	stim_211.png
81.9175	0.5	2	stim_41.png
82.42323	0.5	8	stim_211.png
82.92618	0.5	5	stim_135.png
83.43211	0.5	8	stim_211.png
83.9349	0.5	2	stim_51.png
84.44071	0.5	8	stim_211.png
84.94362	0.5	6	stim_170.png
85.44947	0.5	8	stim_211.png
85.9523	0.5	1	stim_13.png
86.45819	0.5	8	stim_211.png
86.96102	0.5	5	stim_133.png
87.46696	0.5	8	stim_211.png
87.96974	0.5	7	stim_210.png
88.47559	0.5	8	stim_211.png
88.97842	0.5	4	stim_113.png
89.4844	0.5	8	stim_211.png
89.98714	0.5	6	stim_166.png
90.49303	0.5	8	stim_211.png
90.99582	0.5	5	stim_149.png
91.50172	0.5	8	stim_211.png
92.00454	0.5	6	stim_175.png
92.51039	0.5	8	stim_211.png
93.01326	0.5	3	stim_63.png
93.51916	0.5	8	stim_211.png
94.0219	0.5	6	stim_158.png
94.52792	0.5	8	stim_211.png
95.03062	0.5	4	stim_116.png
95.53655	0.5	8	stim_211.png
96.03934	0.5	4	stim_106.png
96.54532	0.5	8	stim_211.png
97.04806	0.5	1	stim_17.png
97.55399	0.5	8	stim_211.png
98.05674	0.5	5	stim_143.png
98.56264	0.5	8	stim_211.png
99.06546	0.5	4	stim_110.png
99.57127	0.5	8	stim_211.png
100.0741	0.5	2	stim_56.png
100.58	0.5	8	stim_211.png
101.0829	0.5	3	stim_84.png
101.5887	0.5	8	stim_211.png
102.0916	0.5	2	stim_34.png
102.5975	0.5	8	stim_211.png
103.1003	0.5	3	stim_62.png
103.6062	0.5	8	stim_211.png
104.1089	0.5	5	stim_127.png
104.6149	0.5	8	stim_211.png
105.1177	0.5	6	stim_173.png
105.6236	0.5	8	stim_211.png
106.1264	0.5	2	stim_60.png
106.6323	0.5	8	stim_211.png
107.1351	0.5	2	stim_38.png
107.641	0.5	8	stim_211.png
108.1438	0.5	1	stim_14.png
108.6497	0.5	8	stim_211.png
109.1525	0.5	7	stim_193.png
109.6584	0.5	8	stim_211.png
110.1611	0.5	5	stim_139.png
110.6671	0.5	8	stim_211.png
111.1699	0.5	7	stim_198.png
111.6757	0.5	8	stim_211.png
112.1786	0.5	7	stim_192.png
112.6845	0.5	8	stim_211.png
113.1873	0.5	4	stim_99.png
113.6931	0.5	8	stim_211.png
114.196	0.5	7	stim_187.png
114.7019	0.5	8	stim_211.png
115.2047	0.5	1	stim_29.png
115.7106	0.5	8	stim_211.png
116.2134	0.5	1	stim_20.png
116.7193	0.5	8	stim_211.png
117.2221	0.5	2	stim_57.png
117.728	0.5	8	stim_211.png
118.2308	0.5	4	stim_117.png
118.7367	0.5	8	stim_211.png
