onset	duration	run_number	trial_number	image_blank_size	image_blank_num
992.2251715	32.0350122	1	1	1	1
1024.412924	31.9954889	1	2	2	46
1056.524094	31.9960035	1	3	2	85
1088.719109	31.9959969	1	4	1	19
1120.89111	32.0075237	1	5	1	30
1153.085799	32.0903353	1	6	1	25
1185.355188	31.9999347	1	7	1	45
1217.534503	31.9986505	1	8	1	8
1249.66338	29.9959773	1	9	2	12
