onset	duration	value	HED
335.52832	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
335.595703	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
335.662109	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
336.12793	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
336.194336	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
336.261719	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
336.328125	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
336.394531	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
336.460938	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
336.927734	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
336.994141	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
337.060547	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
337.126953	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
337.193359	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
337.259766	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
337.726563	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
337.792969	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
337.859375	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
337.925781	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
337.993164	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
338.05957	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
338.525391	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
338.591797	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
338.65918	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
338.725586	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
338.791992	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
338.858398	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
339.324219	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
339.391602	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
339.458008	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
339.524414	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
339.59082	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
339.657227	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
340.124023	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
340.207031	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
340.290039	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
340.373047	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
340.457031	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
340.540039	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
341.123047	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
341.189453	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
341.255859	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
341.322266	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
341.388672	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
341.456055	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
341.921875	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
342.004883	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
342.087891	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
342.171875	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
342.254883	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
342.337891	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
342.920898	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
342.987305	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
343.053711	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
343.120117	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
343.1875	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
343.253906	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
343.719727	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
343.769531	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
343.819336	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
343.870117	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
343.919922	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
343.986328	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
344.335938	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
344.418945	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
344.501953	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
344.585938	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
344.668945	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
344.751953	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
345.334961	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
345.417969	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
345.500977	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
345.584961	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
345.667969	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
345.750977	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
346.333984	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
346.400391	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
346.466797	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
346.533203	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
346.599609	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
346.666992	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
347.132813	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
347.21582	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
347.298828	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
347.382813	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
347.46582	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
347.548828	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
348.131836	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
348.198242	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
348.264648	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
348.331055	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
348.398438	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
348.464844	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
348.930664	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
348.980469	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
349.030273	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
349.081055	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
349.147461	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
349.197266	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
349.546875	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
349.629883	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
349.712891	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
349.796875	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
349.879883	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
349.962891	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
350.545898	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
350.612305	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
350.678711	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
350.745117	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
350.8125	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
350.878906	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
351.344727	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
351.411133	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
351.478516	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
351.544922	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
351.611328	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
351.677734	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
352.143555	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
352.194336	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
352.244141	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
352.293945	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
352.34375	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
352.393555	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
352.759766	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
352.80957	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
352.860352	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
352.910156	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
352.959961	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
353.009766	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
353.375977	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
353.442383	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
353.508789	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
353.576172	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
353.642578	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
353.708984	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
354.174805	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
354.241211	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
354.308594	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
354.375	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
354.441406	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
354.507813	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
354.974609	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
355.041016	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
355.107422	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
355.173828	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
355.240234	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
355.307617	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
355.773438	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
355.856445	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
355.939453	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
356.023438	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
356.106445	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
356.189453	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
356.772461	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
356.838867	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
356.905273	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
356.97168	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
357.039063	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
357.105469	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
357.571289	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
357.637695	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
357.704102	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
357.771484	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
357.837891	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
357.904297	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
358.370117	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
358.454102	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
358.537109	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
358.620117	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
358.703125	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
358.787109	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
359.369141	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
359.453125	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
359.536133	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
359.619141	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
359.702148	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
359.785156	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
360.368164	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
360.43457	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
360.501953	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
360.568359	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
360.634766	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
360.701172	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
361.166992	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
361.250977	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
361.333984	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
361.416992	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
361.5	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
361.583984	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
362.166016	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
362.233398	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
362.299805	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
362.366211	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
362.432617	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
362.499023	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
362.96582	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
363.032227	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
363.098633	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
363.165039	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
363.231445	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
363.298828	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
363.764648	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
363.831055	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
363.897461	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
363.964844	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
364.03125	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
364.097656	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
364.563477	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
364.629883	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
364.697266	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
364.763672	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
364.830078	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
364.896484	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
365.363281	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
365.446289	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
365.529297	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
365.612305	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
365.696289	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
365.779297	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
366.361328	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
366.445313	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
366.52832	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
366.611328	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
366.694336	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
366.77832	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
367.360352	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
367.427734	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
367.494141	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
367.560547	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
367.626953	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
367.693359	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
368.160156	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
368.226563	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
368.292969	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
368.359375	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
368.425781	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
368.493164	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
368.958984	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
369.041992	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
369.108398	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
369.192383	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
369.258789	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
369.341797	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
369.875	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
369.941406	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
370.007813	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
370.074219	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
370.140625	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
370.208008	0	face-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
370.673828	0	checker-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image
370.756836	0	checker-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image
370.839844	0	checker-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image
370.923828	0	checker-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image
371.006836	0	checker-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image
371.089844	0	checker-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image
371.672852	0	house-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
371.755859	0	house-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
371.838867	0	house-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
371.922852	0	house-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
372.005859	0	house-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
372.088867	0	house-upright-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Upward
372.671875	0	face-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
372.738281	0	face-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
372.804688	0	face-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
372.871094	0	face-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
372.9375	0	face-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
373.004883	0	face-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, (Rotated, Downward)
373.470703	0	house-inverted-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
373.537109	0	house-inverted-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
373.603516	0	house-inverted-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
373.670898	0	house-inverted-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
373.737305	0	house-inverted-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
373.803711	0	house-inverted-f6	Sensory-event, Experimental-stimulus, Visual-presentation, Image, (Rotated, Downward)
374.269531	0	face-upright-f1	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
374.353516	0	face-upright-f2	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
374.436523	0	face-upright-f3	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
374.519531	0	face-upright-f4	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
374.602539	0	face-upright-f5	Sensory-event, Experimental-stimulus, Visual-presentation, Image, Face, Upward
